Filename,Size
ELEL_RM_BP_605.fastq.gz,134196860
ELEL_RM_BP_606.fastq.gz,92231143
ELEL_RM_BP_607.fastq.gz,159464716
ELEL_RM_BP_608.fastq.gz,137207814
ELEL_RM_BP_609.fastq.gz,110971726
ELEL_RM_BP_610.fastq.gz,119604462
ELEL_RM_BS_611.fastq.gz,130269560
ELEL_RM_BS_612.fastq.gz,80623466
ELEL_RM_BS_613.fastq.gz,128971142
ELEL_RM_BS_614.fastq.gz,116488356
ELEL_RM_BS_615.fastq.gz,105725226
ELEL_RM_BS_616.fastq.gz,131420977
ELEL_RM_BS_617.fastq.gz,111896508
ELEL_RM_CC_618.fastq.gz,120197738
ELEL_RM_CC_619.fastq.gz,162205993
ELEL_RM_CC_620.fastq.gz,139547648
ELEL_RM_CC_621.fastq.gz,119021221
ELEL_RM_CC_622.fastq.gz,138611618
ELEL_RM_CC_623.fastq.gz,133766999
ELEL_RM_CC_624.fastq.gz,115902322
ELEL_RM_CC_625.fastq.gz,159444824
ELEL_RM_CC_626.fastq.gz,90605546
ELEL_RM_CC_627.fastq.gz,88894161
ELEL_RM_CC_628.fastq.gz,144691947
ELEL_RM_CD_629.fastq.gz,102271163
ELEL_RM_CD_630.fastq.gz,164369253
ELEL_RM_CD_631.fastq.gz,109900978
ELEL_RM_CD_632.fastq.gz,113213853
ELEL_RM_CD_633.fastq.gz,74187619
ELEL_RM_CD_634.fastq.gz,127719537
ELEL_RM_CD_635.fastq.gz,102515546
ELEL_RM_CD_636.fastq.gz,96290491
ELEL_RM_CD_637.fastq.gz,141117110
ELEL_RM_CD_638.fastq.gz,141840360
ELEL_RM_CF_639.fastq.gz,91143646
ELEL_RM_CF_640.fastq.gz,54963514
ELEL_RM_CF_641.fastq.gz,178175931
ELEL_RM_CF_642.fastq.gz,102156219
ELEL_RM_CF_643.fastq.gz,127830943
ELEL_RM_CF_644.fastq.gz,135088077
ELEL_RM_CF_645.fastq.gz,116033357
ELEL_RM_CF_646.fastq.gz,128145381
ELEL_RM_CF_647.fastq.gz,89434832
ELEL_RM_CF_648.fastq.gz,121336824
ELEL_RM_CH_649.fastq.gz,11441410
ELEL_RM_CH_650.fastq.gz,12202011
ELEL_RM_CH_651.fastq.gz,116469206
ELEL_RM_CH_652.fastq.gz,117839803
ELEL_RM_CH_653.fastq.gz,107455431
ELEL_RM_CH_654.fastq.gz,125132188
ELEL_RM_CH_655.fastq.gz,100257947
ELEL_RM_CH_656.fastq.gz,111384316
ELEL_RM_CH_657.fastq.gz,154619445
ELEL_RM_CH_658.fastq.gz,143848859
ELEL_RM_CM_659.fastq.gz,131661913
ELEL_RM_CM_660.fastq.gz,113286704
ELEL_RM_CM_661.fastq.gz,140199142
ELEL_RM_CM_662.fastq.gz,130486961
ELEL_RM_CM_663.fastq.gz,127081299
ELEL_RM_CM_664.fastq.gz,102070479
ELEL_RM_CM_665.fastq.gz,96262269
ELEL_RM_CM_666.fastq.gz,153988564
ELEL_RM_CM_667.fastq.gz,129848407
ELEL_RM_CM_668.fastq.gz,108345193
ELEL_RM_CO_669.fastq.gz,124426700
ELEL_RM_CO_670.fastq.gz,148886588
ELEL_RM_CO_671.fastq.gz,129713273
ELEL_RM_CO_672.fastq.gz,216909724
ELEL_RM_CO_673.fastq.gz,172859316
ELEL_RM_CO_674.fastq.gz,111182658
ELEL_RM_CR_675.fastq.gz,138601927
ELEL_RM_CR_676.fastq.gz,133515215
ELEL_RM_CR_677.fastq.gz,137825778
ELEL_RM_CR_678.fastq.gz,128252665
ELEL_RM_CR_679.fastq.gz,141716408
ELEL_RM_CR_680.fastq.gz,146571145
ELEL_RM_CR_681.fastq.gz,146132183
ELEL_RM_CR_682.fastq.gz,166060981
ELEL_RM_CR_683.fastq.gz,77107755
ELEL_RM_CR_684.fastq.gz,145175125
ELEL_RM_CW_685.fastq.gz,212279126
ELEL_RM_CW_686.fastq.gz,136493351
ELEL_RM_CW_687.fastq.gz,159343072
ELEL_RM_CW_688.fastq.gz,189996204
ELEL_RM_DN_689.fastq.gz,167715051
ELEL_RM_DN_690.fastq.gz,151912579
ELEL_RM_DN_691.fastq.gz,163342608
ELEL_RM_DN_692.fastq.gz,147655402
ELEL_RM_DN_693.fastq.gz,137601497
ELEL_RM_DN_694.fastq.gz,192413850
ELEL_RM_DR_695.fastq.gz,102221113
ELEL_RM_DR_696.fastq.gz,139250859
ELEL_RM_DR_697.fastq.gz,106504508
ELEL_RM_DR_698.fastq.gz,73457466
ELEL_RM_DR_699.fastq.gz,124165341
ELEL_RM_DR_700.fastq.gz,113859164
ELEL_RM_DR_701.fastq.gz,124842818
ELEL_RM_DR_702.fastq.gz,146866566
ELEL_RM_DR_703.fastq.gz,141547899
ELEL_RM_DR_704.fastq.gz,80300297
ELEL_RM_DW_705.fastq.gz,228473891
ELEL_RM_DW_706.fastq.gz,129801474
ELEL_RM_DW_707.fastq.gz,132646693
ELEL_RM_DW_708.fastq.gz,148529510
ELEL_RM_DW_709.fastq.gz,152274745
ELEL_RM_HA_710.fastq.gz,151155798
ELEL_RM_HA_711.fastq.gz,179847040
ELEL_RM_HA_712.fastq.gz,110387477
ELEL_RM_HA_713.fastq.gz,186292482
ELEL_RM_HA_714.fastq.gz,221701996
ELEL_RM_HA_715.fastq.gz,198874871
ELEL_RM_HA_716.fastq.gz,250978722
ELEL_RM_HA_717.fastq.gz,81881152
ELEL_RM_HA_718.fastq.gz,86463406
ELEL_RM_HA_719.fastq.gz,131480581
ELEL_RM_HC_720.fastq.gz,95971703
ELEL_RM_HC_721.fastq.gz,118522920
ELEL_RM_HC_722.fastq.gz,123606326
ELEL_RM_HC_723.fastq.gz,122345118
ELEL_RM_HC_724.fastq.gz,118641797
ELEL_RM_HC_725.fastq.gz,122349980
ELEL_RM_HC_726.fastq.gz,142803201
ELEL_RM_HC_727.fastq.gz,117726045
ELEL_RM_HC_728.fastq.gz,113383585
ELEL_RM_HC_729.fastq.gz,91914564
ELEL_RM_HI_730.fastq.gz,135371113
ELEL_RM_HI_731.fastq.gz,193415089
ELEL_RM_HI_732.fastq.gz,257150707
ELEL_RM_HI_733.fastq.gz,161741262
ELEL_RM_HI_734.fastq.gz,173978934
ELEL_RM_HI_735.fastq.gz,184691618
ELEL_RM_HI_736.fastq.gz,108775821
ELEL_RM_HI_737.fastq.gz,130011578
ELEL_RM_HI_738.fastq.gz,85023263
ELEL_RM_HI_739.fastq.gz,106791171
ELEL_RM_IW_740.fastq.gz,175074029
ELEL_RM_IW_741.fastq.gz,129758674
ELEL_RM_IW_742.fastq.gz,155510831
ELEL_RM_IW_743.fastq.gz,99961333
ELEL_RM_IW_744.fastq.gz,115902914
ELEL_RM_IW_745.fastq.gz,129096173
ELEL_RM_IW_746.fastq.gz,136390271
ELEL_RM_IW_747.fastq.gz,123562587
ELEL_RM_JM_748.fastq.gz,112839612
ELEL_RM_JM_749.fastq.gz,123325682
ELEL_RM_JM_750.fastq.gz,114141501
ELEL_RM_JM_751.fastq.gz,77752629
ELEL_RM_JM_752.fastq.gz,100094766
ELEL_RM_JM_753.fastq.gz,95034206
ELEL_RM_JM_754.fastq.gz,114443033
ELEL_RM_JM_755.fastq.gz,205537263
ELEL_RM_JM_756.fastq.gz,188949902
ELEL_RM_JM_757.fastq.gz,108357164
ELEL_RM_LC_758.fastq.gz,971125
ELEL_RM_LC_759.fastq.gz,111847479
ELEL_RM_LC_760.fastq.gz,103232508
ELEL_RM_LC_761.fastq.gz,141495556
ELEL_RM_LC_762.fastq.gz,109830453
ELEL_RM_LC_763.fastq.gz,143304841
ELEL_RM_LC_764.fastq.gz,95838172
ELEL_RM_LC_765.fastq.gz,113937697
ELEL_RM_LC_766.fastq.gz,87548490
ELEL_RM_LC_767.fastq.gz,107921912
ELEL_RM_LM_768.fastq.gz,196611529
ELEL_RM_LM_769.fastq.gz,161553772
ELEL_RM_LM_770.fastq.gz,168605629
ELEL_RM_LM_771.fastq.gz,175593418
ELEL_RM_LM_772.fastq.gz,114460374
ELEL_RM_LM_773.fastq.gz,166728651
ELEL_RM_LM_774.fastq.gz,136959280
ELEL_RM_LM_775.fastq.gz,154721350
ELEL_RM_LM_776.fastq.gz,225531214
ELEL_RM_LM_777.fastq.gz,161370921
ELEL_RM_MF_778.fastq.gz,132644146
ELEL_RM_MF_779.fastq.gz,105870740
ELEL_RM_MF_780.fastq.gz,133894379
ELEL_RM_MF_781.fastq.gz,139133140
ELEL_RM_MF_782.fastq.gz,106276417
ELEL_RM_MF_783.fastq.gz,130216516
ELEL_RM_MF_784.fastq.gz,133041212
ELEL_RM_MF_785.fastq.gz,164312549
ELEL_RM_MF_786.fastq.gz,122947357
ELEL_RM_MM_787.fastq.gz,151980734
ELEL_RM_MM_788.fastq.gz,73141585
ELEL_RM_MM_789.fastq.gz,102486256
ELEL_RM_MM_790.fastq.gz,97242498
ELEL_RM_MM_791.fastq.gz,166448906
ELEL_RM_MM_792.fastq.gz,75708899
ELEL_RM_MM_793.fastq.gz,110996367
ELEL_RM_MM_794.fastq.gz,121201541
ELEL_RM_MM_795.fastq.gz,113171797
ELEL_RM_MM_796.fastq.gz,106387577
ELEL_RM_MP_797.fastq.gz,108978156
ELEL_RM_MP_798.fastq.gz,68009609
ELEL_RM_MP_799.fastq.gz,66093079
ELEL_RM_MP_800.fastq.gz,134003681
ELEL_RM_MP_801.fastq.gz,127778686
ELEL_RM_MP_802.fastq.gz,95237710
ELEL_RM_MP_803.fastq.gz,147891203
ELEL_RM_MP_804.fastq.gz,94865873
ELEL_RM_MP_805.fastq.gz,137461457
ELEL_RM_MP_806.fastq.gz,102482133
ELEL_RM_MP_807.fastq.gz,116904336
ELEL_RM_MP_808.fastq.gz,149886218
ELEL_RM_NC_809.fastq.gz,92717575
ELEL_RM_NC_810.fastq.gz,140869171
ELEL_RM_NC_811.fastq.gz,132742958
ELEL_RM_NC_812.fastq.gz,121718824
ELEL_RM_NC_813.fastq.gz,82307809
ELEL_RM_NC_814.fastq.gz,104625090
ELEL_RM_NC_815.fastq.gz,85403752
ELEL_RM_NC_816.fastq.gz,137152033
ELEL_RM_NC_817.fastq.gz,90743623
ELEL_RM_NC_818.fastq.gz,102584291
ELEL_RM_NF_819.fastq.gz,140393835
ELEL_RM_NF_820.fastq.gz,91173606
ELEL_RM_NF_821.fastq.gz,99357648
ELEL_RM_NF_822.fastq.gz,124417082
ELEL_RM_NR_823.fastq.gz,112522142
ELEL_RM_NR_824.fastq.gz,90018850
ELEL_RM_NR_825.fastq.gz,115382922
ELEL_RM_NR_826.fastq.gz,99202834
ELEL_RM_NR_827.fastq.gz,93116250
ELEL_RM_NR_828.fastq.gz,108339008
ELEL_RM_NR_829.fastq.gz,158808990
ELEL_RM_NR_830.fastq.gz,146011568
ELEL_RM_NR_831.fastq.gz,188576239
ELEL_RM_NR_832.fastq.gz,148474139
ELEL_RM_OC_833.fastq.gz,120332332
ELEL_RM_OC_834.fastq.gz,72267379
ELEL_RM_OC_835.fastq.gz,168453785
ELEL_RM_OC_836.fastq.gz,59305032
ELEL_RM_OC_837.fastq.gz,81974752
ELEL_RM_OC_838.fastq.gz,111954505
ELEL_RM_OC_839.fastq.gz,122483829
ELEL_RM_OC_840.fastq.gz,77399988
ELEL_RM_OC_841.fastq.gz,128366305
ELEL_RM_OC_842.fastq.gz,138717761
ELEL_RM_PF_843.fastq.gz,68039382
ELEL_RM_PF_844.fastq.gz,132300354
ELEL_RM_PF_845.fastq.gz,112798990
ELEL_RM_PG_846.fastq.gz,32646968
ELEL_RM_PG_847.fastq.gz,144725279
ELEL_RM_PG_848.fastq.gz,119144473
ELEL_RM_PG_849.fastq.gz,131032721
ELEL_RM_PG_850.fastq.gz,126649460
ELEL_RM_PG_851.fastq.gz,95977881
ELEL_RM_PG_852.fastq.gz,87598398
ELEL_RM_PG_853.fastq.gz,130917334
ELEL_RM_PG_854.fastq.gz,71518446
ELEL_RM_PG_855.fastq.gz,144312071
ELEL_RM_SA_856.fastq.gz,169263038
ELEL_RM_SA_857.fastq.gz,112143928
ELEL_RM_SA_858.fastq.gz,82712858
ELEL_RM_SA_859.fastq.gz,93291174
ELEL_RM_SA_860.fastq.gz,113140331
ELEL_RM_SA_861.fastq.gz,238196525
ELEL_RM_SA_862.fastq.gz,107812800
ELEL_RM_SA_863.fastq.gz,110165099
ELEL_RM_SA_864.fastq.gz,141147214
ELEL_RM_SA_865.fastq.gz,107919242
ELEL_RM_SC_866.fastq.gz,144345726
ELEL_RM_SC_867.fastq.gz,51112688
ELEL_RM_SC_868.fastq.gz,85022181
ELEL_RM_SC_869.fastq.gz,70604602
ELEL_RM_SC_870.fastq.gz,143552977
ELEL_RM_SC_871.fastq.gz,127847986
ELEL_RM_SC_872.fastq.gz,105340067
ELEL_RM_SC_873.fastq.gz,141127383
ELEL_RM_SC_874.fastq.gz,93246349
ELEL_RM_SC_875.fastq.gz,107628962
ELEL_RM_SD_876.fastq.gz,115724747
ELEL_RM_SD_877.fastq.gz,128759625
ELEL_RM_SD_878.fastq.gz,98359466
ELEL_RM_SD_879.fastq.gz,172245990
ELEL_RM_SD_880.fastq.gz,79544406
ELEL_RM_SD_881.fastq.gz,74902559
ELEL_RM_SD_882.fastq.gz,106851149
ELEL_RM_SD_883.fastq.gz,93118725
ELEL_RM_SD_884.fastq.gz,79384507
ELEL_RM_SD_885.fastq.gz,149661844
ELEL_RM_SF_886.fastq.gz,129714977
ELEL_RM_SF_887.fastq.gz,186265885
ELEL_RM_SF_888.fastq.gz,158356667
ELEL_RM_SF_889.fastq.gz,112873965
ELEL_RM_SF_890.fastq.gz,111888862
ELEL_RM_SF_891.fastq.gz,125600100
ELEL_RM_SF_892.fastq.gz,129255407
ELEL_RM_SF_893.fastq.gz,105527599
ELEL_RM_SF_894.fastq.gz,108454016
ELEL_RM_SF_895.fastq.gz,183209117
ELEL_RM_SR_896.fastq.gz,152354866
ELEL_RM_SR_897.fastq.gz,137980041
ELEL_RM_SR_898.fastq.gz,94076894
ELEL_RM_SR_899.fastq.gz,148890355
ELEL_RM_SR_900.fastq.gz,275384756
ELEL_RM_SR_901.fastq.gz,121307082
ELEL_RM_SR_902.fastq.gz,126033784
ELEL_RM_SR_903.fastq.gz,182247036
ELEL_RM_SR_904.fastq.gz,90266760
ELEL_RM_SR_905.fastq.gz,139827261
ELEL_RM_SY_906.fastq.gz,166486134
ELEL_RM_SY_907.fastq.gz,124664654
ELEL_RM_SY_908.fastq.gz,124478455
ELEL_RM_WD_909.fastq.gz,106552693
ELEL_RM_WD_910.fastq.gz,128206921
ELEL_RM_WD_911.fastq.gz,146775562
ELEL_RM_WD_912.fastq.gz,192196693
ELEL_RM_WD_913.fastq.gz,136281470
ELEL_RM_WD_914.fastq.gz,77144057
ELEL_RM_WD_915.fastq.gz,38830154
ELEL_RM_WD_916.fastq.gz,108674474
ELEL_RM_WD_917.fastq.gz,89948241
ELEL_RM_WM_918.fastq.gz,96376908
ELEL_RM_WM_919.fastq.gz,133487989
ELEL_RM_WM_920.fastq.gz,118431150
ELEL_RM_WM_921.fastq.gz,108537092
ELEL_RM_WM_922.fastq.gz,127468033
ELEL_RM_WM_923.fastq.gz,60386227
ELEL_RM_WM_924.fastq.gz,130631521
ELEL_RM_WM_925.fastq.gz,133589232
ELEL_RM_WM_926.fastq.gz,48821997
ELEL_RM_WM_927.fastq.gz,103947307
ELEL_RM_WP_928.fastq.gz,64732939
ELEL_RM_WP_929.fastq.gz,144464823
ELEL_RM_WP_930.fastq.gz,125915081
ELEL_RM_WP_931.fastq.gz,50973894
ELEL_RM_WR_932.fastq.gz,101543314
ELEL_RM_WR_933.fastq.gz,57583300
ELEL_RM_WR_934.fastq.gz,128624106
ELEL_RM_WR_935.fastq.gz,146477100
ELEL_RM_WR_936.fastq.gz,83340601
ELEL_RM_WR_937.fastq.gz,106931015
ELEL_RM_WR_938.fastq.gz,127579076
ELEL_RM_WW_939.fastq.gz,140883403
ELEL_RM_WW_940.fastq.gz,72943596
ELEL_RM_WW_941.fastq.gz,146932526
ELEL_RM_WW_942.fastq.gz,159842211
ELEL_RM_WW_943.fastq.gz,91875831
fileSize_report.csv,31701
