param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_49_pop_0,2049.58,1.001
q_ind_50_pop_0,1220.62,1.001
q_ind_51_pop_0,1220.61,1.001
q_ind_52_pop_0,5037.69,1.001
q_ind_53_pop_0,483.77,1.005
q_ind_54_pop_0,1297.32,1.001
q_ind_55_pop_0,3410.56,1.000
q_ind_56_pop_0,2451.27,1.001
q_ind_57_pop_0,231.75,1.005
q_ind_58_pop_0,2245.02,1.001
q_ind_59_pop_0,1310.60,1.001
q_ind_60_pop_0,2371.50,1.000
q_ind_61_pop_0,217.44,1.029
q_ind_62_pop_0,7378.25,1.000
q_ind_63_pop_0,8740.33,1.000
q_ind_64_pop_0,451.72,1.002
q_ind_65_pop_0,7085.77,1.000
q_ind_66_pop_0,5906.17,1.000
q_ind_67_pop_0,11672.30,1.000
q_ind_68_pop_0,7797.57,1.000
q_ind_69_pop_0,9174.45,1.000
q_ind_70_pop_0,5554.30,1.001
q_ind_71_pop_0,1719.44,1.001
q_ind_72_pop_0,1368.78,1.000
q_ind_73_pop_0,5911.28,1.000
q_ind_74_pop_0,332.11,1.003
q_ind_75_pop_0,1141.59,1.001
q_ind_76_pop_0,6226.79,1.000
q_ind_77_pop_0,666.28,1.002
q_ind_78_pop_0,221.20,1.000
q_ind_79_pop_0,385.96,1.004
q_ind_80_pop_0,373.44,1.007
q_ind_81_pop_0,2691.20,1.001
q_ind_82_pop_0,5629.81,1.000
q_ind_83_pop_0,2567.55,1.000
q_ind_84_pop_0,2531.52,1.000
q_ind_85_pop_0,92.45,1.011
q_ind_86_pop_0,5737.39,1.000
q_ind_87_pop_0,5368.21,1.000
q_ind_88_pop_0,1818.66,1.001
q_ind_89_pop_0,6797.54,1.000
q_ind_90_pop_0,2268.49,1.001
q_ind_91_pop_0,1519.85,1.000
q_ind_92_pop_0,4750.13,1.000
q_ind_93_pop_0,5885.03,1.000
q_ind_94_pop_0,5227.42,1.000
q_ind_95_pop_0,4541.97,1.000
q_ind_96_pop_0,4276.67,1.000
q_ind_97_pop_0,7587.33,1.000
q_ind_98_pop_0,5472.89,1.000
q_ind_99_pop_0,10372.09,1.000
q_ind_100_pop_0,9807.34,1.000
q_ind_101_pop_0,4006.54,1.000
q_ind_102_pop_0,7572.29,1.001
q_ind_103_pop_0,6005.55,1.001
q_ind_104_pop_0,8623.35,1.000
q_ind_105_pop_0,4428.15,1.001
q_ind_106_pop_0,3040.06,1.001
q_ind_107_pop_0,8548.89,1.000
q_ind_108_pop_0,4080.47,1.000
q_ind_109_pop_0,5331.71,1.000
q_ind_110_pop_0,5050.29,1.000
q_ind_111_pop_0,8399.82,1.000
q_ind_112_pop_0,1477.25,1.001
q_ind_113_pop_0,2773.43,1.001
q_ind_114_pop_0,11159.29,1.000
q_ind_115_pop_0,5717.63,1.000
q_ind_116_pop_0,3750.86,1.000
q_ind_117_pop_0,1023.04,1.002
q_ind_118_pop_0,4693.50,1.000
q_ind_119_pop_0,9765.58,1.000
q_ind_120_pop_0,9088.46,1.000
q_ind_121_pop_0,4588.47,1.000
q_ind_122_pop_0,757.96,1.001
q_ind_123_pop_0,7012.04,1.000
q_ind_124_pop_0,10959.14,1.000
q_ind_125_pop_0,9553.04,1.000
q_ind_126_pop_0,832.49,1.000
q_ind_127_pop_0,10244.28,1.000
q_ind_128_pop_0,1332.89,1.000
q_ind_129_pop_0,5572.21,1.000
q_ind_130_pop_0,7479.01,1.000
q_ind_131_pop_0,6782.63,1.001
q_ind_132_pop_0,5159.74,1.000
q_ind_133_pop_0,6018.63,1.000
q_ind_134_pop_0,10578.90,1.000
q_ind_135_pop_0,6703.38,1.000
q_ind_136_pop_0,3498.13,1.003
q_ind_137_pop_0,7908.02,1.000
q_ind_138_pop_0,9519.80,1.000
q_ind_139_pop_0,3711.06,1.001
q_ind_140_pop_0,1245.83,1.009
q_ind_141_pop_0,3653.47,1.000
q_ind_142_pop_0,2457.13,1.000
q_ind_143_pop_0,3867.23,1.000
q_ind_144_pop_0,2065.01,1.000
q_ind_145_pop_0,4149.68,1.000
q_ind_146_pop_0,6194.14,1.000
q_ind_147_pop_0,6356.16,1.000
q_ind_148_pop_0,3139.87,1.000
q_ind_149_pop_0,8718.00,1.000
q_ind_150_pop_0,4419.15,1.001
q_ind_151_pop_0,8427.27,1.001
q_ind_152_pop_0,8759.22,1.000
q_ind_153_pop_0,8578.14,1.000
q_ind_154_pop_0,10541.20,1.000
q_ind_155_pop_0,3851.03,1.000
q_ind_156_pop_0,7033.29,1.001
q_ind_157_pop_0,8863.86,1.000
q_ind_158_pop_0,7650.76,1.000
q_ind_159_pop_0,8125.46,1.000
q_ind_160_pop_0,6065.28,1.000
q_ind_161_pop_0,7373.38,1.000
q_ind_162_pop_0,9370.02,1.001
q_ind_163_pop_0,6608.33,1.000
q_ind_164_pop_0,8925.51,1.000
q_ind_165_pop_0,10860.11,1.000
q_ind_166_pop_0,7425.02,1.000
q_ind_167_pop_0,3851.22,1.000
q_ind_168_pop_0,7102.16,1.000
q_ind_169_pop_0,2657.66,1.000
q_ind_170_pop_0,1952.65,1.000
q_ind_171_pop_0,5001.29,1.000
q_ind_172_pop_0,305.85,1.006
q_ind_173_pop_0,7448.08,1.000
q_ind_174_pop_0,7572.49,1.000
q_ind_175_pop_0,9823.29,1.000
q_ind_176_pop_0,8719.56,1.000
q_ind_177_pop_0,56.94,1.002
q_ind_178_pop_0,3122.56,1.001
q_ind_179_pop_0,1112.89,1.000
q_ind_180_pop_0,9618.46,1.000
q_ind_181_pop_0,8120.48,1.001
q_ind_182_pop_0,8956.18,1.000
q_ind_183_pop_0,7738.00,1.000
q_ind_184_pop_0,6106.52,1.000
q_ind_185_pop_0,11154.72,1.000
q_ind_186_pop_0,7653.43,1.000
q_ind_187_pop_0,8458.43,1.000
q_ind_188_pop_0,9265.41,1.000
q_ind_189_pop_0,9453.52,1.000
q_ind_190_pop_0,8146.21,1.000
q_ind_191_pop_0,8517.00,1.000
q_ind_192_pop_0,10138.80,1.000
q_ind_193_pop_0,6342.26,1.000
q_ind_194_pop_0,8265.26,1.000
q_ind_195_pop_0,7570.73,1.000
q_ind_196_pop_0,9150.83,1.000
q_ind_197_pop_0,5974.91,1.000
q_ind_198_pop_0,10422.18,1.000
q_ind_199_pop_0,11653.76,1.000
q_ind_200_pop_0,9190.82,1.000
q_ind_201_pop_0,8480.49,1.000
q_ind_202_pop_0,6104.97,1.000
q_ind_203_pop_0,8236.74,1.000
q_ind_204_pop_0,8121.87,1.000
q_ind_205_pop_0,6138.61,1.000
q_ind_206_pop_0,6428.09,1.000
q_ind_207_pop_0,8579.85,1.000
q_ind_208_pop_0,7745.86,1.000
q_ind_209_pop_0,8902.91,1.000
q_ind_210_pop_0,9663.34,1.000
q_ind_211_pop_0,8979.53,1.000
q_ind_212_pop_0,9847.01,1.000
q_ind_213_pop_0,7778.26,1.000
q_ind_214_pop_0,7222.49,1.000
q_ind_215_pop_0,8739.51,1.000
q_ind_216_pop_0,6606.81,1.000
q_ind_217_pop_0,9004.92,1.000
q_ind_218_pop_0,8973.95,1.000
q_ind_219_pop_0,4874.07,1.000
q_ind_220_pop_0,10730.81,1.000
q_ind_221_pop_0,6787.34,1.000
q_ind_222_pop_0,2498.65,1.000
q_ind_223_pop_0,2409.37,1.001
q_ind_224_pop_0,1746.08,1.000
q_ind_225_pop_0,464.55,1.001
q_ind_226_pop_0,1134.17,1.001
q_ind_227_pop_0,928.80,1.002
q_ind_228_pop_0,2249.53,1.000
q_ind_229_pop_0,2807.18,1.000
q_ind_230_pop_0,2655.98,1.001
q_ind_231_pop_0,2343.87,1.000
q_ind_232_pop_0,272.20,1.006
q_ind_233_pop_0,3878.12,1.001
q_ind_234_pop_0,3345.95,1.000
q_ind_235_pop_0,5242.31,1.000
q_ind_236_pop_0,1354.69,1.001
q_ind_237_pop_0,796.53,1.000
q_ind_238_pop_0,1203.91,1.000
q_ind_239_pop_0,2324.44,1.000
q_ind_240_pop_0,176.91,1.004
q_ind_241_pop_0,2282.45,1.000
q_ind_242_pop_0,1706.84,1.002
q_ind_243_pop_0,1368.44,1.001
q_ind_244_pop_0,2461.18,1.001
q_ind_245_pop_0,531.14,1.005
q_ind_246_pop_0,2071.17,1.002
q_ind_247_pop_0,662.41,1.003
q_ind_248_pop_0,2219.36,1.000
q_ind_249_pop_0,3850.85,1.000
q_ind_250_pop_0,7794.04,1.000
q_ind_251_pop_0,2811.58,1.000
q_ind_252_pop_0,2200.78,1.000
q_ind_253_pop_0,7787.20,1.000
q_ind_254_pop_0,1932.67,1.002
q_ind_255_pop_0,600.77,1.002
q_ind_256_pop_0,7507.78,1.000
q_ind_257_pop_0,2992.85,1.000
q_ind_258_pop_0,2076.85,1.004
q_ind_259_pop_0,4522.88,1.000
q_ind_260_pop_0,507.12,1.001
q_ind_261_pop_0,865.81,1.008
q_ind_262_pop_0,435.64,1.003
q_ind_263_pop_0,1690.83,1.003
q_ind_264_pop_0,49.99,1.137
q_ind_265_pop_0,345.64,1.006
q_ind_266_pop_0,300.31,1.003
q_ind_267_pop_0,1683.46,1.000
q_ind_268_pop_0,1716.53,1.001
q_ind_269_pop_0,3833.33,1.000
q_ind_270_pop_0,1669.70,1.000
q_ind_271_pop_0,3060.51,1.000
q_ind_272_pop_0,612.18,1.000
q_ind_273_pop_0,1171.43,1.001
q_ind_274_pop_0,2627.10,1.000
q_ind_275_pop_0,2884.73,1.000
q_ind_276_pop_0,4788.46,1.001
q_ind_277_pop_0,1924.69,1.000
q_ind_278_pop_0,2248.25,1.002
q_ind_279_pop_0,1049.62,1.001
q_ind_280_pop_0,2962.72,1.000
q_ind_281_pop_0,1317.97,1.001
q_ind_282_pop_0,3699.09,1.000
q_ind_283_pop_0,3004.37,1.000
q_ind_284_pop_0,4452.69,1.002
q_ind_285_pop_0,1917.09,1.000
q_ind_286_pop_0,2230.02,1.001
q_ind_287_pop_0,2571.78,1.000
q_ind_288_pop_0,2261.42,1.000
q_ind_289_pop_0,2117.62,1.000
q_ind_290_pop_0,5535.06,1.000
q_ind_291_pop_0,2495.20,1.001
q_ind_292_pop_0,3250.92,1.001
q_ind_293_pop_0,1246.92,1.000
q_ind_294_pop_0,616.76,1.000
q_ind_295_pop_0,1323.05,1.000
q_ind_296_pop_0,1044.54,1.003
q_ind_297_pop_0,99.01,1.018
q_ind_298_pop_0,609.10,1.001
q_ind_299_pop_0,1480.04,1.001
q_ind_300_pop_0,260.05,1.000
q_ind_301_pop_0,1332.42,1.001
q_ind_302_pop_0,1500.12,1.002
q_ind_303_pop_0,2748.90,1.001
q_ind_304_pop_0,1996.68,1.000
q_ind_305_pop_0,6175.29,1.001
q_ind_306_pop_0,2694.96,1.000
q_ind_307_pop_0,700.03,1.002
q_ind_308_pop_0,2358.61,1.000
q_ind_309_pop_0,317.45,1.005
q_ind_310_pop_0,2837.39,1.000
q_ind_311_pop_0,2099.26,1.001
q_ind_312_pop_0,378.96,1.003
q_ind_313_pop_0,339.35,1.001
q_ind_314_pop_0,455.60,1.011
q_ind_315_pop_0,693.60,1.004
q_ind_316_pop_0,382.07,1.011
q_ind_317_pop_0,571.96,1.000
q_ind_318_pop_0,250.14,1.001
q_ind_319_pop_0,6930.43,1.000
q_ind_320_pop_0,3545.39,1.000
q_ind_321_pop_0,6899.54,1.000
q_ind_322_pop_0,4881.71,1.002
q_ind_323_pop_0,9691.03,1.000
q_ind_324_pop_0,8236.77,1.000
q_ind_325_pop_0,8712.17,1.000
q_ind_326_pop_0,9230.89,1.000
q_ind_327_pop_0,8023.60,1.000
q_ind_328_pop_0,3242.28,1.000
q_ind_329_pop_0,1993.55,1.000
q_ind_330_pop_0,2043.90,1.000
q_ind_331_pop_0,4481.19,1.000
q_ind_332_pop_0,3091.02,1.001
q_ind_333_pop_0,5418.39,1.000
q_ind_334_pop_0,4478.24,1.002
q_ind_335_pop_0,259.53,1.009
q_ind_336_pop_0,3885.36,1.000
q_ind_337_pop_0,4335.59,1.000
q_ind_338_pop_0,5804.39,1.000
q_ind_339_pop_0,4188.56,1.000
q_ind_340_pop_0,2928.21,1.000
q_ind_341_pop_0,5297.48,1.000
q_ind_342_pop_0,4656.55,1.000
q_ind_343_pop_0,6197.68,1.000
q_ind_344_pop_0,5840.11,1.000
q_ind_345_pop_0,3700.08,1.000
q_ind_346_pop_0,3106.29,1.000
q_ind_347_pop_0,2422.91,1.001
q_ind_348_pop_0,3120.56,1.000
q_ind_349_pop_0,78.61,1.032
q_ind_350_pop_0,4591.93,1.000
q_ind_351_pop_0,1983.38,1.000
q_ind_352_pop_0,430.76,1.000
q_ind_353_pop_0,2595.40,1.001
q_ind_354_pop_0,3687.79,1.000
q_ind_355_pop_0,1547.94,1.001
q_ind_356_pop_0,1661.34,1.000
q_ind_357_pop_0,3842.07,1.000
q_ind_358_pop_0,2495.51,1.000
q_ind_359_pop_0,2208.54,1.000
q_ind_360_pop_0,1072.45,1.000
q_ind_361_pop_0,6526.39,1.000
q_ind_362_pop_0,1042.36,1.000
q_ind_363_pop_0,7533.54,1.000
q_ind_364_pop_0,2141.58,1.000
q_ind_365_pop_0,226.23,1.001
q_ind_366_pop_0,1512.39,1.000
q_ind_367_pop_0,1712.57,1.000
q_ind_368_pop_0,2712.21,1.001
q_ind_369_pop_0,8625.91,1.000
q_ind_370_pop_0,1075.16,1.002
q_ind_371_pop_0,1279.28,1.004
q_ind_372_pop_0,6523.01,1.000
q_ind_373_pop_0,1108.73,1.007
q_ind_374_pop_0,3550.48,1.002
q_ind_375_pop_0,484.35,1.010
q_ind_376_pop_0,562.75,1.006
q_ind_377_pop_0,1135.70,1.000
q_ind_378_pop_0,3458.82,1.001
q_ind_379_pop_0,885.22,1.013
q_ind_380_pop_0,8191.39,1.000
q_ind_381_pop_0,8460.35,1.001
q_ind_382_pop_0,2480.47,1.000
q_ind_383_pop_0,2463.52,1.000
q_ind_384_pop_0,1058.63,1.001
q_ind_385_pop_0,3170.55,1.000
q_ind_386_pop_0,6747.78,1.000
q_ind_387_pop_0,1529.11,1.000
q_ind_388_pop_0,5353.86,1.000
q_ind_389_pop_0,7556.35,1.000
q_ind_390_pop_0,4892.74,1.000
q_ind_391_pop_0,5773.86,1.001
q_ind_392_pop_0,6528.98,1.001
q_ind_393_pop_0,5361.07,1.000
q_ind_394_pop_0,4638.91,1.001
q_ind_395_pop_0,8454.91,1.000
q_ind_396_pop_0,5623.32,1.000
q_ind_397_pop_0,1781.33,1.001
q_ind_398_pop_0,5562.75,1.000
q_ind_399_pop_0,3463.09,1.000
q_ind_400_pop_0,5524.42,1.000
q_ind_401_pop_0,7572.66,1.001
q_ind_402_pop_0,5921.37,1.000
q_ind_403_pop_0,8251.91,1.000
q_ind_404_pop_0,3531.88,1.000
q_ind_405_pop_0,5577.97,1.001
q_ind_406_pop_0,2477.03,1.000
q_ind_407_pop_0,5788.46,1.000
q_ind_408_pop_0,8614.36,1.000
q_ind_409_pop_0,5181.51,1.000
q_ind_410_pop_0,8837.35,1.000
q_ind_411_pop_0,3894.34,1.001
q_ind_412_pop_0,6798.44,1.000
q_ind_413_pop_0,892.26,1.001
q_ind_414_pop_0,1405.19,1.001
q_ind_415_pop_0,7401.92,1.000
q_ind_416_pop_0,7447.36,1.000
q_ind_417_pop_0,10755.43,1.000
q_ind_418_pop_0,10940.38,1.000
q_ind_419_pop_0,10466.92,1.000
q_ind_420_pop_0,6200.68,1.000
q_ind_421_pop_0,3363.45,1.000
q_ind_422_pop_0,9428.11,1.000
q_ind_423_pop_0,9185.61,1.000
q_ind_424_pop_0,6093.48,1.000
q_ind_425_pop_0,7942.74,1.000
q_ind_426_pop_0,3535.87,1.001
q_ind_427_pop_0,9128.08,1.000
q_ind_428_pop_0,6407.97,1.000
q_ind_429_pop_0,3910.03,1.001
q_ind_430_pop_0,3560.72,1.000
q_ind_431_pop_0,10168.92,1.000
q_ind_432_pop_0,6322.67,1.000
q_ind_433_pop_0,1986.03,1.002
q_ind_434_pop_0,5554.91,1.000
q_ind_435_pop_0,7938.25,1.000
q_ind_436_pop_0,5536.88,1.000
q_ind_437_pop_0,9707.19,1.000
q_ind_438_pop_0,5903.64,1.000
q_ind_439_pop_0,1347.05,1.001
q_ind_440_pop_0,8809.16,1.000
q_ind_441_pop_0,2077.82,1.000
q_ind_442_pop_0,7840.46,1.000
q_ind_443_pop_0,2826.81,1.001
q_ind_444_pop_0,1691.17,1.000
q_ind_445_pop_0,4735.85,1.000
q_ind_446_pop_0,3271.01,1.001
q_ind_447_pop_0,4404.67,1.000
q_ind_448_pop_0,4448.16,1.000
q_ind_449_pop_0,5116.10,1.000
q_ind_450_pop_0,5812.02,1.000
q_ind_451_pop_0,4481.14,1.000
q_ind_452_pop_0,2491.77,1.000
q_ind_453_pop_0,4359.78,1.000
q_ind_454_pop_0,1763.96,1.002
q_ind_455_pop_0,1287.02,1.002
q_ind_456_pop_0,2249.37,1.001
q_ind_457_pop_0,2450.33,1.000
q_ind_458_pop_0,972.41,1.001
q_ind_459_pop_0,1458.01,1.010
q_ind_460_pop_0,5841.69,1.000
q_ind_461_pop_0,9145.63,1.000
q_ind_462_pop_0,7460.05,1.001
q_ind_463_pop_0,5011.97,1.000
q_ind_464_pop_0,459.39,1.007
q_ind_465_pop_0,2632.53,1.000
q_ind_466_pop_0,2773.75,1.001
q_ind_467_pop_0,4901.85,1.000
q_ind_468_pop_0,571.66,1.002
q_ind_469_pop_0,3278.59,1.002
q_ind_470_pop_0,9787.92,1.000
q_ind_471_pop_0,6718.06,1.000
q_ind_472_pop_0,8825.21,1.000
q_ind_473_pop_0,4466.48,1.000
q_ind_474_pop_0,5326.68,1.000
q_ind_475_pop_0,9269.17,1.000
q_ind_476_pop_0,1373.08,1.003
q_ind_477_pop_0,916.29,1.002
q_ind_478_pop_0,2274.37,1.001
q_ind_479_pop_0,417.26,1.004
q_ind_480_pop_0,74.70,1.011
q_ind_481_pop_0,296.56,1.002
q_ind_482_pop_0,2184.08,1.000
q_ind_483_pop_0,3548.17,1.000
q_ind_484_pop_0,3880.27,1.000
q_ind_485_pop_0,2319.87,1.000
q_ind_486_pop_0,6059.42,1.000
q_ind_487_pop_0,6548.58,1.000
q_ind_488_pop_0,4113.42,1.000
q_ind_489_pop_0,1570.95,1.000
q_ind_490_pop_0,7121.96,1.000
q_ind_491_pop_0,2617.61,1.001
q_ind_492_pop_0,193.29,1.014
q_ind_493_pop_0,1089.72,1.000
q_ind_494_pop_0,165.81,1.007
q_ind_495_pop_0,6843.65,1.000
q_ind_496_pop_0,9479.58,1.000
q_ind_497_pop_0,6430.33,1.000
q_ind_498_pop_0,6429.09,1.000
q_ind_499_pop_0,10031.54,1.000
q_ind_500_pop_0,9893.48,1.000
q_ind_501_pop_0,8828.74,1.000
q_ind_502_pop_0,7188.43,1.000
q_ind_503_pop_0,7330.42,1.000
q_ind_504_pop_0,8756.08,1.000
q_ind_505_pop_0,9734.81,1.000
q_ind_506_pop_0,4375.87,1.000
q_ind_507_pop_0,4704.18,1.000
q_ind_508_pop_0,8005.83,1.000
q_ind_509_pop_0,3037.66,1.000
q_ind_510_pop_0,8627.08,1.000
q_ind_511_pop_0,4802.47,1.000
q_ind_512_pop_0,4654.28,1.000
q_ind_513_pop_0,6756.86,1.001
q_ind_514_pop_0,9043.47,1.000
q_ind_515_pop_0,6278.20,1.000
q_ind_516_pop_0,8121.14,1.000
q_ind_517_pop_0,6587.66,1.000
q_ind_518_pop_0,8522.65,1.000
q_ind_519_pop_0,1789.77,1.000
q_ind_520_pop_0,5879.86,1.000
q_ind_521_pop_0,4104.91,1.000
q_ind_522_pop_0,5338.54,1.000
q_ind_523_pop_0,8879.12,1.000
q_ind_524_pop_0,9259.15,1.000
q_ind_525_pop_0,8309.63,1.001
q_ind_526_pop_0,9283.54,1.000
q_ind_527_pop_0,3586.92,1.000
q_ind_528_pop_0,8566.53,1.000
q_ind_529_pop_0,5309.50,1.000
q_ind_530_pop_0,6922.22,1.001
q_ind_531_pop_0,8557.10,1.000
q_ind_532_pop_0,9325.26,1.000
q_ind_533_pop_0,8525.03,1.000
q_ind_534_pop_0,7523.66,1.000
q_ind_535_pop_0,8133.17,1.000
q_ind_536_pop_0,6490.55,1.000
q_ind_537_pop_0,9269.44,1.000
q_ind_538_pop_0,9166.04,1.000
q_ind_539_pop_0,7039.44,1.000
q_ind_540_pop_0,9397.23,1.000
q_ind_541_pop_0,7708.77,1.000
q_ind_542_pop_0,2857.87,1.000
q_ind_543_pop_0,4583.03,1.000
q_ind_544_pop_0,4277.87,1.001
q_ind_545_pop_0,3999.88,1.001
q_ind_546_pop_0,2720.64,1.000
q_ind_547_pop_0,2391.54,1.002
q_ind_548_pop_0,2095.56,1.002
q_ind_549_pop_0,2077.57,1.000
q_ind_550_pop_0,2333.22,1.000
q_ind_551_pop_0,3618.52,1.000
q_ind_552_pop_0,468.20,1.001
q_ind_553_pop_0,222.10,1.004
q_ind_554_pop_0,2771.71,1.000
q_ind_555_pop_0,6852.47,1.000
q_ind_556_pop_0,6769.67,1.000
q_ind_557_pop_0,7821.79,1.000
q_ind_558_pop_0,2575.07,1.000
q_ind_559_pop_0,2910.00,1.000
q_ind_560_pop_0,421.90,1.003
q_ind_561_pop_0,5610.28,1.000
q_ind_562_pop_0,6899.74,1.001
q_ind_563_pop_0,5708.17,1.000
q_ind_564_pop_0,3532.58,1.001
q_ind_565_pop_0,3846.94,1.001
q_ind_566_pop_0,3221.89,1.001
q_ind_567_pop_0,657.03,1.003
q_ind_568_pop_0,501.33,1.003
q_ind_569_pop_0,519.71,1.011
q_ind_570_pop_0,3126.28,1.001
q_ind_571_pop_0,2966.86,1.003
q_ind_572_pop_0,891.19,1.001
q_ind_573_pop_0,140.30,1.011
q_ind_574_pop_0,869.09,1.010
q_ind_575_pop_0,1726.86,1.000
q_ind_576_pop_0,762.74,1.003
q_ind_577_pop_0,906.38,1.006
q_ind_578_pop_0,4463.66,1.000
q_ind_579_pop_0,4813.90,1.000
q_ind_580_pop_0,5788.96,1.000
q_ind_581_pop_0,8152.46,1.000
q_ind_582_pop_0,3611.40,1.000
q_ind_583_pop_0,1639.85,1.000
q_ind_584_pop_0,5766.86,1.000
q_ind_585_pop_0,4155.26,1.001
q_ind_586_pop_0,9128.61,1.000
q_ind_587_pop_0,6700.69,1.000
q_ind_588_pop_0,1451.10,1.000
q_ind_589_pop_0,2217.12,1.002
q_ind_590_pop_0,4458.54,1.000
q_ind_591_pop_0,1724.18,1.000
q_ind_592_pop_0,2638.70,1.000
q_ind_593_pop_0,4645.52,1.001
q_ind_594_pop_0,2942.08,1.000
q_ind_595_pop_0,743.82,1.004
q_ind_596_pop_0,1640.40,1.001
q_ind_597_pop_0,2141.67,1.004
q_ind_598_pop_0,6088.88,1.000
q_ind_599_pop_0,7730.01,1.000
q_ind_600_pop_0,4553.20,1.000
q_ind_601_pop_0,1722.62,1.000
q_ind_602_pop_0,2851.53,1.002
q_ind_603_pop_0,3080.28,1.000
q_ind_604_pop_0,2151.93,1.000
q_ind_605_pop_0,2315.50,1.002
q_ind_606_pop_0,2576.85,1.000
q_ind_607_pop_0,1311.02,1.000
q_ind_608_pop_0,2399.24,1.000
q_ind_609_pop_0,6487.59,1.000
q_ind_610_pop_0,6203.77,1.000
q_ind_611_pop_0,6215.36,1.000
q_ind_612_pop_0,6758.14,1.000
q_ind_613_pop_0,7795.77,1.000
q_ind_614_pop_0,10500.28,1.000
q_ind_615_pop_0,8110.68,1.000
q_ind_616_pop_0,8163.04,1.000
q_ind_617_pop_0,9821.10,1.001
q_ind_618_pop_0,6396.97,1.000
q_ind_619_pop_0,965.87,1.006
q_ind_620_pop_0,170.52,1.004
q_ind_621_pop_0,4347.67,1.000
q_ind_622_pop_0,440.22,1.000
q_ind_623_pop_0,1051.08,1.000
q_ind_624_pop_0,2736.78,1.001
q_ind_625_pop_0,4010.87,1.000
q_ind_626_pop_0,248.83,1.027
q_ind_627_pop_0,3961.75,1.001
q_ind_628_pop_0,3232.11,1.001
q_ind_629_pop_0,4853.06,1.000
q_ind_630_pop_0,3583.44,1.001
q_ind_631_pop_0,5776.23,1.000
q_ind_632_pop_0,9028.14,1.000
q_ind_633_pop_0,2907.12,1.001
q_ind_634_pop_0,2404.97,1.001
q_ind_635_pop_0,4470.10,1.000
q_ind_636_pop_0,3799.72,1.001
q_ind_637_pop_0,1576.47,1.001
q_ind_638_pop_0,6051.62,1.000
q_ind_639_pop_0,5043.51,1.000
q_ind_640_pop_0,7605.87,1.000
q_ind_641_pop_0,8009.42,1.000
q_ind_642_pop_0,7434.58,1.001
q_ind_643_pop_0,9142.19,1.000
q_ind_644_pop_0,7612.84,1.000
q_ind_645_pop_0,7981.64,1.000
q_ind_646_pop_0,6819.71,1.000
q_ind_647_pop_0,5460.09,1.000
q_ind_648_pop_0,548.88,1.002
q_ind_649_pop_0,7222.13,1.000
q_ind_650_pop_0,8152.36,1.000
q_ind_651_pop_0,9266.74,1.000
q_ind_652_pop_0,11760.93,1.000
q_ind_653_pop_0,3283.56,1.000
q_ind_654_pop_0,2264.80,1.001
q_ind_655_pop_0,10226.09,1.000
q_ind_656_pop_0,7773.56,1.000
q_ind_657_pop_0,7183.18,1.000
q_ind_658_pop_0,2609.16,1.000
q_ind_659_pop_0,924.08,1.001
q_ind_660_pop_0,3048.19,1.000
q_ind_661_pop_0,972.07,1.000
q_ind_662_pop_0,3116.92,1.000
q_ind_663_pop_0,8443.18,1.000
q_ind_664_pop_0,4219.77,1.000
q_ind_665_pop_0,2748.36,1.000
q_ind_666_pop_0,4985.97,1.001
q_ind_667_pop_0,548.50,1.000
