param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_189_pop_0,3124.77,1.001
q_ind_190_pop_0,4372.84,1.001
q_ind_191_pop_0,5574.45,1.000
q_ind_192_pop_0,3863.00,1.000
q_ind_193_pop_0,2750.14,1.001
q_ind_194_pop_0,3933.14,1.001
q_ind_195_pop_0,3091.17,1.000
q_ind_196_pop_0,3997.28,1.000
q_ind_197_pop_0,2644.37,1.000
q_ind_198_pop_0,4728.48,1.000
q_ind_199_pop_0,5528.61,1.001
q_ind_200_pop_0,4861.15,1.000
q_ind_201_pop_0,5089.48,1.000
q_ind_202_pop_0,6607.51,1.000
q_ind_203_pop_0,7652.28,1.000
q_ind_204_pop_0,5324.18,1.001
q_ind_205_pop_0,7546.22,1.000
q_ind_206_pop_0,6432.32,1.000
q_ind_207_pop_0,6236.40,1.000
q_ind_208_pop_0,6326.38,1.000
q_ind_209_pop_0,6316.84,1.000
q_ind_210_pop_0,6848.43,1.000
q_ind_211_pop_0,5652.20,1.001
q_ind_212_pop_0,8268.09,1.000
q_ind_213_pop_0,8289.39,1.000
q_ind_214_pop_0,4430.12,1.000
q_ind_215_pop_0,7680.56,1.000
q_ind_216_pop_0,7191.03,1.000
q_ind_217_pop_0,6767.96,1.001
q_ind_218_pop_0,9290.03,1.000
q_ind_219_pop_0,6989.10,1.000
q_ind_220_pop_0,6581.63,1.000
q_ind_221_pop_0,6543.71,1.000
q_ind_222_pop_0,945.35,1.004
q_ind_223_pop_0,1080.93,1.003
q_ind_224_pop_0,1774.82,1.001
q_ind_225_pop_0,644.72,1.005
q_ind_226_pop_0,805.67,1.000
q_ind_227_pop_0,961.43,1.003
q_ind_228_pop_0,1750.31,1.000
q_ind_229_pop_0,1454.50,1.002
q_ind_230_pop_0,912.14,1.003
q_ind_231_pop_0,417.67,1.001
q_ind_232_pop_0,364.68,1.001
q_ind_233_pop_0,554.30,1.001
q_ind_234_pop_0,2189.43,1.000
q_ind_235_pop_0,2370.60,1.001
q_ind_236_pop_0,2014.92,1.000
q_ind_237_pop_0,2872.62,1.000
q_ind_238_pop_0,356.78,1.004
q_ind_239_pop_0,142.55,1.004
q_ind_240_pop_0,121.01,1.008
q_ind_241_pop_0,1706.35,1.000
q_ind_242_pop_0,3445.05,1.000
q_ind_243_pop_0,899.22,1.000
q_ind_244_pop_0,1078.78,1.000
q_ind_245_pop_0,1414.44,1.000
q_ind_246_pop_0,1086.98,1.002
q_ind_247_pop_0,855.51,1.000
q_ind_248_pop_0,83.81,1.018
q_ind_249_pop_0,369.83,1.006
q_ind_250_pop_0,5854.29,1.000
q_ind_251_pop_0,590.75,1.009
q_ind_252_pop_0,297.02,1.001
q_ind_253_pop_0,3956.55,1.000
q_ind_254_pop_0,655.09,1.001
q_ind_255_pop_0,650.90,1.010
q_ind_256_pop_0,2497.99,1.001
q_ind_257_pop_0,3465.87,1.001
q_ind_258_pop_0,972.34,1.002
q_ind_259_pop_0,2251.66,1.000
q_ind_260_pop_0,552.99,1.000
q_ind_261_pop_0,106.42,1.021
q_ind_262_pop_0,134.37,1.001
q_ind_263_pop_0,3114.91,1.000
q_ind_264_pop_0,324.11,1.004
q_ind_265_pop_0,672.17,1.000
q_ind_266_pop_0,349.85,1.005
q_ind_267_pop_0,2694.82,1.000
q_ind_268_pop_0,287.00,1.003
q_ind_269_pop_0,486.07,1.011
q_ind_270_pop_0,82.15,1.007
q_ind_271_pop_0,493.96,1.000
q_ind_272_pop_0,1330.32,1.000
q_ind_273_pop_0,2179.35,1.000
q_ind_274_pop_0,527.56,1.004
q_ind_275_pop_0,1808.74,1.001
q_ind_276_pop_0,2168.95,1.000
q_ind_277_pop_0,2141.74,1.001
q_ind_278_pop_0,2644.87,1.000
q_ind_279_pop_0,2287.87,1.001
q_ind_280_pop_0,1430.26,1.000
q_ind_281_pop_0,3164.97,1.000
q_ind_282_pop_0,2354.75,1.001
q_ind_283_pop_0,300.37,1.002
q_ind_284_pop_0,1601.96,1.002
q_ind_285_pop_0,2945.26,1.000
q_ind_286_pop_0,2212.89,1.001
q_ind_287_pop_0,3605.35,1.001
q_ind_288_pop_0,3287.17,1.000
q_ind_289_pop_0,275.55,1.001
q_ind_290_pop_0,3408.55,1.001
q_ind_291_pop_0,1156.99,1.000
q_ind_292_pop_0,458.92,1.008
q_ind_293_pop_0,650.02,1.001
q_ind_294_pop_0,882.92,1.000
q_ind_295_pop_0,2884.32,1.000
q_ind_296_pop_0,135.46,1.004
q_ind_297_pop_0,500.18,1.002
q_ind_298_pop_0,376.04,1.000
q_ind_299_pop_0,784.56,1.000
q_ind_300_pop_0,507.41,1.001
q_ind_301_pop_0,473.70,1.002
q_ind_302_pop_0,1326.59,1.000
q_ind_303_pop_0,717.67,1.002
q_ind_304_pop_0,741.38,1.001
q_ind_305_pop_0,1114.78,1.000
q_ind_306_pop_0,2716.92,1.000
q_ind_307_pop_0,1083.59,1.003
q_ind_308_pop_0,2906.84,1.001
q_ind_309_pop_0,1468.10,1.001
q_ind_310_pop_0,2350.21,1.004
q_ind_311_pop_0,1724.67,1.000
q_ind_312_pop_0,1534.79,1.001
q_ind_313_pop_0,398.30,1.001
q_ind_314_pop_0,413.87,1.001
q_ind_315_pop_0,620.86,1.001
q_ind_316_pop_0,367.97,1.002
q_ind_317_pop_0,429.89,1.004
q_ind_318_pop_0,187.11,1.005
q_ind_319_pop_0,6272.82,1.000
q_ind_320_pop_0,2217.88,1.000
q_ind_321_pop_0,6099.54,1.000
q_ind_322_pop_0,3621.95,1.000
q_ind_323_pop_0,8596.30,1.000
q_ind_324_pop_0,7513.68,1.000
q_ind_325_pop_0,6482.29,1.000
q_ind_326_pop_0,7545.73,1.000
q_ind_327_pop_0,7669.78,1.000
q_ind_328_pop_0,2768.04,1.000
q_ind_329_pop_0,1806.14,1.000
q_ind_330_pop_0,1643.66,1.000
q_ind_331_pop_0,1610.73,1.001
q_ind_332_pop_0,1287.19,1.000
q_ind_333_pop_0,905.21,1.000
q_ind_334_pop_0,1110.83,1.004
q_ind_335_pop_0,2290.49,1.000
q_ind_336_pop_0,1198.87,1.000
q_ind_337_pop_0,1169.14,1.000
q_ind_338_pop_0,2567.04,1.000
q_ind_339_pop_0,834.33,1.001
q_ind_340_pop_0,586.01,1.002
q_ind_341_pop_0,513.70,1.005
q_ind_342_pop_0,607.31,1.001
q_ind_343_pop_0,2146.98,1.000
q_ind_344_pop_0,3656.30,1.000
q_ind_345_pop_0,2208.35,1.000
q_ind_346_pop_0,1399.73,1.001
q_ind_347_pop_0,612.47,1.001
q_ind_348_pop_0,2540.92,1.000
q_ind_349_pop_0,2887.20,1.000
q_ind_350_pop_0,2866.59,1.001
q_ind_351_pop_0,3141.55,1.000
q_ind_352_pop_0,2203.34,1.000
q_ind_353_pop_0,1575.43,1.001
q_ind_354_pop_0,1014.56,1.000
q_ind_355_pop_0,3226.62,1.001
q_ind_356_pop_0,2880.09,1.000
q_ind_357_pop_0,3695.11,1.000
q_ind_358_pop_0,5641.33,1.000
q_ind_359_pop_0,2395.77,1.000
q_ind_360_pop_0,2724.55,1.000
q_ind_361_pop_0,3278.24,1.002
q_ind_362_pop_0,2344.75,1.000
q_ind_363_pop_0,3471.39,1.001
q_ind_364_pop_0,2236.20,1.000
q_ind_365_pop_0,3798.25,1.000
q_ind_366_pop_0,3967.07,1.001
q_ind_367_pop_0,3237.57,1.003
q_ind_368_pop_0,5934.98,1.000
q_ind_369_pop_0,7742.53,1.000
q_ind_370_pop_0,2701.77,1.000
q_ind_371_pop_0,2320.70,1.000
q_ind_372_pop_0,4876.69,1.000
q_ind_373_pop_0,1006.04,1.004
q_ind_374_pop_0,2841.03,1.000
q_ind_375_pop_0,867.29,1.001
q_ind_376_pop_0,3063.13,1.000
q_ind_377_pop_0,1347.43,1.002
q_ind_378_pop_0,819.34,1.000
q_ind_379_pop_0,1238.66,1.001
q_ind_380_pop_0,5724.29,1.000
q_ind_381_pop_0,3681.77,1.000
q_ind_382_pop_0,2154.83,1.000
q_ind_383_pop_0,3823.42,1.000
q_ind_384_pop_0,3406.85,1.000
q_ind_385_pop_0,3292.95,1.000
q_ind_386_pop_0,5057.83,1.000
q_ind_387_pop_0,2070.94,1.002
q_ind_388_pop_0,4861.56,1.000
q_ind_389_pop_0,2418.85,1.000
q_ind_390_pop_0,2974.85,1.000
q_ind_391_pop_0,2151.73,1.000
q_ind_392_pop_0,3409.27,1.000
q_ind_393_pop_0,2366.69,1.000
q_ind_394_pop_0,2787.03,1.000
q_ind_395_pop_0,3957.20,1.000
q_ind_396_pop_0,3586.60,1.000
q_ind_397_pop_0,2047.82,1.000
q_ind_398_pop_0,4222.38,1.000
q_ind_399_pop_0,7989.41,1.000
q_ind_400_pop_0,6586.36,1.000
q_ind_401_pop_0,6039.30,1.000
q_ind_402_pop_0,4764.13,1.000
q_ind_403_pop_0,5262.82,1.001
q_ind_404_pop_0,4676.20,1.000
q_ind_405_pop_0,4540.51,1.001
q_ind_406_pop_0,3597.20,1.000
q_ind_407_pop_0,2912.62,1.000
q_ind_408_pop_0,6249.47,1.000
q_ind_409_pop_0,4730.23,1.000
q_ind_410_pop_0,4171.63,1.000
q_ind_411_pop_0,4362.41,1.000
q_ind_412_pop_0,3290.21,1.000
q_ind_413_pop_0,1293.18,1.001
q_ind_414_pop_0,917.14,1.001
q_ind_415_pop_0,4477.15,1.001
q_ind_416_pop_0,3640.25,1.000
q_ind_417_pop_0,7066.69,1.000
q_ind_418_pop_0,7719.54,1.000
q_ind_419_pop_0,5653.76,1.001
q_ind_420_pop_0,4582.31,1.000
q_ind_421_pop_0,1488.67,1.000
q_ind_422_pop_0,7946.05,1.000
q_ind_423_pop_0,7691.28,1.000
q_ind_424_pop_0,5519.62,1.000
q_ind_425_pop_0,6981.99,1.000
q_ind_426_pop_0,6434.41,1.000
q_ind_427_pop_0,7908.06,1.000
q_ind_428_pop_0,473.38,1.001
q_ind_429_pop_0,1063.49,1.000
q_ind_430_pop_0,890.20,1.000
q_ind_431_pop_0,7064.08,1.000
q_ind_432_pop_0,5634.46,1.000
q_ind_433_pop_0,1469.31,1.001
q_ind_434_pop_0,1453.66,1.001
q_ind_435_pop_0,6858.41,1.000
q_ind_436_pop_0,5455.39,1.001
q_ind_437_pop_0,7975.55,1.000
q_ind_438_pop_0,7132.89,1.000
q_ind_439_pop_0,526.73,1.002
q_ind_440_pop_0,4013.31,1.000
q_ind_441_pop_0,4009.60,1.000
q_ind_442_pop_0,592.99,1.000
q_ind_443_pop_0,3616.52,1.000
q_ind_444_pop_0,1010.53,1.000
q_ind_445_pop_0,2869.16,1.000
q_ind_446_pop_0,2743.36,1.000
q_ind_447_pop_0,3447.10,1.000
q_ind_448_pop_0,2085.36,1.000
q_ind_449_pop_0,2870.46,1.003
q_ind_450_pop_0,3997.17,1.001
q_ind_451_pop_0,1913.15,1.001
q_ind_452_pop_0,2466.94,1.001
q_ind_453_pop_0,2649.67,1.001
q_ind_454_pop_0,822.70,1.001
q_ind_455_pop_0,2355.90,1.000
q_ind_456_pop_0,2407.69,1.001
q_ind_457_pop_0,2833.38,1.000
q_ind_458_pop_0,2583.73,1.000
q_ind_459_pop_0,2883.60,1.001
q_ind_460_pop_0,3624.81,1.001
q_ind_461_pop_0,8948.78,1.000
q_ind_462_pop_0,5115.96,1.002
q_ind_463_pop_0,4953.71,1.000
q_ind_464_pop_0,4052.05,1.001
q_ind_465_pop_0,1120.89,1.003
q_ind_466_pop_0,823.44,1.002
q_ind_467_pop_0,5610.08,1.001
q_ind_468_pop_0,698.09,1.001
q_ind_469_pop_0,1560.97,1.002
q_ind_470_pop_0,4626.38,1.000
q_ind_471_pop_0,3895.04,1.001
q_ind_472_pop_0,4481.31,1.000
q_ind_473_pop_0,1356.52,1.002
q_ind_474_pop_0,4644.28,1.000
q_ind_475_pop_0,1716.43,1.000
q_ind_476_pop_0,1167.98,1.003
q_ind_477_pop_0,2916.40,1.001
q_ind_478_pop_0,3042.51,1.002
q_ind_479_pop_0,1353.14,1.002
q_ind_480_pop_0,3090.23,1.000
q_ind_481_pop_0,2996.14,1.000
q_ind_482_pop_0,4877.87,1.000
q_ind_483_pop_0,4433.25,1.000
q_ind_484_pop_0,3045.36,1.000
q_ind_485_pop_0,2265.09,1.001
q_ind_486_pop_0,5373.90,1.000
q_ind_487_pop_0,2133.19,1.000
q_ind_488_pop_0,3068.52,1.001
q_ind_489_pop_0,1197.88,1.003
q_ind_490_pop_0,4047.56,1.000
q_ind_491_pop_0,5488.78,1.000
q_ind_492_pop_0,198.96,1.006
q_ind_493_pop_0,1622.50,1.003
q_ind_494_pop_0,220.08,1.012
q_ind_495_pop_0,3707.71,1.000
q_ind_496_pop_0,8839.87,1.000
q_ind_497_pop_0,2823.15,1.001
q_ind_498_pop_0,7810.64,1.000
q_ind_499_pop_0,7475.98,1.000
q_ind_500_pop_0,6786.68,1.000
q_ind_501_pop_0,8075.42,1.000
q_ind_502_pop_0,4270.87,1.000
q_ind_503_pop_0,7643.24,1.000
q_ind_504_pop_0,6299.84,1.000
q_ind_505_pop_0,3275.84,1.000
q_ind_506_pop_0,6434.36,1.000
q_ind_507_pop_0,3196.98,1.000
q_ind_508_pop_0,6975.72,1.000
q_ind_509_pop_0,3738.57,1.000
q_ind_510_pop_0,2959.27,1.000
q_ind_511_pop_0,4759.95,1.000
q_ind_512_pop_0,7056.40,1.000
q_ind_513_pop_0,7316.51,1.000
q_ind_514_pop_0,6287.87,1.000
q_ind_515_pop_0,4539.94,1.000
q_ind_516_pop_0,6478.41,1.000
q_ind_517_pop_0,7483.97,1.000
q_ind_518_pop_0,8315.94,1.000
q_ind_519_pop_0,516.09,1.001
q_ind_520_pop_0,4173.57,1.000
q_ind_521_pop_0,535.51,1.001
q_ind_522_pop_0,4147.69,1.000
q_ind_523_pop_0,4722.67,1.001
q_ind_524_pop_0,3695.41,1.001
q_ind_525_pop_0,4080.61,1.000
q_ind_526_pop_0,3647.84,1.000
q_ind_527_pop_0,3201.69,1.000
q_ind_528_pop_0,4350.27,1.000
q_ind_529_pop_0,3800.25,1.000
q_ind_530_pop_0,4269.96,1.000
q_ind_531_pop_0,4682.90,1.000
q_ind_532_pop_0,3931.45,1.000
q_ind_533_pop_0,6562.46,1.000
q_ind_534_pop_0,6555.78,1.000
q_ind_535_pop_0,7518.46,1.000
q_ind_536_pop_0,5744.75,1.000
q_ind_537_pop_0,8881.27,1.000
q_ind_538_pop_0,8602.89,1.000
q_ind_539_pop_0,7619.61,1.000
q_ind_540_pop_0,8765.68,1.000
q_ind_541_pop_0,8232.37,1.000
q_ind_542_pop_0,4404.55,1.001
q_ind_543_pop_0,4399.24,1.000
q_ind_544_pop_0,4070.82,1.000
q_ind_545_pop_0,5737.25,1.000
q_ind_546_pop_0,2468.50,1.001
q_ind_547_pop_0,1721.07,1.000
q_ind_548_pop_0,2882.65,1.000
q_ind_549_pop_0,3604.43,1.000
q_ind_550_pop_0,3828.70,1.000
q_ind_551_pop_0,4662.71,1.000
q_ind_552_pop_0,2718.84,1.000
q_ind_553_pop_0,1751.75,1.000
q_ind_554_pop_0,1146.29,1.000
q_ind_555_pop_0,2765.18,1.001
q_ind_556_pop_0,2164.15,1.001
q_ind_557_pop_0,1969.00,1.000
q_ind_558_pop_0,1016.18,1.000
q_ind_559_pop_0,2716.63,1.001
q_ind_560_pop_0,3345.39,1.000
q_ind_561_pop_0,2816.18,1.000
q_ind_562_pop_0,2733.87,1.000
q_ind_563_pop_0,1751.56,1.001
q_ind_564_pop_0,1093.97,1.001
q_ind_565_pop_0,3293.24,1.000
q_ind_566_pop_0,4218.42,1.001
q_ind_567_pop_0,4728.24,1.000
q_ind_568_pop_0,2321.31,1.000
q_ind_569_pop_0,2083.27,1.001
q_ind_570_pop_0,1805.58,1.001
q_ind_571_pop_0,3989.59,1.000
q_ind_572_pop_0,623.23,1.001
q_ind_573_pop_0,1502.65,1.000
q_ind_574_pop_0,2052.25,1.001
q_ind_575_pop_0,2196.00,1.000
q_ind_576_pop_0,1304.30,1.000
q_ind_577_pop_0,1855.17,1.000
q_ind_578_pop_0,2203.50,1.003
q_ind_579_pop_0,5955.44,1.000
q_ind_580_pop_0,3970.03,1.000
q_ind_581_pop_0,6249.11,1.000
q_ind_582_pop_0,1400.98,1.002
q_ind_583_pop_0,1346.88,1.000
q_ind_584_pop_0,4472.55,1.000
q_ind_585_pop_0,3888.05,1.000
q_ind_586_pop_0,7101.40,1.000
q_ind_587_pop_0,5593.92,1.000
q_ind_588_pop_0,2753.64,1.000
q_ind_589_pop_0,1395.74,1.001
q_ind_590_pop_0,4960.49,1.000
q_ind_591_pop_0,2244.90,1.000
q_ind_592_pop_0,2055.27,1.000
q_ind_593_pop_0,2724.86,1.000
q_ind_594_pop_0,2961.29,1.000
q_ind_595_pop_0,1534.85,1.000
q_ind_596_pop_0,2817.46,1.001
q_ind_597_pop_0,3876.78,1.000
q_ind_598_pop_0,635.77,1.001
q_ind_599_pop_0,6824.82,1.000
q_ind_600_pop_0,3311.73,1.001
q_ind_601_pop_0,2101.27,1.000
q_ind_602_pop_0,1257.46,1.001
q_ind_603_pop_0,2136.95,1.001
q_ind_604_pop_0,1522.82,1.001
q_ind_605_pop_0,1173.79,1.001
q_ind_606_pop_0,2593.19,1.000
q_ind_607_pop_0,3680.79,1.000
q_ind_608_pop_0,1364.69,1.000
q_ind_609_pop_0,5707.83,1.000
q_ind_610_pop_0,4844.07,1.000
q_ind_611_pop_0,2802.58,1.000
q_ind_612_pop_0,2475.33,1.000
q_ind_613_pop_0,4022.49,1.000
q_ind_614_pop_0,7682.74,1.000
q_ind_615_pop_0,7285.72,1.000
q_ind_616_pop_0,7682.84,1.000
q_ind_617_pop_0,5805.09,1.001
q_ind_618_pop_0,8422.36,1.000
q_ind_619_pop_0,2392.04,1.000
q_ind_620_pop_0,3654.01,1.000
q_ind_621_pop_0,5279.75,1.000
q_ind_622_pop_0,3153.61,1.002
q_ind_623_pop_0,5119.85,1.000
q_ind_624_pop_0,3078.75,1.000
q_ind_625_pop_0,2218.93,1.001
q_ind_626_pop_0,642.76,1.001
q_ind_627_pop_0,2483.34,1.001
q_ind_628_pop_0,4629.07,1.000
q_ind_629_pop_0,3185.56,1.000
q_ind_630_pop_0,2735.39,1.000
q_ind_631_pop_0,3700.53,1.000
q_ind_632_pop_0,6219.72,1.000
q_ind_633_pop_0,1073.21,1.001
q_ind_634_pop_0,4194.73,1.000
q_ind_635_pop_0,3267.94,1.000
q_ind_636_pop_0,5155.87,1.000
q_ind_637_pop_0,2832.82,1.000
q_ind_638_pop_0,3151.53,1.000
q_ind_639_pop_0,3003.47,1.000
q_ind_640_pop_0,3806.88,1.001
q_ind_641_pop_0,2654.66,1.003
q_ind_642_pop_0,2972.13,1.000
q_ind_643_pop_0,2833.57,1.000
q_ind_644_pop_0,2690.80,1.001
q_ind_645_pop_0,2714.00,1.000
q_ind_646_pop_0,2205.58,1.002
q_ind_647_pop_0,3712.20,1.000
q_ind_648_pop_0,3339.82,1.000
q_ind_649_pop_0,2498.31,1.000
q_ind_650_pop_0,7063.46,1.000
q_ind_651_pop_0,9144.45,1.000
q_ind_652_pop_0,10080.31,1.000
q_ind_653_pop_0,3871.00,1.000
q_ind_654_pop_0,2882.45,1.001
q_ind_655_pop_0,4734.45,1.000
q_ind_656_pop_0,3249.64,1.000
q_ind_657_pop_0,5560.42,1.000
q_ind_658_pop_0,4325.54,1.001
q_ind_659_pop_0,1124.55,1.001
q_ind_660_pop_0,611.73,1.005
q_ind_661_pop_0,1573.67,1.003
q_ind_662_pop_0,5983.95,1.000
q_ind_663_pop_0,7241.59,1.000
q_ind_664_pop_0,5174.57,1.000
q_ind_665_pop_0,423.59,1.002
q_ind_666_pop_0,3081.85,1.000
q_ind_667_pop_0,554.01,1.016
q_ind_668_pop_0,5387.68,1.000
