param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_231_pop_0,2660.37,1.001
q_ind_232_pop_0,921.69,1.002
q_ind_233_pop_0,800.20,1.003
q_ind_234_pop_0,1562.84,1.000
q_ind_235_pop_0,3163.02,1.000
q_ind_236_pop_0,1014.07,1.000
q_ind_237_pop_0,928.81,1.000
q_ind_238_pop_0,416.20,1.011
q_ind_239_pop_0,466.33,1.012
q_ind_240_pop_0,420.53,1.005
q_ind_241_pop_0,1475.56,1.000
q_ind_242_pop_0,4247.78,1.000
q_ind_243_pop_0,325.04,1.005
q_ind_244_pop_0,794.18,1.000
q_ind_245_pop_0,1124.64,1.003
q_ind_246_pop_0,709.85,1.003
q_ind_247_pop_0,859.96,1.000
q_ind_248_pop_0,647.79,1.002
q_ind_249_pop_0,285.37,1.003
q_ind_250_pop_0,5894.00,1.000
q_ind_251_pop_0,613.15,1.000
q_ind_252_pop_0,535.02,1.010
q_ind_253_pop_0,2756.26,1.001
q_ind_254_pop_0,229.33,1.002
q_ind_255_pop_0,226.74,1.003
q_ind_256_pop_0,3037.07,1.000
q_ind_257_pop_0,4654.52,1.000
q_ind_258_pop_0,950.93,1.000
q_ind_259_pop_0,2030.29,1.000
q_ind_260_pop_0,831.45,1.003
q_ind_261_pop_0,1197.90,1.000
q_ind_262_pop_0,611.12,1.011
q_ind_263_pop_0,1652.82,1.000
q_ind_264_pop_0,686.55,1.004
q_ind_265_pop_0,765.33,1.004
q_ind_266_pop_0,826.50,1.001
q_ind_267_pop_0,2935.45,1.001
q_ind_268_pop_0,594.22,1.001
q_ind_269_pop_0,961.10,1.000
q_ind_270_pop_0,387.74,1.000
q_ind_271_pop_0,731.32,1.004
q_ind_272_pop_0,1201.99,1.001
q_ind_273_pop_0,572.02,1.005
q_ind_274_pop_0,463.09,1.001
q_ind_275_pop_0,1926.02,1.000
q_ind_276_pop_0,2047.67,1.000
q_ind_277_pop_0,1380.14,1.001
q_ind_278_pop_0,1081.67,1.001
q_ind_279_pop_0,164.95,1.013
q_ind_280_pop_0,235.74,1.002
q_ind_281_pop_0,1449.35,1.001
q_ind_282_pop_0,974.62,1.003
q_ind_283_pop_0,621.44,1.000
q_ind_284_pop_0,2067.24,1.005
q_ind_285_pop_0,2245.19,1.000
q_ind_286_pop_0,616.27,1.001
q_ind_287_pop_0,3455.15,1.000
q_ind_288_pop_0,2622.15,1.000
q_ind_289_pop_0,173.02,1.005
q_ind_290_pop_0,676.84,1.001
q_ind_291_pop_0,1068.29,1.002
q_ind_292_pop_0,356.60,1.004
q_ind_293_pop_0,158.90,1.004
q_ind_294_pop_0,316.35,1.003
q_ind_295_pop_0,2555.86,1.001
q_ind_296_pop_0,885.18,1.001
q_ind_297_pop_0,601.52,1.000
q_ind_298_pop_0,690.84,1.002
q_ind_299_pop_0,826.68,1.000
q_ind_300_pop_0,589.10,1.001
q_ind_301_pop_0,2441.46,1.000
q_ind_302_pop_0,546.74,1.000
q_ind_303_pop_0,472.70,1.003
q_ind_304_pop_0,497.05,1.002
q_ind_305_pop_0,283.38,1.008
q_ind_306_pop_0,889.42,1.001
q_ind_307_pop_0,253.74,1.001
q_ind_308_pop_0,2181.32,1.000
q_ind_309_pop_0,698.36,1.006
q_ind_310_pop_0,1536.47,1.001
q_ind_311_pop_0,1908.42,1.000
q_ind_312_pop_0,775.18,1.001
q_ind_313_pop_0,310.98,1.002
q_ind_314_pop_0,624.05,1.001
q_ind_315_pop_0,574.16,1.003
q_ind_316_pop_0,413.65,1.005
q_ind_317_pop_0,514.89,1.000
q_ind_318_pop_0,257.33,1.001
q_ind_319_pop_0,6110.48,1.000
q_ind_320_pop_0,1899.62,1.002
q_ind_321_pop_0,5112.29,1.001
q_ind_322_pop_0,4121.25,1.000
q_ind_323_pop_0,7588.51,1.000
q_ind_324_pop_0,7638.38,1.000
q_ind_325_pop_0,6651.91,1.000
q_ind_326_pop_0,7626.68,1.000
q_ind_327_pop_0,8208.42,1.000
q_ind_328_pop_0,2814.56,1.000
q_ind_329_pop_0,1853.43,1.000
q_ind_330_pop_0,1233.92,1.001
q_ind_331_pop_0,1377.41,1.001
q_ind_332_pop_0,1179.21,1.001
q_ind_333_pop_0,648.76,1.001
q_ind_334_pop_0,1362.61,1.000
q_ind_335_pop_0,2000.44,1.000
q_ind_336_pop_0,1334.32,1.001
q_ind_337_pop_0,1174.65,1.007
q_ind_338_pop_0,1929.77,1.001
q_ind_339_pop_0,415.18,1.002
q_ind_340_pop_0,2186.07,1.000
q_ind_341_pop_0,666.79,1.002
q_ind_342_pop_0,254.07,1.001
q_ind_343_pop_0,2027.98,1.001
q_ind_344_pop_0,3110.11,1.001
q_ind_345_pop_0,1747.06,1.000
q_ind_346_pop_0,1527.91,1.001
q_ind_347_pop_0,735.46,1.002
q_ind_348_pop_0,2370.73,1.000
q_ind_349_pop_0,1381.44,1.000
q_ind_350_pop_0,4489.92,1.000
q_ind_351_pop_0,1597.52,1.002
q_ind_352_pop_0,1536.30,1.001
q_ind_353_pop_0,2147.47,1.003
q_ind_354_pop_0,4209.60,1.000
q_ind_355_pop_0,2082.52,1.000
q_ind_356_pop_0,1893.22,1.002
q_ind_357_pop_0,5142.49,1.000
q_ind_358_pop_0,2836.34,1.000
q_ind_359_pop_0,1958.13,1.000
q_ind_360_pop_0,4694.56,1.000
q_ind_361_pop_0,1367.29,1.001
q_ind_362_pop_0,5926.55,1.000
q_ind_363_pop_0,5698.93,1.000
q_ind_364_pop_0,6342.57,1.001
q_ind_365_pop_0,4341.29,1.000
q_ind_366_pop_0,6259.68,1.000
q_ind_367_pop_0,5629.11,1.000
q_ind_368_pop_0,3380.52,1.001
q_ind_369_pop_0,7683.37,1.000
q_ind_370_pop_0,3876.68,1.000
q_ind_371_pop_0,3505.62,1.000
q_ind_372_pop_0,4295.62,1.000
q_ind_373_pop_0,1104.72,1.004
q_ind_374_pop_0,3863.57,1.000
q_ind_375_pop_0,602.15,1.005
q_ind_376_pop_0,4288.75,1.001
q_ind_377_pop_0,1784.82,1.003
q_ind_378_pop_0,4126.72,1.001
q_ind_379_pop_0,4563.79,1.000
q_ind_380_pop_0,5066.61,1.000
q_ind_381_pop_0,4434.21,1.000
q_ind_382_pop_0,4652.23,1.000
q_ind_383_pop_0,5491.34,1.000
q_ind_384_pop_0,4660.51,1.000
q_ind_385_pop_0,3688.44,1.000
q_ind_386_pop_0,4708.39,1.000
q_ind_387_pop_0,3325.73,1.001
q_ind_388_pop_0,6324.07,1.000
q_ind_389_pop_0,4676.94,1.001
q_ind_390_pop_0,3369.15,1.000
q_ind_391_pop_0,3710.61,1.000
q_ind_392_pop_0,7045.22,1.000
q_ind_393_pop_0,3469.80,1.000
q_ind_394_pop_0,6658.12,1.000
q_ind_395_pop_0,7691.15,1.000
q_ind_396_pop_0,5174.86,1.000
q_ind_397_pop_0,3104.89,1.001
q_ind_398_pop_0,4147.51,1.000
q_ind_399_pop_0,7250.42,1.001
q_ind_400_pop_0,7312.06,1.000
q_ind_401_pop_0,6459.33,1.000
q_ind_402_pop_0,5803.12,1.000
q_ind_403_pop_0,5263.52,1.000
q_ind_404_pop_0,5171.66,1.000
q_ind_405_pop_0,4245.31,1.000
q_ind_406_pop_0,2480.95,1.000
q_ind_407_pop_0,2671.57,1.000
q_ind_408_pop_0,6398.61,1.000
q_ind_409_pop_0,5339.00,1.000
q_ind_410_pop_0,5082.61,1.000
q_ind_411_pop_0,4404.31,1.000
q_ind_412_pop_0,4495.42,1.001
q_ind_413_pop_0,2378.55,1.000
q_ind_414_pop_0,1160.17,1.003
q_ind_415_pop_0,3520.87,1.001
q_ind_416_pop_0,3899.69,1.000
q_ind_417_pop_0,8020.75,1.000
q_ind_418_pop_0,8918.59,1.000
q_ind_419_pop_0,4853.66,1.000
q_ind_420_pop_0,5634.95,1.000
q_ind_421_pop_0,3180.75,1.000
q_ind_422_pop_0,7570.30,1.000
q_ind_423_pop_0,7152.72,1.000
q_ind_424_pop_0,6836.83,1.000
q_ind_425_pop_0,9158.64,1.000
q_ind_426_pop_0,5353.40,1.000
q_ind_427_pop_0,5899.07,1.001
q_ind_428_pop_0,607.34,1.000
q_ind_429_pop_0,803.72,1.003
q_ind_430_pop_0,191.36,1.004
q_ind_431_pop_0,8418.54,1.000
q_ind_432_pop_0,7549.83,1.000
q_ind_433_pop_0,309.69,1.005
q_ind_434_pop_0,503.41,1.001
q_ind_435_pop_0,6835.06,1.000
q_ind_436_pop_0,5283.19,1.000
q_ind_437_pop_0,6929.47,1.000
q_ind_438_pop_0,5791.86,1.000
q_ind_439_pop_0,612.65,1.004
q_ind_440_pop_0,4724.61,1.000
q_ind_441_pop_0,4152.32,1.000
q_ind_442_pop_0,277.37,1.005
q_ind_443_pop_0,3366.85,1.002
q_ind_444_pop_0,518.93,1.007
q_ind_445_pop_0,3036.64,1.001
q_ind_446_pop_0,2245.78,1.000
q_ind_447_pop_0,1492.45,1.002
q_ind_448_pop_0,3165.55,1.000
q_ind_449_pop_0,340.88,1.001
q_ind_450_pop_0,2519.70,1.000
q_ind_451_pop_0,2138.41,1.001
q_ind_452_pop_0,622.53,1.001
q_ind_453_pop_0,224.51,1.007
q_ind_454_pop_0,176.68,1.012
q_ind_455_pop_0,283.37,1.007
q_ind_456_pop_0,818.70,1.002
q_ind_457_pop_0,223.29,1.009
q_ind_458_pop_0,1443.89,1.002
q_ind_459_pop_0,1279.32,1.001
q_ind_460_pop_0,2670.84,1.000
q_ind_461_pop_0,9841.32,1.000
q_ind_462_pop_0,4597.97,1.000
q_ind_463_pop_0,5500.76,1.001
q_ind_464_pop_0,5472.87,1.000
q_ind_465_pop_0,2816.06,1.000
q_ind_466_pop_0,208.63,1.000
q_ind_467_pop_0,1752.44,1.002
q_ind_468_pop_0,965.09,1.001
q_ind_469_pop_0,1292.49,1.000
q_ind_470_pop_0,3976.10,1.000
q_ind_471_pop_0,4235.22,1.001
q_ind_472_pop_0,3242.93,1.000
q_ind_473_pop_0,198.39,1.007
q_ind_474_pop_0,4495.59,1.000
q_ind_475_pop_0,1800.23,1.000
q_ind_476_pop_0,3635.42,1.000
q_ind_477_pop_0,2219.81,1.000
q_ind_478_pop_0,3478.41,1.001
q_ind_479_pop_0,795.10,1.009
q_ind_480_pop_0,2503.95,1.000
q_ind_481_pop_0,2420.99,1.000
q_ind_482_pop_0,3216.94,1.000
q_ind_483_pop_0,5234.09,1.000
q_ind_484_pop_0,3512.43,1.000
q_ind_485_pop_0,3207.62,1.000
q_ind_486_pop_0,6267.04,1.001
q_ind_487_pop_0,4735.46,1.000
q_ind_488_pop_0,1823.77,1.001
q_ind_489_pop_0,1276.00,1.000
q_ind_490_pop_0,5489.63,1.000
q_ind_491_pop_0,2534.99,1.001
q_ind_492_pop_0,347.21,1.009
q_ind_493_pop_0,1952.65,1.000
q_ind_494_pop_0,401.38,1.006
q_ind_495_pop_0,4892.64,1.000
q_ind_496_pop_0,8904.99,1.000
q_ind_497_pop_0,2168.34,1.001
q_ind_498_pop_0,7398.36,1.000
q_ind_499_pop_0,7959.21,1.000
q_ind_500_pop_0,6278.20,1.000
q_ind_501_pop_0,7384.42,1.000
q_ind_502_pop_0,4299.32,1.000
q_ind_503_pop_0,7631.80,1.000
q_ind_504_pop_0,6085.46,1.001
q_ind_505_pop_0,5322.20,1.000
q_ind_506_pop_0,6044.58,1.000
q_ind_507_pop_0,2465.74,1.001
q_ind_508_pop_0,7623.18,1.000
q_ind_509_pop_0,3885.69,1.000
q_ind_510_pop_0,2779.52,1.000
q_ind_511_pop_0,5685.41,1.001
q_ind_512_pop_0,8289.73,1.000
q_ind_513_pop_0,7629.94,1.000
q_ind_514_pop_0,6211.83,1.000
q_ind_515_pop_0,5721.86,1.000
q_ind_516_pop_0,7845.49,1.000
q_ind_517_pop_0,7830.19,1.000
q_ind_518_pop_0,6773.50,1.000
q_ind_519_pop_0,290.60,1.021
q_ind_520_pop_0,3345.23,1.000
q_ind_521_pop_0,251.86,1.002
q_ind_522_pop_0,4372.37,1.000
q_ind_523_pop_0,3412.19,1.000
q_ind_524_pop_0,4480.81,1.000
q_ind_525_pop_0,4956.68,1.000
q_ind_526_pop_0,7199.56,1.000
q_ind_527_pop_0,6634.71,1.000
q_ind_528_pop_0,5345.57,1.000
q_ind_529_pop_0,4781.64,1.000
q_ind_530_pop_0,3852.17,1.000
q_ind_531_pop_0,7503.63,1.000
q_ind_532_pop_0,5580.15,1.000
q_ind_533_pop_0,6165.86,1.000
q_ind_534_pop_0,6946.72,1.000
q_ind_535_pop_0,8314.01,1.000
q_ind_536_pop_0,4725.50,1.000
q_ind_537_pop_0,8018.09,1.000
q_ind_538_pop_0,8358.21,1.000
q_ind_539_pop_0,9282.10,1.000
q_ind_540_pop_0,8615.66,1.000
q_ind_541_pop_0,6662.43,1.000
q_ind_542_pop_0,4777.35,1.000
q_ind_543_pop_0,4784.13,1.000
q_ind_544_pop_0,3674.64,1.001
q_ind_545_pop_0,5325.40,1.000
q_ind_546_pop_0,5304.27,1.000
q_ind_547_pop_0,714.68,1.000
q_ind_548_pop_0,1719.46,1.001
q_ind_549_pop_0,1943.38,1.000
q_ind_550_pop_0,6053.36,1.001
q_ind_551_pop_0,4788.23,1.000
q_ind_552_pop_0,1503.32,1.001
q_ind_553_pop_0,1781.79,1.000
q_ind_554_pop_0,2429.42,1.000
q_ind_555_pop_0,5062.46,1.000
q_ind_556_pop_0,4630.18,1.000
q_ind_557_pop_0,5426.88,1.001
q_ind_558_pop_0,4149.38,1.000
q_ind_559_pop_0,2453.53,1.000
q_ind_560_pop_0,1272.11,1.001
q_ind_561_pop_0,4450.77,1.000
q_ind_562_pop_0,4975.13,1.000
q_ind_563_pop_0,4584.10,1.000
q_ind_564_pop_0,3937.33,1.000
q_ind_565_pop_0,4702.58,1.000
q_ind_566_pop_0,5737.22,1.001
q_ind_567_pop_0,5354.29,1.001
q_ind_568_pop_0,2812.29,1.000
q_ind_569_pop_0,2449.87,1.000
q_ind_570_pop_0,3612.92,1.000
q_ind_571_pop_0,2771.06,1.000
q_ind_572_pop_0,1645.60,1.000
q_ind_573_pop_0,4378.84,1.000
q_ind_574_pop_0,2019.98,1.002
q_ind_575_pop_0,1841.86,1.000
q_ind_576_pop_0,1795.42,1.001
q_ind_577_pop_0,1717.44,1.002
q_ind_578_pop_0,2291.57,1.000
q_ind_579_pop_0,6567.23,1.000
q_ind_580_pop_0,4007.51,1.000
q_ind_581_pop_0,6598.85,1.000
q_ind_582_pop_0,1813.15,1.001
q_ind_583_pop_0,1116.02,1.000
q_ind_584_pop_0,4295.34,1.001
q_ind_585_pop_0,2709.92,1.000
q_ind_586_pop_0,8653.67,1.000
q_ind_587_pop_0,6340.34,1.000
q_ind_588_pop_0,1543.81,1.000
q_ind_589_pop_0,3995.50,1.000
q_ind_590_pop_0,3985.11,1.000
q_ind_591_pop_0,812.86,1.000
q_ind_592_pop_0,2240.39,1.000
q_ind_593_pop_0,2354.35,1.001
q_ind_594_pop_0,2801.07,1.001
q_ind_595_pop_0,2288.08,1.002
q_ind_596_pop_0,3843.79,1.000
q_ind_597_pop_0,173.79,1.000
q_ind_598_pop_0,311.70,1.000
q_ind_599_pop_0,7325.31,1.000
q_ind_600_pop_0,4110.70,1.000
q_ind_601_pop_0,1802.99,1.000
q_ind_602_pop_0,1431.80,1.000
q_ind_603_pop_0,1732.48,1.001
q_ind_604_pop_0,1348.92,1.003
q_ind_605_pop_0,818.49,1.001
q_ind_606_pop_0,2277.84,1.000
q_ind_607_pop_0,3417.24,1.000
q_ind_608_pop_0,1341.80,1.002
q_ind_609_pop_0,4455.05,1.000
q_ind_610_pop_0,4911.92,1.000
q_ind_611_pop_0,4708.98,1.000
q_ind_612_pop_0,2080.09,1.001
q_ind_613_pop_0,4040.10,1.001
q_ind_614_pop_0,6986.75,1.000
q_ind_615_pop_0,6643.55,1.000
q_ind_616_pop_0,7410.10,1.000
q_ind_617_pop_0,5501.17,1.000
q_ind_618_pop_0,7973.03,1.000
q_ind_619_pop_0,3394.49,1.000
q_ind_620_pop_0,1993.33,1.000
q_ind_621_pop_0,6001.44,1.000
q_ind_622_pop_0,3207.31,1.000
q_ind_623_pop_0,4517.75,1.000
q_ind_624_pop_0,2075.58,1.000
q_ind_625_pop_0,5272.83,1.001
q_ind_626_pop_0,2324.62,1.002
q_ind_627_pop_0,5551.26,1.001
q_ind_628_pop_0,1766.53,1.000
q_ind_629_pop_0,2814.78,1.000
q_ind_630_pop_0,1107.30,1.002
q_ind_631_pop_0,3642.70,1.000
q_ind_632_pop_0,6715.23,1.001
q_ind_633_pop_0,1469.25,1.002
q_ind_634_pop_0,4335.74,1.000
q_ind_635_pop_0,4310.06,1.000
q_ind_636_pop_0,5646.50,1.000
q_ind_637_pop_0,412.76,1.000
q_ind_638_pop_0,4129.37,1.000
q_ind_639_pop_0,4773.91,1.000
q_ind_640_pop_0,7266.30,1.000
q_ind_641_pop_0,6085.13,1.000
q_ind_642_pop_0,5972.15,1.000
q_ind_643_pop_0,6296.99,1.000
q_ind_644_pop_0,5768.89,1.000
q_ind_645_pop_0,4440.30,1.000
q_ind_646_pop_0,6129.76,1.000
q_ind_647_pop_0,6605.06,1.000
q_ind_648_pop_0,1979.98,1.000
q_ind_649_pop_0,3045.38,1.000
q_ind_650_pop_0,6658.37,1.000
q_ind_651_pop_0,7228.61,1.000
q_ind_652_pop_0,9411.99,1.000
q_ind_653_pop_0,1295.59,1.001
q_ind_654_pop_0,2600.39,1.000
q_ind_655_pop_0,3726.87,1.001
q_ind_656_pop_0,2382.79,1.001
q_ind_657_pop_0,4123.50,1.000
q_ind_658_pop_0,3409.57,1.000
q_ind_659_pop_0,1337.62,1.001
q_ind_660_pop_0,279.93,1.012
q_ind_661_pop_0,2022.22,1.001
q_ind_662_pop_0,4326.28,1.000
q_ind_663_pop_0,6658.60,1.000
q_ind_664_pop_0,1080.17,1.002
q_ind_665_pop_0,473.52,1.006
q_ind_666_pop_0,2686.03,1.000
q_ind_667_pop_0,426.69,1.004
q_ind_668_pop_0,6352.72,1.001
