param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_276_pop_0,5693.23,1.000
q_ind_277_pop_0,3727.37,1.000
q_ind_278_pop_0,4861.03,1.000
q_ind_279_pop_0,1639.03,1.000
q_ind_280_pop_0,2479.47,1.001
q_ind_281_pop_0,1532.06,1.001
q_ind_282_pop_0,5167.94,1.000
q_ind_283_pop_0,861.78,1.000
q_ind_284_pop_0,1346.38,1.000
q_ind_285_pop_0,2187.56,1.001
q_ind_286_pop_0,2395.33,1.001
q_ind_287_pop_0,2931.71,1.000
q_ind_288_pop_0,3722.70,1.000
q_ind_289_pop_0,1665.21,1.000
q_ind_290_pop_0,5015.27,1.000
q_ind_291_pop_0,1367.10,1.001
q_ind_292_pop_0,844.97,1.002
q_ind_293_pop_0,1333.56,1.000
q_ind_294_pop_0,1972.54,1.001
q_ind_295_pop_0,4806.73,1.001
q_ind_296_pop_0,424.82,1.003
q_ind_297_pop_0,426.71,1.000
q_ind_298_pop_0,546.18,1.003
q_ind_299_pop_0,458.92,1.001
q_ind_300_pop_0,581.02,1.003
q_ind_301_pop_0,841.26,1.002
q_ind_302_pop_0,1415.59,1.000
q_ind_303_pop_0,927.38,1.002
q_ind_304_pop_0,1593.95,1.001
q_ind_305_pop_0,2164.79,1.000
q_ind_306_pop_0,2740.43,1.001
q_ind_307_pop_0,2238.27,1.001
q_ind_308_pop_0,2823.04,1.000
q_ind_309_pop_0,477.78,1.001
q_ind_310_pop_0,2636.31,1.000
q_ind_311_pop_0,2302.18,1.000
q_ind_312_pop_0,1718.92,1.001
q_ind_313_pop_0,411.77,1.004
q_ind_314_pop_0,563.77,1.003
q_ind_315_pop_0,700.16,1.004
q_ind_316_pop_0,381.18,1.004
q_ind_317_pop_0,599.74,1.003
q_ind_318_pop_0,302.53,1.003
q_ind_319_pop_0,7307.36,1.000
q_ind_320_pop_0,1757.04,1.000
q_ind_321_pop_0,7275.57,1.000
q_ind_322_pop_0,5469.04,1.000
q_ind_323_pop_0,9146.42,1.000
q_ind_324_pop_0,9910.35,1.000
q_ind_325_pop_0,8167.33,1.000
q_ind_326_pop_0,7641.48,1.000
q_ind_327_pop_0,7334.82,1.000
q_ind_328_pop_0,4506.14,1.000
q_ind_329_pop_0,3748.35,1.000
q_ind_330_pop_0,2034.36,1.000
q_ind_331_pop_0,3538.05,1.001
q_ind_332_pop_0,2723.25,1.000
q_ind_333_pop_0,2488.47,1.000
q_ind_334_pop_0,3133.61,1.001
q_ind_335_pop_0,939.14,1.001
q_ind_336_pop_0,2972.67,1.001
q_ind_337_pop_0,3638.90,1.000
q_ind_338_pop_0,4435.52,1.000
q_ind_339_pop_0,3373.45,1.000
q_ind_340_pop_0,4459.34,1.000
q_ind_341_pop_0,6845.08,1.000
q_ind_342_pop_0,5169.48,1.000
q_ind_343_pop_0,5264.53,1.000
q_ind_344_pop_0,6089.49,1.001
q_ind_345_pop_0,5783.98,1.000
q_ind_346_pop_0,3800.05,1.000
q_ind_347_pop_0,1730.33,1.001
q_ind_348_pop_0,3353.97,1.001
q_ind_349_pop_0,237.41,1.006
q_ind_350_pop_0,5054.26,1.001
q_ind_351_pop_0,1962.71,1.000
q_ind_352_pop_0,248.02,1.004
q_ind_353_pop_0,2060.55,1.000
q_ind_354_pop_0,3597.62,1.000
q_ind_355_pop_0,1799.72,1.002
q_ind_356_pop_0,2194.80,1.000
q_ind_357_pop_0,4106.89,1.000
q_ind_358_pop_0,2960.14,1.001
q_ind_359_pop_0,1647.53,1.000
q_ind_360_pop_0,754.85,1.007
q_ind_361_pop_0,3659.45,1.002
q_ind_362_pop_0,561.74,1.000
q_ind_363_pop_0,2374.36,1.001
q_ind_364_pop_0,854.77,1.000
q_ind_365_pop_0,2118.17,1.000
q_ind_366_pop_0,319.30,1.004
q_ind_367_pop_0,2546.45,1.000
q_ind_368_pop_0,2976.90,1.001
q_ind_369_pop_0,9481.09,1.000
q_ind_370_pop_0,1394.45,1.002
q_ind_371_pop_0,1273.09,1.004
q_ind_372_pop_0,5174.61,1.000
q_ind_373_pop_0,940.35,1.000
q_ind_374_pop_0,3987.14,1.000
q_ind_375_pop_0,399.22,1.005
q_ind_376_pop_0,691.64,1.000
q_ind_377_pop_0,1197.28,1.002
q_ind_378_pop_0,3088.60,1.000
q_ind_379_pop_0,1679.50,1.000
q_ind_380_pop_0,8202.21,1.000
q_ind_381_pop_0,8001.25,1.000
q_ind_382_pop_0,3895.41,1.001
q_ind_383_pop_0,3032.22,1.001
q_ind_384_pop_0,1687.44,1.000
q_ind_385_pop_0,3673.50,1.000
q_ind_386_pop_0,5702.36,1.000
q_ind_387_pop_0,1520.65,1.001
q_ind_388_pop_0,1851.18,1.002
q_ind_389_pop_0,4313.37,1.000
q_ind_390_pop_0,3368.78,1.000
q_ind_391_pop_0,1836.47,1.000
q_ind_392_pop_0,4923.00,1.001
q_ind_393_pop_0,4026.63,1.000
q_ind_394_pop_0,2093.20,1.000
q_ind_395_pop_0,4190.89,1.000
q_ind_396_pop_0,3625.77,1.000
q_ind_397_pop_0,1991.62,1.000
q_ind_398_pop_0,5118.83,1.000
q_ind_399_pop_0,3752.00,1.000
q_ind_400_pop_0,7207.96,1.000
q_ind_401_pop_0,6884.83,1.000
q_ind_402_pop_0,5238.43,1.000
q_ind_403_pop_0,6243.79,1.000
q_ind_404_pop_0,3826.51,1.001
q_ind_405_pop_0,4912.46,1.000
q_ind_406_pop_0,4425.65,1.000
q_ind_407_pop_0,5648.59,1.000
q_ind_408_pop_0,8216.79,1.000
q_ind_409_pop_0,8799.54,1.000
q_ind_410_pop_0,7171.51,1.000
q_ind_411_pop_0,4381.30,1.000
q_ind_412_pop_0,4812.02,1.000
q_ind_413_pop_0,1010.86,1.002
q_ind_414_pop_0,1138.06,1.000
q_ind_415_pop_0,7205.32,1.000
q_ind_416_pop_0,7130.74,1.000
q_ind_417_pop_0,10526.92,1.000
q_ind_418_pop_0,8431.58,1.000
q_ind_419_pop_0,10345.51,1.000
q_ind_420_pop_0,5068.07,1.000
q_ind_421_pop_0,2474.72,1.000
q_ind_422_pop_0,9092.10,1.000
q_ind_423_pop_0,8216.53,1.000
q_ind_424_pop_0,7212.66,1.000
q_ind_425_pop_0,7312.51,1.000
q_ind_426_pop_0,6590.84,1.000
q_ind_427_pop_0,10184.74,1.000
q_ind_428_pop_0,5761.60,1.000
q_ind_429_pop_0,3487.88,1.000
q_ind_430_pop_0,4246.54,1.001
q_ind_431_pop_0,9872.78,1.000
q_ind_432_pop_0,10333.40,1.000
q_ind_433_pop_0,1331.76,1.002
q_ind_434_pop_0,4309.19,1.001
q_ind_435_pop_0,7929.56,1.000
q_ind_436_pop_0,5803.17,1.001
q_ind_437_pop_0,9951.52,1.001
q_ind_438_pop_0,6556.39,1.000
q_ind_439_pop_0,673.49,1.001
q_ind_440_pop_0,7385.49,1.000
q_ind_441_pop_0,3365.24,1.000
q_ind_442_pop_0,6361.21,1.000
q_ind_443_pop_0,5424.53,1.000
q_ind_444_pop_0,767.37,1.001
q_ind_445_pop_0,3352.38,1.001
q_ind_446_pop_0,2750.72,1.002
q_ind_447_pop_0,3401.25,1.000
q_ind_448_pop_0,3720.36,1.000
q_ind_449_pop_0,2485.79,1.000
q_ind_450_pop_0,4007.44,1.000
q_ind_451_pop_0,4677.92,1.000
q_ind_452_pop_0,1962.56,1.001
q_ind_453_pop_0,2062.79,1.000
q_ind_454_pop_0,1053.10,1.001
q_ind_455_pop_0,853.60,1.001
q_ind_456_pop_0,859.60,1.003
q_ind_457_pop_0,2365.68,1.001
q_ind_458_pop_0,2413.52,1.000
q_ind_459_pop_0,790.92,1.002
q_ind_460_pop_0,3381.81,1.000
q_ind_461_pop_0,11029.06,1.000
q_ind_462_pop_0,6856.55,1.000
q_ind_463_pop_0,4988.78,1.001
q_ind_464_pop_0,722.65,1.001
q_ind_465_pop_0,3889.90,1.000
q_ind_466_pop_0,5000.05,1.000
q_ind_467_pop_0,3974.12,1.000
q_ind_468_pop_0,741.07,1.000
q_ind_469_pop_0,2537.88,1.000
q_ind_470_pop_0,6867.14,1.000
q_ind_471_pop_0,7651.52,1.000
q_ind_472_pop_0,8430.80,1.000
q_ind_473_pop_0,4538.77,1.001
q_ind_474_pop_0,5612.88,1.000
q_ind_475_pop_0,8397.70,1.000
q_ind_476_pop_0,1047.01,1.000
q_ind_477_pop_0,1061.66,1.000
q_ind_478_pop_0,1540.22,1.002
q_ind_479_pop_0,1397.76,1.001
q_ind_480_pop_0,247.10,1.007
q_ind_481_pop_0,1946.78,1.000
q_ind_482_pop_0,2607.93,1.001
q_ind_483_pop_0,2645.13,1.000
q_ind_484_pop_0,2431.51,1.000
q_ind_485_pop_0,1818.29,1.002
q_ind_486_pop_0,5558.64,1.000
q_ind_487_pop_0,4630.18,1.000
q_ind_488_pop_0,4299.48,1.000
q_ind_489_pop_0,1400.38,1.001
q_ind_490_pop_0,5457.65,1.001
q_ind_491_pop_0,1478.49,1.004
q_ind_492_pop_0,102.77,1.023
q_ind_493_pop_0,1159.94,1.002
q_ind_494_pop_0,83.84,1.008
q_ind_495_pop_0,6974.36,1.000
q_ind_496_pop_0,7916.93,1.000
q_ind_497_pop_0,5428.02,1.001
q_ind_498_pop_0,8646.69,1.000
q_ind_499_pop_0,9206.57,1.000
q_ind_500_pop_0,9668.67,1.000
q_ind_501_pop_0,9442.20,1.000
q_ind_502_pop_0,6937.82,1.000
q_ind_503_pop_0,7608.47,1.000
q_ind_504_pop_0,8493.77,1.000
q_ind_505_pop_0,7495.72,1.000
q_ind_506_pop_0,4995.54,1.000
q_ind_507_pop_0,3865.82,1.000
q_ind_508_pop_0,9342.20,1.000
q_ind_509_pop_0,3715.53,1.000
q_ind_510_pop_0,8113.25,1.000
q_ind_511_pop_0,4261.45,1.001
q_ind_512_pop_0,4365.32,1.000
q_ind_513_pop_0,8144.35,1.000
q_ind_514_pop_0,7493.22,1.000
q_ind_515_pop_0,6021.80,1.000
q_ind_516_pop_0,7282.14,1.000
q_ind_517_pop_0,6262.53,1.000
q_ind_518_pop_0,6793.57,1.000
q_ind_519_pop_0,1299.84,1.001
q_ind_520_pop_0,4406.62,1.001
q_ind_521_pop_0,3110.65,1.000
q_ind_522_pop_0,7476.75,1.000
q_ind_523_pop_0,5675.94,1.000
q_ind_524_pop_0,5765.76,1.000
q_ind_525_pop_0,2973.77,1.000
q_ind_526_pop_0,4368.18,1.001
q_ind_527_pop_0,950.95,1.001
q_ind_528_pop_0,5014.37,1.000
q_ind_529_pop_0,4428.59,1.000
q_ind_530_pop_0,4475.17,1.000
q_ind_531_pop_0,6130.57,1.000
q_ind_532_pop_0,4004.14,1.000
q_ind_533_pop_0,7829.77,1.000
q_ind_534_pop_0,6323.31,1.000
q_ind_535_pop_0,8267.81,1.000
q_ind_536_pop_0,7628.28,1.000
q_ind_537_pop_0,8827.28,1.000
q_ind_538_pop_0,8179.68,1.000
q_ind_539_pop_0,6687.00,1.000
q_ind_540_pop_0,10568.41,1.000
q_ind_541_pop_0,8379.00,1.000
q_ind_542_pop_0,3402.60,1.001
q_ind_543_pop_0,3120.89,1.001
q_ind_544_pop_0,3031.37,1.001
q_ind_545_pop_0,5400.25,1.001
q_ind_546_pop_0,2663.77,1.000
q_ind_547_pop_0,2298.03,1.000
q_ind_548_pop_0,2120.26,1.000
q_ind_549_pop_0,1729.99,1.000
q_ind_550_pop_0,2482.43,1.000
q_ind_551_pop_0,3355.97,1.001
q_ind_552_pop_0,503.15,1.001
q_ind_553_pop_0,549.34,1.003
q_ind_554_pop_0,1021.64,1.001
q_ind_555_pop_0,4462.71,1.001
q_ind_556_pop_0,3756.62,1.001
q_ind_557_pop_0,3758.20,1.000
q_ind_558_pop_0,1168.70,1.001
q_ind_559_pop_0,1653.02,1.001
q_ind_560_pop_0,386.90,1.003
q_ind_561_pop_0,4310.16,1.000
q_ind_562_pop_0,4016.13,1.000
q_ind_563_pop_0,4933.74,1.000
q_ind_564_pop_0,915.20,1.001
q_ind_565_pop_0,1138.07,1.001
q_ind_566_pop_0,3716.43,1.000
q_ind_567_pop_0,1710.64,1.000
q_ind_568_pop_0,308.84,1.001
q_ind_569_pop_0,681.38,1.000
q_ind_570_pop_0,3584.12,1.000
q_ind_571_pop_0,2911.99,1.001
q_ind_572_pop_0,343.27,1.003
q_ind_573_pop_0,500.92,1.000
q_ind_574_pop_0,1645.66,1.000
q_ind_575_pop_0,1442.92,1.000
q_ind_576_pop_0,1079.54,1.000
q_ind_577_pop_0,1203.52,1.001
q_ind_578_pop_0,3333.95,1.000
q_ind_579_pop_0,5542.87,1.000
q_ind_580_pop_0,8182.43,1.000
q_ind_581_pop_0,8205.99,1.001
q_ind_582_pop_0,4268.12,1.000
q_ind_583_pop_0,1413.71,1.000
q_ind_584_pop_0,5364.43,1.000
q_ind_585_pop_0,3255.08,1.000
q_ind_586_pop_0,7442.94,1.000
q_ind_587_pop_0,8610.06,1.000
q_ind_588_pop_0,1520.16,1.001
q_ind_589_pop_0,1406.95,1.000
q_ind_590_pop_0,1773.54,1.000
q_ind_591_pop_0,1300.76,1.000
q_ind_592_pop_0,1965.30,1.001
q_ind_593_pop_0,2275.09,1.000
q_ind_594_pop_0,2357.82,1.000
q_ind_595_pop_0,1043.47,1.003
q_ind_596_pop_0,726.18,1.004
q_ind_597_pop_0,3018.69,1.000
q_ind_598_pop_0,4147.77,1.000
q_ind_599_pop_0,9162.05,1.000
q_ind_600_pop_0,3605.81,1.001
q_ind_601_pop_0,842.95,1.002
q_ind_602_pop_0,2903.75,1.000
q_ind_603_pop_0,3670.92,1.000
q_ind_604_pop_0,1033.79,1.002
q_ind_605_pop_0,1578.86,1.002
q_ind_606_pop_0,3116.25,1.000
q_ind_607_pop_0,1556.28,1.001
q_ind_608_pop_0,1721.31,1.000
q_ind_609_pop_0,8344.63,1.000
q_ind_610_pop_0,5365.43,1.000
q_ind_611_pop_0,5496.57,1.000
q_ind_612_pop_0,5384.03,1.000
q_ind_613_pop_0,5557.95,1.001
q_ind_614_pop_0,8535.76,1.000
q_ind_615_pop_0,7047.65,1.000
q_ind_616_pop_0,8647.40,1.000
q_ind_617_pop_0,5222.70,1.000
q_ind_618_pop_0,8687.07,1.000
q_ind_619_pop_0,1462.55,1.003
q_ind_620_pop_0,697.90,1.001
q_ind_621_pop_0,4468.64,1.000
q_ind_622_pop_0,1241.84,1.001
q_ind_623_pop_0,2845.67,1.000
q_ind_624_pop_0,2039.40,1.002
q_ind_625_pop_0,3986.33,1.000
q_ind_626_pop_0,831.97,1.002
q_ind_627_pop_0,2474.27,1.000
q_ind_628_pop_0,3260.58,1.002
q_ind_629_pop_0,6766.08,1.000
q_ind_630_pop_0,2264.48,1.000
q_ind_631_pop_0,7673.63,1.000
q_ind_632_pop_0,8152.31,1.000
q_ind_633_pop_0,998.01,1.001
q_ind_634_pop_0,2351.26,1.000
q_ind_635_pop_0,4289.43,1.001
q_ind_636_pop_0,3320.10,1.000
q_ind_637_pop_0,2236.59,1.000
q_ind_638_pop_0,5242.10,1.001
q_ind_639_pop_0,3731.06,1.000
q_ind_640_pop_0,4456.68,1.000
q_ind_641_pop_0,2962.29,1.000
q_ind_642_pop_0,3741.33,1.000
q_ind_643_pop_0,3823.99,1.000
q_ind_644_pop_0,4642.42,1.000
q_ind_645_pop_0,4320.43,1.000
q_ind_646_pop_0,2824.09,1.001
q_ind_647_pop_0,2255.38,1.000
q_ind_648_pop_0,319.80,1.006
q_ind_649_pop_0,6861.23,1.000
q_ind_650_pop_0,7735.77,1.000
q_ind_651_pop_0,10072.70,1.000
q_ind_652_pop_0,11614.14,1.000
q_ind_653_pop_0,6186.13,1.000
q_ind_654_pop_0,2911.22,1.000
q_ind_655_pop_0,5445.60,1.000
q_ind_656_pop_0,5610.76,1.000
q_ind_657_pop_0,5935.27,1.000
q_ind_658_pop_0,2837.30,1.000
q_ind_659_pop_0,965.80,1.001
q_ind_660_pop_0,3134.62,1.000
q_ind_661_pop_0,2486.54,1.002
q_ind_662_pop_0,3319.34,1.000
q_ind_663_pop_0,9784.05,1.000
q_ind_664_pop_0,2130.25,1.002
q_ind_665_pop_0,3698.34,1.000
q_ind_666_pop_0,4758.91,1.000
q_ind_667_pop_0,963.32,1.000
