param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_86_pop_0,5593.45,1.000
q_ind_87_pop_0,6081.53,1.000
q_ind_88_pop_0,254.73,1.010
q_ind_89_pop_0,5496.07,1.000
q_ind_90_pop_0,1543.47,1.001
q_ind_91_pop_0,2339.39,1.001
q_ind_92_pop_0,4321.36,1.000
q_ind_93_pop_0,4161.06,1.000
q_ind_94_pop_0,650.76,1.006
q_ind_95_pop_0,4006.52,1.000
q_ind_96_pop_0,3362.74,1.002
q_ind_97_pop_0,1209.42,1.000
q_ind_98_pop_0,2405.67,1.000
q_ind_99_pop_0,1.50,5472.428
q_ind_100_pop_0,4982.43,1.000
q_ind_101_pop_0,1.50,88.806
q_ind_102_pop_0,1.50,148.939
q_ind_103_pop_0,494.31,1.005
q_ind_104_pop_0,5082.47,1.000
q_ind_105_pop_0,517.18,1.008
q_ind_106_pop_0,1.50,132.706
q_ind_107_pop_0,1.50,2972.474
q_ind_108_pop_0,1.50,2876.513
q_ind_109_pop_0,2.16,2.748
q_ind_110_pop_0,1.50,54.136
q_ind_111_pop_0,1.50,2497.446
q_ind_112_pop_0,7.09,1.028
q_ind_113_pop_0,1.50,244.001
q_ind_114_pop_0,1.50,4661.395
q_ind_115_pop_0,1.50,1403.720
q_ind_116_pop_0,1.50,201.706
q_ind_117_pop_0,1.50,810.051
q_ind_118_pop_0,1.50,148.323
q_ind_119_pop_0,15.55,1.126
q_ind_120_pop_0,1.60,3.832
q_ind_121_pop_0,92.94,1.012
q_ind_122_pop_0,2488.07,1.000
q_ind_123_pop_0,43.16,1.037
q_ind_124_pop_0,16.09,1.063
q_ind_125_pop_0,1.56,3.931
q_ind_126_pop_0,2.42,1.959
q_ind_127_pop_0,1.56,3.522
q_ind_128_pop_0,1.57,12.387
q_ind_129_pop_0,589.79,1.016
q_ind_130_pop_0,1.51,5.981
q_ind_131_pop_0,171.59,1.016
q_ind_132_pop_0,14.22,1.070
q_ind_133_pop_0,4527.61,1.000
q_ind_134_pop_0,7466.96,1.000
q_ind_135_pop_0,3810.24,1.000
q_ind_136_pop_0,3701.17,1.001
q_ind_137_pop_0,4574.12,1.000
q_ind_138_pop_0,6383.70,1.000
q_ind_139_pop_0,4408.24,1.001
q_ind_140_pop_0,1197.34,1.000
q_ind_141_pop_0,5051.21,1.001
q_ind_142_pop_0,1006.08,1.000
q_ind_143_pop_0,2548.09,1.002
q_ind_144_pop_0,3592.25,1.001
q_ind_145_pop_0,1515.88,1.000
q_ind_146_pop_0,3559.56,1.000
q_ind_147_pop_0,1.53,10.206
q_ind_148_pop_0,847.48,1.001
q_ind_149_pop_0,1.50,215.876
q_ind_150_pop_0,2.00,3.274
q_ind_151_pop_0,1.50,265.774
q_ind_152_pop_0,1.79,4.211
q_ind_153_pop_0,1.50,109.462
q_ind_154_pop_0,2.37,2.497
q_ind_155_pop_0,1.50,182.933
q_ind_156_pop_0,1.50,368.368
q_ind_157_pop_0,1.50,4583.583
q_ind_158_pop_0,1.50,3349.896
q_ind_159_pop_0,1.50,319.160
q_ind_160_pop_0,1.50,202.058
q_ind_161_pop_0,1.50,260.576
q_ind_162_pop_0,1.90,3.410
q_ind_163_pop_0,1.50,2373.230
q_ind_164_pop_0,1.99,3.037
q_ind_165_pop_0,121.46,1.026
q_ind_166_pop_0,95.54,1.175
q_ind_167_pop_0,1.50,463.943
q_ind_168_pop_0,1.50,3555.247
q_ind_169_pop_0,1.55,10.793
q_ind_170_pop_0,424.16,1.007
q_ind_171_pop_0,1.49,4.467
q_ind_172_pop_0,238.32,1.059
q_ind_173_pop_0,2848.66,1.012
q_ind_174_pop_0,1510.84,1.002
q_ind_175_pop_0,152.01,1.011
q_ind_176_pop_0,1.53,5.220
q_ind_177_pop_0,73.67,1.012
q_ind_178_pop_0,1.51,9.196
q_ind_179_pop_0,1.77,2.160
q_ind_180_pop_0,1.72,2.156
q_ind_181_pop_0,1.74,2.359
q_ind_182_pop_0,8462.93,1.001
q_ind_183_pop_0,6426.94,1.000
q_ind_184_pop_0,4391.89,1.002
q_ind_185_pop_0,3427.06,1.002
q_ind_186_pop_0,6433.76,1.000
q_ind_187_pop_0,8783.81,1.000
q_ind_188_pop_0,6986.49,1.000
q_ind_189_pop_0,7499.35,1.000
q_ind_190_pop_0,3521.34,1.001
q_ind_191_pop_0,8420.29,1.000
q_ind_192_pop_0,7388.67,1.001
q_ind_193_pop_0,7135.82,1.000
q_ind_194_pop_0,11102.00,1.000
q_ind_195_pop_0,5370.54,1.001
q_ind_196_pop_0,3529.40,1.001
q_ind_197_pop_0,7224.63,1.000
q_ind_198_pop_0,7369.37,1.000
q_ind_199_pop_0,8403.15,1.000
q_ind_200_pop_0,9771.06,1.000
q_ind_201_pop_0,7585.23,1.000
q_ind_202_pop_0,313.11,1.019
q_ind_203_pop_0,5464.38,1.000
q_ind_204_pop_0,3260.05,1.001
q_ind_205_pop_0,3791.44,1.001
q_ind_206_pop_0,2691.23,1.002
q_ind_207_pop_0,4031.95,1.001
q_ind_208_pop_0,3218.37,1.000
q_ind_209_pop_0,4209.37,1.003
q_ind_210_pop_0,4693.95,1.001
q_ind_211_pop_0,4392.23,1.000
q_ind_212_pop_0,4157.99,1.000
q_ind_213_pop_0,4377.03,1.000
q_ind_214_pop_0,1134.87,1.004
q_ind_215_pop_0,4502.79,1.000
q_ind_216_pop_0,850.81,1.019
q_ind_217_pop_0,4952.09,1.000
q_ind_218_pop_0,4999.66,1.000
q_ind_219_pop_0,3454.66,1.000
q_ind_220_pop_0,272.68,1.010
q_ind_221_pop_0,224.58,1.026
q_ind_222_pop_0,688.63,1.006
q_ind_223_pop_0,3168.91,1.001
q_ind_224_pop_0,77.37,1.072
q_ind_225_pop_0,187.55,1.010
q_ind_226_pop_0,3353.04,1.001
q_ind_227_pop_0,1198.27,1.006
q_ind_228_pop_0,2966.53,1.000
q_ind_229_pop_0,2054.49,1.003
q_ind_230_pop_0,4775.22,1.000
q_ind_231_pop_0,1969.30,1.000
q_ind_232_pop_0,1813.63,1.000
q_ind_233_pop_0,2668.08,1.002
q_ind_234_pop_0,4071.00,1.000
q_ind_235_pop_0,4188.87,1.000
q_ind_236_pop_0,594.70,1.007
q_ind_237_pop_0,883.35,1.002
q_ind_238_pop_0,3023.27,1.000
q_ind_239_pop_0,2763.17,1.000
q_ind_240_pop_0,1424.32,1.001
q_ind_241_pop_0,1.61,5.363
q_ind_242_pop_0,1.60,6.882
q_ind_243_pop_0,1.54,5.654
q_ind_244_pop_0,1.65,5.888
q_ind_245_pop_0,1.84,3.394
q_ind_246_pop_0,1.86,3.199
q_ind_247_pop_0,3.27,1.827
q_ind_248_pop_0,4077.06,1.001
q_ind_249_pop_0,1691.35,1.002
q_ind_250_pop_0,1.50,8.799
q_ind_251_pop_0,3818.37,1.001
q_ind_252_pop_0,2858.21,1.001
q_ind_253_pop_0,4827.07,1.000
q_ind_254_pop_0,2032.77,1.000
q_ind_255_pop_0,301.87,1.009
q_ind_256_pop_0,2666.15,1.001
q_ind_257_pop_0,1256.38,1.002
q_ind_258_pop_0,1015.90,1.000
q_ind_259_pop_0,1678.84,1.001
q_ind_260_pop_0,64.22,1.026
q_ind_261_pop_0,1688.01,1.012
q_ind_262_pop_0,313.79,1.007
q_ind_263_pop_0,2381.65,1.000
q_ind_264_pop_0,144.85,1.011
q_ind_265_pop_0,1764.08,1.007
q_ind_266_pop_0,442.10,1.006
q_ind_267_pop_0,1.57,10.549
q_ind_268_pop_0,3233.87,1.001
q_ind_269_pop_0,4762.36,1.000
q_ind_270_pop_0,109.93,1.050
q_ind_271_pop_0,1952.67,1.001
q_ind_272_pop_0,1.57,11.202
q_ind_273_pop_0,1.64,7.497
q_ind_274_pop_0,3247.32,1.001
q_ind_275_pop_0,1148.72,1.000
q_ind_276_pop_0,1897.61,1.000
q_ind_277_pop_0,801.61,1.002
q_ind_278_pop_0,3643.78,1.001
q_ind_279_pop_0,1701.72,1.002
q_ind_280_pop_0,2577.27,1.001
q_ind_281_pop_0,322.65,1.024
q_ind_282_pop_0,3715.52,1.001
q_ind_283_pop_0,1773.07,1.000
q_ind_284_pop_0,5097.54,1.000
q_ind_285_pop_0,3042.64,1.001
q_ind_286_pop_0,3598.42,1.001
q_ind_287_pop_0,249.56,1.016
q_ind_288_pop_0,506.74,1.006
q_ind_289_pop_0,1826.80,1.000
q_ind_290_pop_0,467.28,1.006
q_ind_291_pop_0,2449.76,1.001
q_ind_292_pop_0,133.26,1.003
q_ind_293_pop_0,868.05,1.001
q_ind_294_pop_0,1.54,15.188
q_ind_295_pop_0,1.52,18.808
q_ind_296_pop_0,163.92,1.006
q_ind_297_pop_0,1.55,3.895
q_ind_298_pop_0,8.83,1.855
q_ind_299_pop_0,996.30,1.001
q_ind_300_pop_0,8.38,1.899
q_ind_301_pop_0,2529.90,1.001
q_ind_302_pop_0,2606.15,1.000
q_ind_303_pop_0,2198.45,1.001
q_ind_304_pop_0,642.42,1.007
q_ind_305_pop_0,1501.86,1.000
q_ind_306_pop_0,1.61,8.262
q_ind_307_pop_0,1.68,6.973
q_ind_308_pop_0,1.69,7.150
q_ind_309_pop_0,1.60,6.233
q_ind_310_pop_0,1.74,6.719
q_ind_311_pop_0,1.62,9.285
q_ind_312_pop_0,1.66,7.726
q_ind_313_pop_0,22.89,1.025
q_ind_314_pop_0,2115.86,1.000
q_ind_315_pop_0,1865.61,1.000
q_ind_316_pop_0,2445.67,1.002
q_ind_317_pop_0,4258.05,1.000
q_ind_318_pop_0,481.91,1.000
q_ind_319_pop_0,8264.62,1.000
q_ind_320_pop_0,853.71,1.001
q_ind_321_pop_0,7260.50,1.000
q_ind_322_pop_0,6702.98,1.000
q_ind_323_pop_0,9022.40,1.000
q_ind_324_pop_0,7439.15,1.000
q_ind_325_pop_0,6864.03,1.001
q_ind_326_pop_0,5944.77,1.000
q_ind_327_pop_0,8475.03,1.000
q_ind_328_pop_0,2549.53,1.000
q_ind_329_pop_0,1174.66,1.001
q_ind_330_pop_0,3409.59,1.000
q_ind_331_pop_0,6359.55,1.001
q_ind_332_pop_0,5854.33,1.000
q_ind_333_pop_0,3532.12,1.000
q_ind_334_pop_0,1259.84,1.001
q_ind_335_pop_0,4133.66,1.001
q_ind_336_pop_0,2922.78,1.002
q_ind_337_pop_0,1651.15,1.002
q_ind_338_pop_0,2084.22,1.000
q_ind_339_pop_0,2850.28,1.000
q_ind_340_pop_0,4224.12,1.001
q_ind_341_pop_0,2803.00,1.000
q_ind_342_pop_0,3223.49,1.000
q_ind_343_pop_0,1289.54,1.000
q_ind_344_pop_0,6167.39,1.000
q_ind_345_pop_0,1327.07,1.004
q_ind_346_pop_0,2426.33,1.001
q_ind_347_pop_0,2399.23,1.002
q_ind_348_pop_0,3006.77,1.001
q_ind_349_pop_0,1866.21,1.000
q_ind_350_pop_0,5415.88,1.000
q_ind_351_pop_0,1909.91,1.000
q_ind_352_pop_0,4757.57,1.000
q_ind_353_pop_0,2879.84,1.000
q_ind_354_pop_0,6137.89,1.000
q_ind_355_pop_0,2749.01,1.002
q_ind_356_pop_0,3712.86,1.001
q_ind_357_pop_0,5509.31,1.000
q_ind_358_pop_0,5146.31,1.000
q_ind_359_pop_0,1587.30,1.000
q_ind_360_pop_0,5569.05,1.000
q_ind_361_pop_0,2301.28,1.000
q_ind_362_pop_0,6369.97,1.000
q_ind_363_pop_0,7225.01,1.000
q_ind_364_pop_0,6081.17,1.000
q_ind_365_pop_0,7321.42,1.000
q_ind_366_pop_0,6694.76,1.000
q_ind_367_pop_0,6327.26,1.000
q_ind_368_pop_0,4891.36,1.000
q_ind_369_pop_0,9461.44,1.000
q_ind_370_pop_0,5774.23,1.000
q_ind_371_pop_0,6688.84,1.000
q_ind_372_pop_0,6719.34,1.000
q_ind_373_pop_0,6953.67,1.000
q_ind_374_pop_0,5299.95,1.001
q_ind_375_pop_0,4871.83,1.000
q_ind_376_pop_0,7992.49,1.000
q_ind_377_pop_0,9064.68,1.000
q_ind_378_pop_0,3136.26,1.000
q_ind_379_pop_0,9609.96,1.000
q_ind_380_pop_0,11041.46,1.000
q_ind_381_pop_0,2864.48,1.000
q_ind_382_pop_0,6161.24,1.000
q_ind_383_pop_0,8487.17,1.000
q_ind_384_pop_0,6065.05,1.000
q_ind_385_pop_0,5697.65,1.000
q_ind_386_pop_0,8802.74,1.000
q_ind_387_pop_0,4485.83,1.001
q_ind_388_pop_0,9094.57,1.000
q_ind_389_pop_0,8307.46,1.000
q_ind_390_pop_0,1138.46,1.001
q_ind_391_pop_0,5102.17,1.000
q_ind_392_pop_0,7129.09,1.000
q_ind_393_pop_0,4857.01,1.000
q_ind_394_pop_0,5954.44,1.000
q_ind_395_pop_0,7923.11,1.000
q_ind_396_pop_0,5967.48,1.001
q_ind_397_pop_0,5390.01,1.000
q_ind_398_pop_0,6295.09,1.001
q_ind_399_pop_0,8044.59,1.000
q_ind_400_pop_0,6321.34,1.000
q_ind_401_pop_0,7914.31,1.000
q_ind_402_pop_0,9316.77,1.000
q_ind_403_pop_0,6915.50,1.000
q_ind_404_pop_0,6910.53,1.001
q_ind_405_pop_0,5917.01,1.000
q_ind_406_pop_0,3007.53,1.000
q_ind_407_pop_0,7632.08,1.000
q_ind_408_pop_0,5138.44,1.000
q_ind_409_pop_0,8727.31,1.000
q_ind_410_pop_0,5075.52,1.000
q_ind_411_pop_0,8300.64,1.000
q_ind_412_pop_0,4893.70,1.000
q_ind_413_pop_0,3079.78,1.000
q_ind_414_pop_0,5486.35,1.000
q_ind_415_pop_0,4221.57,1.000
q_ind_416_pop_0,8613.95,1.000
q_ind_417_pop_0,9514.85,1.000
q_ind_418_pop_0,8436.48,1.000
q_ind_419_pop_0,7843.59,1.000
q_ind_420_pop_0,8717.52,1.001
q_ind_421_pop_0,5863.95,1.000
q_ind_422_pop_0,9056.62,1.000
q_ind_423_pop_0,8267.11,1.000
q_ind_424_pop_0,6936.40,1.000
q_ind_425_pop_0,8349.50,1.001
q_ind_426_pop_0,4466.29,1.000
q_ind_427_pop_0,8311.43,1.000
q_ind_428_pop_0,6941.27,1.000
q_ind_429_pop_0,5830.75,1.000
q_ind_430_pop_0,4687.52,1.001
q_ind_431_pop_0,9421.04,1.000
q_ind_432_pop_0,8312.96,1.000
q_ind_433_pop_0,1819.65,1.000
q_ind_434_pop_0,4812.79,1.000
q_ind_435_pop_0,8346.79,1.000
q_ind_436_pop_0,7053.09,1.000
q_ind_437_pop_0,6182.29,1.000
q_ind_438_pop_0,9151.79,1.000
q_ind_439_pop_0,2468.88,1.000
q_ind_440_pop_0,7889.77,1.001
q_ind_441_pop_0,6307.21,1.000
q_ind_442_pop_0,1198.42,1.000
q_ind_443_pop_0,7217.25,1.001
q_ind_444_pop_0,4429.20,1.001
q_ind_445_pop_0,5105.30,1.001
q_ind_446_pop_0,4683.13,1.000
q_ind_447_pop_0,3628.23,1.000
q_ind_448_pop_0,4500.15,1.001
q_ind_449_pop_0,1827.18,1.003
q_ind_450_pop_0,5079.93,1.002
q_ind_451_pop_0,3383.04,1.001
q_ind_452_pop_0,6203.08,1.000
q_ind_453_pop_0,2276.64,1.002
q_ind_454_pop_0,2391.16,1.002
q_ind_455_pop_0,6340.30,1.002
q_ind_456_pop_0,3899.62,1.002
q_ind_457_pop_0,2553.89,1.001
q_ind_458_pop_0,4999.60,1.001
q_ind_459_pop_0,5734.52,1.003
q_ind_460_pop_0,5374.73,1.000
q_ind_461_pop_0,10882.47,1.000
q_ind_462_pop_0,7356.30,1.000
q_ind_463_pop_0,9605.21,1.000
q_ind_464_pop_0,6842.03,1.000
q_ind_465_pop_0,5051.29,1.000
q_ind_466_pop_0,6681.73,1.002
q_ind_467_pop_0,4661.64,1.000
q_ind_468_pop_0,4480.75,1.002
q_ind_469_pop_0,4074.33,1.002
q_ind_470_pop_0,7507.60,1.000
q_ind_471_pop_0,8456.25,1.000
q_ind_472_pop_0,3572.44,1.000
q_ind_473_pop_0,3506.71,1.000
q_ind_474_pop_0,3951.03,1.000
q_ind_475_pop_0,7269.48,1.000
q_ind_476_pop_0,4048.24,1.001
q_ind_477_pop_0,2700.61,1.000
q_ind_478_pop_0,3296.38,1.000
q_ind_479_pop_0,2294.76,1.000
q_ind_480_pop_0,2360.04,1.000
q_ind_481_pop_0,3308.29,1.000
q_ind_482_pop_0,4129.44,1.000
q_ind_483_pop_0,5448.70,1.000
q_ind_484_pop_0,5101.90,1.001
q_ind_485_pop_0,3860.22,1.001
q_ind_486_pop_0,7186.45,1.000
q_ind_487_pop_0,7196.47,1.000
q_ind_488_pop_0,5899.13,1.000
q_ind_489_pop_0,14.79,1.425
q_ind_490_pop_0,7386.85,1.000
q_ind_491_pop_0,1083.41,1.000
q_ind_492_pop_0,122.26,1.007
q_ind_493_pop_0,5262.27,1.000
q_ind_494_pop_0,807.64,1.002
q_ind_495_pop_0,7256.10,1.000
q_ind_496_pop_0,9472.80,1.000
q_ind_497_pop_0,6318.48,1.000
q_ind_498_pop_0,10083.75,1.000
q_ind_499_pop_0,7564.13,1.000
q_ind_500_pop_0,7334.19,1.000
q_ind_501_pop_0,11516.02,1.000
q_ind_502_pop_0,5514.36,1.000
q_ind_503_pop_0,10707.70,1.000
q_ind_504_pop_0,8097.58,1.000
q_ind_505_pop_0,6564.39,1.000
q_ind_506_pop_0,7430.50,1.000
q_ind_507_pop_0,4167.32,1.000
q_ind_508_pop_0,7310.17,1.000
q_ind_509_pop_0,6191.99,1.000
q_ind_510_pop_0,5349.39,1.000
q_ind_511_pop_0,7782.95,1.000
q_ind_512_pop_0,5955.52,1.000
q_ind_513_pop_0,8621.66,1.000
q_ind_514_pop_0,10443.99,1.000
q_ind_515_pop_0,7941.44,1.000
q_ind_516_pop_0,8053.61,1.000
q_ind_517_pop_0,9453.56,1.000
q_ind_518_pop_0,8894.97,1.000
q_ind_519_pop_0,961.07,1.009
q_ind_520_pop_0,2293.42,1.000
q_ind_521_pop_0,975.18,1.008
q_ind_522_pop_0,3848.73,1.000
q_ind_523_pop_0,3719.63,1.000
q_ind_524_pop_0,5344.82,1.000
q_ind_525_pop_0,6124.71,1.001
q_ind_526_pop_0,7080.77,1.000
q_ind_527_pop_0,6290.10,1.000
q_ind_528_pop_0,7996.56,1.000
q_ind_529_pop_0,7702.43,1.000
q_ind_530_pop_0,4008.01,1.001
q_ind_531_pop_0,6150.74,1.000
q_ind_532_pop_0,2478.94,1.000
q_ind_533_pop_0,6780.66,1.000
q_ind_534_pop_0,7004.66,1.000
q_ind_535_pop_0,10409.02,1.000
q_ind_536_pop_0,7790.02,1.000
q_ind_537_pop_0,9439.97,1.000
q_ind_538_pop_0,9474.24,1.000
q_ind_539_pop_0,10195.39,1.000
q_ind_540_pop_0,7892.45,1.000
q_ind_541_pop_0,9274.72,1.000
q_ind_542_pop_0,5435.08,1.000
q_ind_543_pop_0,4463.60,1.000
q_ind_544_pop_0,6677.47,1.001
q_ind_545_pop_0,5352.99,1.000
q_ind_546_pop_0,6972.19,1.000
q_ind_547_pop_0,577.37,1.003
q_ind_548_pop_0,2690.58,1.000
q_ind_549_pop_0,2085.48,1.002
q_ind_550_pop_0,6304.11,1.001
q_ind_551_pop_0,3479.02,1.000
q_ind_552_pop_0,2433.53,1.001
q_ind_553_pop_0,4070.30,1.001
q_ind_554_pop_0,3194.60,1.001
q_ind_555_pop_0,3285.66,1.000
q_ind_556_pop_0,5755.57,1.000
q_ind_557_pop_0,6044.69,1.001
q_ind_558_pop_0,8283.61,1.000
q_ind_559_pop_0,4855.25,1.000
q_ind_560_pop_0,2022.62,1.000
q_ind_561_pop_0,3909.72,1.000
q_ind_562_pop_0,5947.98,1.000
q_ind_563_pop_0,3049.03,1.000
q_ind_564_pop_0,5196.09,1.000
q_ind_565_pop_0,3233.65,1.000
q_ind_566_pop_0,5986.54,1.000
q_ind_567_pop_0,7084.81,1.000
q_ind_568_pop_0,2357.75,1.001
q_ind_569_pop_0,2864.78,1.001
q_ind_570_pop_0,6163.23,1.001
q_ind_571_pop_0,5845.78,1.000
q_ind_572_pop_0,4273.61,1.000
q_ind_573_pop_0,8051.80,1.001
q_ind_574_pop_0,1.59,4.055
q_ind_575_pop_0,5249.71,1.002
q_ind_576_pop_0,1.57,3.643
q_ind_577_pop_0,1.57,3.680
q_ind_578_pop_0,3909.22,1.000
q_ind_579_pop_0,7212.59,1.000
q_ind_580_pop_0,8827.68,1.000
q_ind_581_pop_0,6888.06,1.000
q_ind_582_pop_0,3582.47,1.001
q_ind_583_pop_0,3205.29,1.001
q_ind_584_pop_0,6753.18,1.000
q_ind_585_pop_0,4059.69,1.001
q_ind_586_pop_0,7905.94,1.000
q_ind_587_pop_0,9261.22,1.000
q_ind_588_pop_0,3373.47,1.001
q_ind_589_pop_0,3282.63,1.001
q_ind_590_pop_0,4533.76,1.001
q_ind_591_pop_0,2228.28,1.001
q_ind_592_pop_0,6109.99,1.000
q_ind_593_pop_0,4114.15,1.000
q_ind_594_pop_0,4993.56,1.000
q_ind_595_pop_0,3373.12,1.000
q_ind_596_pop_0,5764.41,1.000
q_ind_597_pop_0,1419.47,1.003
q_ind_598_pop_0,2826.96,1.001
q_ind_599_pop_0,8576.56,1.000
q_ind_600_pop_0,7600.28,1.000
q_ind_601_pop_0,4081.06,1.000
q_ind_602_pop_0,3529.38,1.000
q_ind_603_pop_0,3575.80,1.000
q_ind_604_pop_0,4327.31,1.002
q_ind_605_pop_0,4661.16,1.001
q_ind_606_pop_0,7117.33,1.000
q_ind_607_pop_0,2720.31,1.002
q_ind_608_pop_0,3598.97,1.001
q_ind_609_pop_0,5130.44,1.000
q_ind_610_pop_0,7591.76,1.000
q_ind_611_pop_0,4817.13,1.000
q_ind_612_pop_0,7019.86,1.000
q_ind_613_pop_0,7632.12,1.001
q_ind_614_pop_0,9567.69,1.000
q_ind_615_pop_0,8464.64,1.000
q_ind_616_pop_0,8063.66,1.000
q_ind_617_pop_0,8612.68,1.000
q_ind_618_pop_0,6964.59,1.000
q_ind_619_pop_0,5288.50,1.000
q_ind_620_pop_0,2035.53,1.000
q_ind_621_pop_0,6731.92,1.000
q_ind_622_pop_0,3929.76,1.000
q_ind_623_pop_0,4823.23,1.001
q_ind_624_pop_0,3212.06,1.000
q_ind_625_pop_0,2813.02,1.001
q_ind_626_pop_0,3233.53,1.000
q_ind_627_pop_0,4293.61,1.000
q_ind_628_pop_0,1484.70,1.002
q_ind_629_pop_0,6872.31,1.000
q_ind_630_pop_0,2762.06,1.001
q_ind_631_pop_0,6338.47,1.000
q_ind_632_pop_0,8711.96,1.000
q_ind_633_pop_0,1955.71,1.005
q_ind_634_pop_0,6746.44,1.000
q_ind_635_pop_0,8827.10,1.000
q_ind_636_pop_0,9006.60,1.000
q_ind_637_pop_0,6366.18,1.000
q_ind_638_pop_0,1596.20,1.001
q_ind_639_pop_0,6597.05,1.000
q_ind_640_pop_0,7839.04,1.000
q_ind_641_pop_0,5108.13,1.000
q_ind_642_pop_0,6662.34,1.000
q_ind_643_pop_0,7153.40,1.000
q_ind_644_pop_0,7965.55,1.000
q_ind_645_pop_0,5946.91,1.000
q_ind_646_pop_0,7623.98,1.000
q_ind_647_pop_0,6744.93,1.001
q_ind_648_pop_0,20.94,1.091
q_ind_649_pop_0,4412.59,1.000
q_ind_650_pop_0,7634.70,1.000
q_ind_651_pop_0,10123.06,1.001
q_ind_652_pop_0,8657.23,1.000
q_ind_653_pop_0,2882.69,1.001
q_ind_654_pop_0,267.35,1.013
q_ind_655_pop_0,3580.94,1.001
q_ind_656_pop_0,3317.87,1.000
q_ind_657_pop_0,6313.51,1.000
q_ind_658_pop_0,9517.58,1.000
q_ind_659_pop_0,2669.81,1.000
q_ind_660_pop_0,2679.74,1.002
q_ind_661_pop_0,1968.55,1.001
q_ind_662_pop_0,6970.26,1.000
q_ind_663_pop_0,7372.32,1.000
q_ind_664_pop_0,6564.48,1.001
q_ind_665_pop_0,3383.22,1.001
q_ind_666_pop_0,2732.18,1.000
q_ind_667_pop_0,1158.09,1.001
q_ind_668_pop_0,9693.75,1.000
q_ind_669_pop_0,6247.88,1.001
q_ind_670_pop_0,6858.01,1.000
