param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_157_pop_0,6644.22,1.000
q_ind_158_pop_0,7291.76,1.000
q_ind_159_pop_0,1976.93,1.000
q_ind_160_pop_0,3493.28,1.000
q_ind_161_pop_0,3683.08,1.000
q_ind_162_pop_0,3805.85,1.000
q_ind_163_pop_0,3380.79,1.000
q_ind_164_pop_0,936.28,1.000
q_ind_165_pop_0,2185.24,1.000
q_ind_166_pop_0,3082.91,1.000
q_ind_167_pop_0,6607.36,1.000
q_ind_168_pop_0,6916.83,1.000
q_ind_169_pop_0,1093.45,1.001
q_ind_170_pop_0,668.39,1.011
q_ind_171_pop_0,3869.58,1.001
q_ind_172_pop_0,535.94,1.001
q_ind_173_pop_0,4390.08,1.000
q_ind_174_pop_0,2190.21,1.000
q_ind_175_pop_0,5652.55,1.000
q_ind_176_pop_0,5677.23,1.000
q_ind_177_pop_0,577.81,1.003
q_ind_178_pop_0,671.82,1.005
q_ind_179_pop_0,105.21,1.041
q_ind_180_pop_0,6784.34,1.000
q_ind_181_pop_0,5601.36,1.000
q_ind_182_pop_0,7408.29,1.000
q_ind_183_pop_0,7292.21,1.000
q_ind_184_pop_0,4463.66,1.000
q_ind_185_pop_0,8269.16,1.001
q_ind_186_pop_0,5684.40,1.000
q_ind_187_pop_0,8326.74,1.000
q_ind_188_pop_0,8367.55,1.000
q_ind_189_pop_0,6566.45,1.000
q_ind_190_pop_0,6639.20,1.000
q_ind_191_pop_0,8212.20,1.000
q_ind_192_pop_0,8545.45,1.000
q_ind_193_pop_0,7983.75,1.001
q_ind_194_pop_0,10916.30,1.000
q_ind_195_pop_0,7942.04,1.000
q_ind_196_pop_0,9285.71,1.000
q_ind_197_pop_0,6810.44,1.001
q_ind_198_pop_0,9434.01,1.000
q_ind_199_pop_0,9639.01,1.000
q_ind_200_pop_0,9874.26,1.000
q_ind_201_pop_0,9937.37,1.000
q_ind_202_pop_0,5534.66,1.000
q_ind_203_pop_0,5913.87,1.000
q_ind_204_pop_0,5132.12,1.000
q_ind_205_pop_0,6202.46,1.000
q_ind_206_pop_0,5895.80,1.000
q_ind_207_pop_0,7637.32,1.000
q_ind_208_pop_0,5230.34,1.000
q_ind_209_pop_0,8549.20,1.000
q_ind_210_pop_0,7884.76,1.000
q_ind_211_pop_0,7001.65,1.000
q_ind_212_pop_0,7199.64,1.000
q_ind_213_pop_0,7812.03,1.000
q_ind_214_pop_0,4731.40,1.002
q_ind_215_pop_0,5941.81,1.000
q_ind_216_pop_0,1066.21,1.002
q_ind_217_pop_0,7607.28,1.000
q_ind_218_pop_0,7749.30,1.000
q_ind_219_pop_0,4849.98,1.000
q_ind_220_pop_0,4790.90,1.000
q_ind_221_pop_0,6504.11,1.001
q_ind_222_pop_0,2231.83,1.002
q_ind_223_pop_0,127.10,1.091
q_ind_224_pop_0,341.75,1.003
q_ind_225_pop_0,2434.63,1.000
q_ind_226_pop_0,627.75,1.014
q_ind_227_pop_0,1547.17,1.001
q_ind_228_pop_0,1854.99,1.001
q_ind_229_pop_0,6858.16,1.000
q_ind_230_pop_0,5061.37,1.000
q_ind_231_pop_0,5295.90,1.000
q_ind_232_pop_0,1899.96,1.002
q_ind_233_pop_0,1306.38,1.001
q_ind_234_pop_0,625.02,1.006
q_ind_235_pop_0,1914.33,1.001
q_ind_236_pop_0,84.19,1.035
q_ind_237_pop_0,103.67,1.014
q_ind_238_pop_0,2350.23,1.001
q_ind_239_pop_0,1727.05,1.002
q_ind_240_pop_0,59.49,1.032
q_ind_241_pop_0,3991.61,1.000
q_ind_242_pop_0,173.46,1.005
q_ind_243_pop_0,2866.90,1.001
q_ind_244_pop_0,472.97,1.003
q_ind_245_pop_0,972.35,1.002
q_ind_246_pop_0,733.00,1.001
q_ind_247_pop_0,302.08,1.004
q_ind_248_pop_0,1082.56,1.002
q_ind_249_pop_0,1761.96,1.000
q_ind_250_pop_0,949.42,1.001
q_ind_251_pop_0,990.25,1.001
q_ind_252_pop_0,79.22,1.016
q_ind_253_pop_0,2903.46,1.001
q_ind_254_pop_0,2260.30,1.002
q_ind_255_pop_0,349.16,1.012
q_ind_256_pop_0,470.47,1.000
q_ind_257_pop_0,1168.60,1.002
q_ind_258_pop_0,395.48,1.007
q_ind_259_pop_0,1232.18,1.004
q_ind_260_pop_0,502.86,1.003
q_ind_261_pop_0,3184.47,1.000
q_ind_262_pop_0,826.70,1.002
q_ind_263_pop_0,63.00,1.016
q_ind_264_pop_0,2173.69,1.001
q_ind_265_pop_0,2362.33,1.000
q_ind_266_pop_0,2586.04,1.005
q_ind_267_pop_0,1578.32,1.000
q_ind_268_pop_0,2511.03,1.001
q_ind_269_pop_0,3067.32,1.000
q_ind_270_pop_0,1097.14,1.001
q_ind_271_pop_0,2273.47,1.000
q_ind_272_pop_0,285.75,1.059
q_ind_273_pop_0,442.92,1.004
q_ind_274_pop_0,1353.51,1.001
q_ind_275_pop_0,64.25,1.012
q_ind_276_pop_0,512.06,1.000
q_ind_277_pop_0,773.64,1.000
q_ind_278_pop_0,1244.57,1.001
q_ind_279_pop_0,439.61,1.025
q_ind_280_pop_0,321.49,1.005
q_ind_281_pop_0,372.04,1.023
q_ind_282_pop_0,37.62,1.123
q_ind_283_pop_0,496.00,1.000
q_ind_284_pop_0,75.90,1.024
q_ind_285_pop_0,419.74,1.015
q_ind_286_pop_0,595.50,1.003
q_ind_287_pop_0,33.13,1.269
q_ind_288_pop_0,54.93,1.036
q_ind_289_pop_0,296.43,1.006
q_ind_290_pop_0,857.00,1.001
q_ind_291_pop_0,818.26,1.009
q_ind_292_pop_0,186.62,1.038
q_ind_293_pop_0,361.44,1.007
q_ind_294_pop_0,518.37,1.000
q_ind_295_pop_0,1856.46,1.002
q_ind_296_pop_0,578.12,1.006
q_ind_297_pop_0,1.76,3.146
q_ind_298_pop_0,159.68,1.129
q_ind_299_pop_0,3136.11,1.001
q_ind_300_pop_0,44.46,1.063
q_ind_301_pop_0,3169.87,1.001
q_ind_302_pop_0,381.83,1.008
q_ind_303_pop_0,1137.89,1.001
q_ind_304_pop_0,1960.16,1.000
q_ind_305_pop_0,590.09,1.002
q_ind_306_pop_0,1383.15,1.001
q_ind_307_pop_0,1560.44,1.007
q_ind_308_pop_0,943.08,1.001
q_ind_309_pop_0,30.42,1.016
q_ind_310_pop_0,1717.42,1.000
q_ind_311_pop_0,77.13,1.015
q_ind_312_pop_0,570.52,1.002
q_ind_313_pop_0,1426.94,1.002
q_ind_314_pop_0,2367.61,1.000
q_ind_315_pop_0,3866.55,1.001
q_ind_316_pop_0,2580.77,1.001
q_ind_317_pop_0,2380.02,1.000
q_ind_318_pop_0,832.97,1.001
q_ind_319_pop_0,9034.54,1.000
q_ind_320_pop_0,10.02,1.062
q_ind_321_pop_0,7210.19,1.000
q_ind_322_pop_0,6397.46,1.002
q_ind_323_pop_0,10600.52,1.000
q_ind_324_pop_0,8552.59,1.000
q_ind_325_pop_0,9225.81,1.000
q_ind_326_pop_0,7045.97,1.000
q_ind_327_pop_0,7544.17,1.000
q_ind_328_pop_0,140.65,1.020
q_ind_329_pop_0,131.17,1.029
q_ind_330_pop_0,17.72,1.040
q_ind_331_pop_0,10.50,1.078
q_ind_332_pop_0,16.04,1.052
q_ind_333_pop_0,310.62,1.022
q_ind_334_pop_0,13.05,1.040
q_ind_335_pop_0,480.66,1.025
q_ind_336_pop_0,21.62,1.028
q_ind_337_pop_0,12.26,1.077
q_ind_338_pop_0,3324.14,1.003
q_ind_339_pop_0,781.96,1.007
q_ind_340_pop_0,300.58,1.011
q_ind_341_pop_0,234.57,1.005
q_ind_342_pop_0,977.59,1.002
q_ind_343_pop_0,969.58,1.015
q_ind_344_pop_0,3822.00,1.000
q_ind_345_pop_0,163.14,1.010
q_ind_346_pop_0,1366.88,1.000
q_ind_347_pop_0,1955.27,1.000
q_ind_348_pop_0,1074.28,1.001
q_ind_349_pop_0,2278.31,1.001
q_ind_350_pop_0,3972.30,1.000
q_ind_351_pop_0,1154.61,1.007
q_ind_352_pop_0,1830.21,1.000
q_ind_353_pop_0,5165.65,1.001
q_ind_354_pop_0,3597.13,1.000
q_ind_355_pop_0,1834.94,1.001
q_ind_356_pop_0,1476.58,1.000
q_ind_357_pop_0,2884.34,1.000
q_ind_358_pop_0,4178.77,1.000
q_ind_359_pop_0,54.77,1.131
q_ind_360_pop_0,6668.25,1.000
q_ind_361_pop_0,4874.32,1.000
q_ind_362_pop_0,5434.87,1.000
q_ind_363_pop_0,6817.28,1.001
q_ind_364_pop_0,5930.69,1.001
q_ind_365_pop_0,5272.66,1.000
q_ind_366_pop_0,2082.84,1.002
q_ind_367_pop_0,5901.82,1.000
q_ind_368_pop_0,4689.36,1.000
q_ind_369_pop_0,7086.41,1.000
q_ind_370_pop_0,7041.70,1.000
q_ind_371_pop_0,5524.15,1.000
q_ind_372_pop_0,5460.00,1.000
q_ind_373_pop_0,2130.96,1.001
q_ind_374_pop_0,5614.94,1.001
q_ind_375_pop_0,1246.28,1.000
q_ind_376_pop_0,8021.34,1.001
q_ind_377_pop_0,1298.83,1.001
q_ind_378_pop_0,6982.35,1.000
q_ind_379_pop_0,4499.74,1.000
q_ind_380_pop_0,6611.67,1.000
q_ind_381_pop_0,5727.37,1.000
q_ind_382_pop_0,4437.41,1.000
q_ind_383_pop_0,9488.43,1.000
q_ind_384_pop_0,4684.48,1.000
q_ind_385_pop_0,4004.93,1.000
q_ind_386_pop_0,5079.61,1.000
q_ind_387_pop_0,3677.04,1.000
q_ind_388_pop_0,5617.57,1.000
q_ind_389_pop_0,7136.04,1.000
q_ind_390_pop_0,4061.15,1.000
q_ind_391_pop_0,2182.87,1.000
q_ind_392_pop_0,8605.16,1.000
q_ind_393_pop_0,4939.53,1.002
q_ind_394_pop_0,5551.29,1.000
q_ind_395_pop_0,5297.74,1.000
q_ind_396_pop_0,7036.55,1.000
q_ind_397_pop_0,5699.49,1.000
q_ind_398_pop_0,5876.64,1.001
q_ind_399_pop_0,8136.23,1.000
q_ind_400_pop_0,7024.19,1.000
q_ind_401_pop_0,6295.89,1.000
q_ind_402_pop_0,7686.44,1.000
q_ind_403_pop_0,7688.32,1.000
q_ind_404_pop_0,5522.18,1.000
q_ind_405_pop_0,6277.88,1.000
q_ind_406_pop_0,26.11,1.056
q_ind_407_pop_0,5042.80,1.001
q_ind_408_pop_0,7321.68,1.000
q_ind_409_pop_0,8194.44,1.000
q_ind_410_pop_0,6179.85,1.000
q_ind_411_pop_0,5469.14,1.001
q_ind_412_pop_0,2629.96,1.001
q_ind_413_pop_0,5311.56,1.000
q_ind_414_pop_0,1821.25,1.000
q_ind_415_pop_0,8056.85,1.000
q_ind_416_pop_0,3200.88,1.001
q_ind_417_pop_0,8578.23,1.000
q_ind_418_pop_0,6951.02,1.000
q_ind_419_pop_0,6625.52,1.000
q_ind_420_pop_0,4017.10,1.001
q_ind_421_pop_0,5442.61,1.000
q_ind_422_pop_0,7256.61,1.000
q_ind_423_pop_0,9942.49,1.000
q_ind_424_pop_0,6464.77,1.001
q_ind_425_pop_0,9148.55,1.000
q_ind_426_pop_0,6302.07,1.000
q_ind_427_pop_0,7730.56,1.000
q_ind_428_pop_0,751.57,1.001
q_ind_429_pop_0,886.03,1.001
q_ind_430_pop_0,858.78,1.000
q_ind_431_pop_0,8288.12,1.000
q_ind_432_pop_0,6477.06,1.000
q_ind_433_pop_0,245.74,1.001
q_ind_434_pop_0,206.90,1.001
q_ind_435_pop_0,5652.30,1.000
q_ind_436_pop_0,7209.76,1.001
q_ind_437_pop_0,9243.94,1.000
q_ind_438_pop_0,9289.19,1.000
q_ind_439_pop_0,1634.85,1.002
q_ind_440_pop_0,6952.07,1.000
q_ind_441_pop_0,4763.14,1.000
q_ind_442_pop_0,409.79,1.011
q_ind_443_pop_0,3849.83,1.000
q_ind_444_pop_0,621.56,1.002
q_ind_445_pop_0,4985.31,1.000
q_ind_446_pop_0,6481.57,1.000
q_ind_447_pop_0,3029.11,1.001
q_ind_448_pop_0,5232.03,1.000
q_ind_449_pop_0,2568.17,1.000
q_ind_450_pop_0,4963.76,1.000
q_ind_451_pop_0,3902.35,1.001
q_ind_452_pop_0,5031.67,1.002
q_ind_453_pop_0,600.77,1.004
q_ind_454_pop_0,4375.49,1.002
q_ind_455_pop_0,2976.53,1.002
q_ind_456_pop_0,5341.54,1.006
q_ind_457_pop_0,2506.74,1.001
q_ind_458_pop_0,1198.39,1.003
q_ind_459_pop_0,1164.31,1.004
q_ind_460_pop_0,4165.43,1.000
q_ind_461_pop_0,10260.96,1.000
q_ind_462_pop_0,5460.38,1.000
q_ind_463_pop_0,7403.66,1.000
q_ind_464_pop_0,5457.43,1.000
q_ind_465_pop_0,4079.09,1.000
q_ind_466_pop_0,633.14,1.000
q_ind_467_pop_0,2480.34,1.001
q_ind_468_pop_0,1725.29,1.000
q_ind_469_pop_0,2788.25,1.000
q_ind_470_pop_0,1465.92,1.000
q_ind_471_pop_0,2256.09,1.002
q_ind_472_pop_0,3075.16,1.001
q_ind_473_pop_0,1367.27,1.001
q_ind_474_pop_0,2696.07,1.000
q_ind_475_pop_0,2531.28,1.000
q_ind_476_pop_0,4021.19,1.001
q_ind_477_pop_0,4635.53,1.002
q_ind_478_pop_0,2610.58,1.000
q_ind_479_pop_0,2266.33,1.000
q_ind_480_pop_0,2296.18,1.001
q_ind_481_pop_0,2615.72,1.001
q_ind_482_pop_0,3597.38,1.000
q_ind_483_pop_0,4783.23,1.000
q_ind_484_pop_0,3681.08,1.000
q_ind_485_pop_0,4002.66,1.000
q_ind_486_pop_0,5683.58,1.000
q_ind_487_pop_0,6514.99,1.000
q_ind_488_pop_0,4758.36,1.000
q_ind_489_pop_0,1098.47,1.000
q_ind_490_pop_0,5911.01,1.000
q_ind_491_pop_0,179.40,1.063
q_ind_492_pop_0,4.28,1.066
q_ind_493_pop_0,4861.74,1.002
q_ind_494_pop_0,969.74,1.001
q_ind_495_pop_0,4515.78,1.000
q_ind_496_pop_0,11492.27,1.000
q_ind_497_pop_0,3077.67,1.000
q_ind_498_pop_0,8114.64,1.000
q_ind_499_pop_0,8476.46,1.000
q_ind_500_pop_0,7431.35,1.000
q_ind_501_pop_0,8223.02,1.000
q_ind_502_pop_0,7681.70,1.000
q_ind_503_pop_0,9338.46,1.000
q_ind_504_pop_0,7189.40,1.001
q_ind_505_pop_0,5120.15,1.000
q_ind_506_pop_0,7478.38,1.000
q_ind_507_pop_0,7403.84,1.000
q_ind_508_pop_0,7231.34,1.000
q_ind_509_pop_0,4717.20,1.001
q_ind_510_pop_0,4824.72,1.000
q_ind_511_pop_0,7736.03,1.000
q_ind_512_pop_0,8844.99,1.000
q_ind_513_pop_0,8115.40,1.000
q_ind_514_pop_0,7005.13,1.000
q_ind_515_pop_0,5073.48,1.000
q_ind_516_pop_0,8433.27,1.000
q_ind_517_pop_0,8440.56,1.000
q_ind_518_pop_0,8087.57,1.000
q_ind_519_pop_0,981.03,1.001
q_ind_520_pop_0,6284.82,1.000
q_ind_521_pop_0,2840.78,1.001
q_ind_522_pop_0,7990.38,1.000
q_ind_523_pop_0,3549.21,1.002
q_ind_524_pop_0,6436.64,1.000
q_ind_525_pop_0,7474.58,1.000
q_ind_526_pop_0,7867.21,1.000
q_ind_527_pop_0,6849.42,1.000
q_ind_528_pop_0,6239.09,1.000
q_ind_529_pop_0,5151.91,1.001
q_ind_530_pop_0,5139.15,1.000
q_ind_531_pop_0,5802.69,1.000
q_ind_532_pop_0,9127.17,1.000
q_ind_533_pop_0,6137.75,1.000
q_ind_534_pop_0,8865.65,1.000
q_ind_535_pop_0,7582.09,1.000
q_ind_536_pop_0,6161.20,1.000
q_ind_537_pop_0,9389.52,1.000
q_ind_538_pop_0,7780.75,1.000
q_ind_539_pop_0,8407.59,1.000
q_ind_540_pop_0,7795.85,1.000
q_ind_541_pop_0,6623.80,1.000
q_ind_542_pop_0,2495.77,1.002
q_ind_543_pop_0,4516.26,1.000
q_ind_544_pop_0,3705.04,1.000
q_ind_545_pop_0,5365.47,1.000
q_ind_546_pop_0,6382.68,1.000
q_ind_547_pop_0,670.51,1.002
q_ind_548_pop_0,2424.83,1.000
q_ind_549_pop_0,4468.94,1.000
q_ind_550_pop_0,5323.68,1.000
q_ind_551_pop_0,4595.03,1.003
q_ind_552_pop_0,4043.99,1.000
q_ind_553_pop_0,1514.32,1.000
q_ind_554_pop_0,3532.58,1.001
q_ind_555_pop_0,6870.46,1.000
q_ind_556_pop_0,3677.74,1.000
q_ind_557_pop_0,6378.17,1.000
q_ind_558_pop_0,7292.80,1.000
q_ind_559_pop_0,2625.99,1.001
q_ind_560_pop_0,1537.51,1.002
q_ind_561_pop_0,6008.53,1.000
q_ind_562_pop_0,5177.63,1.001
q_ind_563_pop_0,4795.49,1.001
q_ind_564_pop_0,5265.80,1.000
q_ind_565_pop_0,6479.62,1.001
q_ind_566_pop_0,4698.77,1.001
q_ind_567_pop_0,8538.84,1.000
q_ind_568_pop_0,1942.22,1.001
q_ind_569_pop_0,4632.21,1.001
q_ind_570_pop_0,3344.73,1.000
q_ind_571_pop_0,5138.22,1.001
q_ind_572_pop_0,646.81,1.001
q_ind_573_pop_0,6136.26,1.000
q_ind_574_pop_0,1020.56,1.000
q_ind_575_pop_0,2341.88,1.001
q_ind_576_pop_0,1226.05,1.003
q_ind_577_pop_0,874.81,1.000
q_ind_578_pop_0,4533.64,1.000
q_ind_579_pop_0,9051.23,1.000
q_ind_580_pop_0,3979.89,1.002
q_ind_581_pop_0,6777.32,1.000
q_ind_582_pop_0,1228.05,1.002
q_ind_583_pop_0,1577.43,1.000
q_ind_584_pop_0,4511.21,1.000
q_ind_585_pop_0,5401.05,1.000
q_ind_586_pop_0,8206.14,1.000
q_ind_587_pop_0,7090.30,1.000
q_ind_588_pop_0,3537.93,1.001
q_ind_589_pop_0,6096.65,1.000
q_ind_590_pop_0,4480.92,1.000
q_ind_591_pop_0,1661.58,1.004
q_ind_592_pop_0,5316.39,1.000
q_ind_593_pop_0,4793.10,1.000
q_ind_594_pop_0,3140.83,1.002
q_ind_595_pop_0,2698.54,1.002
q_ind_596_pop_0,6535.82,1.001
q_ind_597_pop_0,4461.61,1.001
q_ind_598_pop_0,455.54,1.004
q_ind_599_pop_0,6047.88,1.000
q_ind_600_pop_0,6508.26,1.000
q_ind_601_pop_0,759.01,1.034
q_ind_602_pop_0,3078.50,1.000
q_ind_603_pop_0,4517.82,1.000
q_ind_604_pop_0,20.80,1.068
q_ind_605_pop_0,69.12,1.083
q_ind_606_pop_0,4879.13,1.001
q_ind_607_pop_0,179.97,1.007
q_ind_608_pop_0,199.39,1.017
q_ind_609_pop_0,7215.59,1.000
q_ind_610_pop_0,4567.27,1.000
q_ind_611_pop_0,7770.27,1.000
q_ind_612_pop_0,6177.53,1.000
q_ind_613_pop_0,5961.85,1.000
q_ind_614_pop_0,6492.41,1.000
q_ind_615_pop_0,7541.83,1.000
q_ind_616_pop_0,6981.78,1.000
q_ind_617_pop_0,7549.53,1.000
q_ind_618_pop_0,7106.55,1.000
q_ind_619_pop_0,2854.58,1.000
q_ind_620_pop_0,2381.79,1.001
q_ind_621_pop_0,3806.77,1.002
q_ind_622_pop_0,1686.29,1.001
q_ind_623_pop_0,5066.54,1.000
q_ind_624_pop_0,1316.03,1.000
q_ind_625_pop_0,4628.80,1.000
q_ind_626_pop_0,2688.06,1.000
q_ind_627_pop_0,4459.60,1.000
q_ind_628_pop_0,4956.75,1.001
q_ind_629_pop_0,4524.82,1.000
q_ind_630_pop_0,4227.06,1.000
q_ind_631_pop_0,4980.56,1.000
q_ind_632_pop_0,9224.60,1.001
q_ind_633_pop_0,4585.84,1.003
q_ind_634_pop_0,5811.45,1.000
q_ind_635_pop_0,4161.92,1.000
q_ind_636_pop_0,6359.26,1.000
q_ind_637_pop_0,5255.70,1.001
q_ind_638_pop_0,5395.87,1.000
q_ind_639_pop_0,6253.15,1.002
q_ind_640_pop_0,9500.51,1.000
q_ind_641_pop_0,8984.12,1.000
q_ind_642_pop_0,5757.01,1.000
q_ind_643_pop_0,5782.74,1.000
q_ind_644_pop_0,5960.76,1.000
q_ind_645_pop_0,7592.30,1.000
q_ind_646_pop_0,7521.08,1.000
q_ind_647_pop_0,4724.41,1.000
q_ind_648_pop_0,73.59,1.014
q_ind_649_pop_0,6595.74,1.000
q_ind_650_pop_0,8517.48,1.000
q_ind_651_pop_0,9995.14,1.000
q_ind_652_pop_0,9310.77,1.000
q_ind_653_pop_0,668.65,1.002
q_ind_654_pop_0,1166.57,1.009
q_ind_655_pop_0,1490.37,1.002
q_ind_656_pop_0,1953.95,1.000
q_ind_657_pop_0,2669.99,1.000
q_ind_658_pop_0,7460.57,1.000
q_ind_659_pop_0,3114.74,1.001
q_ind_660_pop_0,202.97,1.006
q_ind_661_pop_0,313.15,1.001
q_ind_662_pop_0,4287.81,1.000
q_ind_663_pop_0,7436.03,1.000
q_ind_664_pop_0,3520.35,1.000
q_ind_665_pop_0,187.80,1.004
q_ind_666_pop_0,2324.03,1.000
q_ind_667_pop_0,128.39,1.064
q_ind_668_pop_0,5901.75,1.001
q_ind_669_pop_0,7288.96,1.000
q_ind_670_pop_0,5768.24,1.000
