param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_139_pop_0,4420.60,1.000
q_ind_140_pop_0,705.71,1.003
q_ind_141_pop_0,4155.90,1.000
q_ind_142_pop_0,2374.12,1.001
q_ind_143_pop_0,3302.88,1.001
q_ind_144_pop_0,5366.93,1.002
q_ind_145_pop_0,851.54,1.004
q_ind_146_pop_0,5488.52,1.000
q_ind_147_pop_0,1.51,14.289
q_ind_148_pop_0,1481.28,1.004
q_ind_149_pop_0,1.50,299.159
q_ind_150_pop_0,1.57,4.503
q_ind_151_pop_0,1.50,367.783
q_ind_152_pop_0,1.53,5.680
q_ind_153_pop_0,1.50,152.920
q_ind_154_pop_0,1.60,3.220
q_ind_155_pop_0,1.50,113.237
q_ind_156_pop_0,1.50,477.790
q_ind_157_pop_0,1.50,3575.573
q_ind_158_pop_0,1.50,3590.341
q_ind_159_pop_0,1.50,451.925
q_ind_160_pop_0,1.50,287.017
q_ind_161_pop_0,1.50,360.917
q_ind_162_pop_0,1.55,4.533
q_ind_163_pop_0,1.50,2853.451
q_ind_164_pop_0,1.56,4.103
q_ind_165_pop_0,131.49,1.040
q_ind_166_pop_0,26.42,1.145
q_ind_167_pop_0,1.50,649.217
q_ind_168_pop_0,1.50,4139.431
q_ind_169_pop_0,1.58,9.225
q_ind_170_pop_0,703.63,1.003
q_ind_171_pop_0,2.10,3.205
q_ind_172_pop_0,12.44,1.010
q_ind_173_pop_0,2265.52,1.003
q_ind_174_pop_0,182.06,1.006
q_ind_175_pop_0,216.04,1.009
q_ind_176_pop_0,2.26,2.903
q_ind_177_pop_0,84.30,1.073
q_ind_178_pop_0,1.64,7.454
q_ind_179_pop_0,21.83,1.652
q_ind_180_pop_0,4.60,1.366
q_ind_181_pop_0,4.73,1.729
q_ind_182_pop_0,6790.43,1.000
q_ind_183_pop_0,6016.23,1.000
q_ind_184_pop_0,2994.88,1.000
q_ind_185_pop_0,3292.47,1.001
q_ind_186_pop_0,5703.52,1.001
q_ind_187_pop_0,7472.26,1.000
q_ind_188_pop_0,8522.62,1.000
q_ind_189_pop_0,6806.79,1.000
q_ind_190_pop_0,7746.61,1.000
q_ind_191_pop_0,6861.17,1.000
q_ind_192_pop_0,3749.77,1.001
q_ind_193_pop_0,5880.55,1.000
q_ind_194_pop_0,10019.09,1.000
q_ind_195_pop_0,5549.23,1.000
q_ind_196_pop_0,5092.02,1.001
q_ind_197_pop_0,7323.31,1.001
q_ind_198_pop_0,8144.74,1.000
q_ind_199_pop_0,7451.97,1.000
q_ind_200_pop_0,9647.27,1.000
q_ind_201_pop_0,9995.51,1.000
q_ind_202_pop_0,272.92,1.013
q_ind_203_pop_0,5701.64,1.000
q_ind_204_pop_0,2414.38,1.000
q_ind_205_pop_0,3928.70,1.000
q_ind_206_pop_0,866.85,1.003
q_ind_207_pop_0,3777.64,1.000
q_ind_208_pop_0,4196.33,1.000
q_ind_209_pop_0,3911.25,1.001
q_ind_210_pop_0,3448.72,1.000
q_ind_211_pop_0,4376.68,1.000
q_ind_212_pop_0,2576.33,1.000
q_ind_213_pop_0,5325.25,1.001
q_ind_214_pop_0,2719.53,1.002
q_ind_215_pop_0,3666.55,1.000
q_ind_216_pop_0,1305.45,1.001
q_ind_217_pop_0,3881.88,1.000
q_ind_218_pop_0,5541.33,1.000
q_ind_219_pop_0,3886.71,1.000
q_ind_220_pop_0,1076.53,1.003
q_ind_221_pop_0,1464.86,1.007
q_ind_222_pop_0,627.16,1.002
q_ind_223_pop_0,2454.20,1.001
q_ind_224_pop_0,149.72,1.008
q_ind_225_pop_0,146.89,1.002
q_ind_226_pop_0,1356.08,1.001
q_ind_227_pop_0,769.93,1.002
q_ind_228_pop_0,1965.92,1.001
q_ind_229_pop_0,2097.25,1.001
q_ind_230_pop_0,4009.97,1.000
q_ind_231_pop_0,2003.84,1.001
q_ind_232_pop_0,715.78,1.000
q_ind_233_pop_0,961.36,1.002
q_ind_234_pop_0,3054.18,1.000
q_ind_235_pop_0,3924.74,1.000
q_ind_236_pop_0,543.32,1.000
q_ind_237_pop_0,601.64,1.002
q_ind_238_pop_0,3867.26,1.001
q_ind_239_pop_0,3076.98,1.000
q_ind_240_pop_0,2501.02,1.000
q_ind_241_pop_0,1.72,4.577
q_ind_242_pop_0,1.65,5.843
q_ind_243_pop_0,1.71,4.787
q_ind_244_pop_0,1.68,5.037
q_ind_245_pop_0,1.95,3.272
q_ind_246_pop_0,2.10,2.921
q_ind_247_pop_0,2.50,1.889
q_ind_248_pop_0,3622.83,1.000
q_ind_249_pop_0,4137.03,1.001
q_ind_250_pop_0,1.66,6.236
q_ind_251_pop_0,4817.62,1.000
q_ind_252_pop_0,3624.47,1.001
q_ind_253_pop_0,5563.25,1.000
q_ind_254_pop_0,2533.80,1.001
q_ind_255_pop_0,229.46,1.034
q_ind_256_pop_0,2491.11,1.001
q_ind_257_pop_0,2436.34,1.001
q_ind_258_pop_0,1460.57,1.001
q_ind_259_pop_0,2876.62,1.000
q_ind_260_pop_0,468.94,1.009
q_ind_261_pop_0,153.46,1.005
q_ind_262_pop_0,208.03,1.005
q_ind_263_pop_0,2863.06,1.002
q_ind_264_pop_0,552.64,1.001
q_ind_265_pop_0,1214.11,1.004
q_ind_266_pop_0,584.58,1.001
q_ind_267_pop_0,1.59,9.256
q_ind_268_pop_0,2987.41,1.001
q_ind_269_pop_0,5706.90,1.000
q_ind_270_pop_0,434.33,1.010
q_ind_271_pop_0,3541.73,1.000
q_ind_272_pop_0,1.58,9.511
q_ind_273_pop_0,1.60,6.426
q_ind_274_pop_0,2443.54,1.001
q_ind_275_pop_0,1497.81,1.000
q_ind_276_pop_0,2925.46,1.001
q_ind_277_pop_0,1220.59,1.003
q_ind_278_pop_0,2918.47,1.001
q_ind_279_pop_0,980.63,1.001
q_ind_280_pop_0,1584.17,1.000
q_ind_281_pop_0,59.66,1.031
q_ind_282_pop_0,2741.86,1.001
q_ind_283_pop_0,2064.41,1.001
q_ind_284_pop_0,4226.39,1.000
q_ind_285_pop_0,3998.01,1.000
q_ind_286_pop_0,1379.13,1.000
q_ind_287_pop_0,163.37,1.052
q_ind_288_pop_0,726.55,1.001
q_ind_289_pop_0,1303.72,1.002
q_ind_290_pop_0,1450.97,1.000
q_ind_291_pop_0,1885.25,1.000
q_ind_292_pop_0,1079.60,1.000
q_ind_293_pop_0,1283.07,1.003
q_ind_294_pop_0,1.54,13.617
q_ind_295_pop_0,1.54,14.725
q_ind_296_pop_0,589.12,1.002
q_ind_297_pop_0,2.24,2.825
q_ind_298_pop_0,1.59,2.349
q_ind_299_pop_0,197.16,1.008
q_ind_300_pop_0,1.88,2.372
q_ind_301_pop_0,1878.50,1.000
q_ind_302_pop_0,1969.21,1.002
q_ind_303_pop_0,573.89,1.002
q_ind_304_pop_0,794.27,1.001
q_ind_305_pop_0,1909.04,1.000
q_ind_306_pop_0,1.63,7.351
q_ind_307_pop_0,1.62,6.475
q_ind_308_pop_0,1.64,6.467
q_ind_309_pop_0,1.65,5.377
q_ind_310_pop_0,1.66,6.086
q_ind_311_pop_0,1.63,8.113
q_ind_312_pop_0,1.64,7.173
q_ind_313_pop_0,821.34,1.001
q_ind_314_pop_0,1956.72,1.001
q_ind_315_pop_0,816.88,1.003
q_ind_316_pop_0,3051.72,1.001
q_ind_317_pop_0,3291.09,1.000
q_ind_318_pop_0,1924.11,1.004
q_ind_319_pop_0,6872.21,1.001
q_ind_320_pop_0,1071.85,1.002
q_ind_321_pop_0,8047.45,1.000
q_ind_322_pop_0,7194.22,1.000
q_ind_323_pop_0,8607.55,1.000
q_ind_324_pop_0,8043.08,1.000
q_ind_325_pop_0,7175.19,1.000
q_ind_326_pop_0,9322.15,1.000
q_ind_327_pop_0,10612.08,1.000
q_ind_328_pop_0,3322.85,1.000
q_ind_329_pop_0,1398.09,1.000
q_ind_330_pop_0,3639.80,1.000
q_ind_331_pop_0,3241.60,1.000
q_ind_332_pop_0,3863.33,1.001
q_ind_333_pop_0,2913.99,1.000
q_ind_334_pop_0,1661.60,1.003
q_ind_335_pop_0,3497.55,1.001
q_ind_336_pop_0,2674.23,1.001
q_ind_337_pop_0,2273.70,1.000
q_ind_338_pop_0,4150.40,1.000
q_ind_339_pop_0,2401.16,1.002
q_ind_340_pop_0,3462.91,1.000
q_ind_341_pop_0,2917.11,1.000
q_ind_342_pop_0,4018.17,1.000
q_ind_343_pop_0,1633.84,1.002
q_ind_344_pop_0,4692.05,1.000
q_ind_345_pop_0,788.96,1.002
q_ind_346_pop_0,3114.63,1.001
q_ind_347_pop_0,1526.14,1.004
q_ind_348_pop_0,2350.46,1.001
q_ind_349_pop_0,2433.81,1.001
q_ind_350_pop_0,5191.83,1.000
q_ind_351_pop_0,3435.61,1.000
q_ind_352_pop_0,3808.13,1.001
q_ind_353_pop_0,2766.20,1.000
q_ind_354_pop_0,6297.99,1.000
q_ind_355_pop_0,2900.65,1.000
q_ind_356_pop_0,2367.32,1.000
q_ind_357_pop_0,7040.08,1.000
q_ind_358_pop_0,3646.35,1.000
q_ind_359_pop_0,852.30,1.003
q_ind_360_pop_0,7574.97,1.001
q_ind_361_pop_0,2882.93,1.000
q_ind_362_pop_0,6799.11,1.000
q_ind_363_pop_0,8264.01,1.000
q_ind_364_pop_0,5968.95,1.000
q_ind_365_pop_0,6498.31,1.000
q_ind_366_pop_0,8719.98,1.000
q_ind_367_pop_0,6671.96,1.000
q_ind_368_pop_0,3421.15,1.000
q_ind_369_pop_0,9344.87,1.000
q_ind_370_pop_0,5581.66,1.000
q_ind_371_pop_0,6318.19,1.000
q_ind_372_pop_0,4631.83,1.000
q_ind_373_pop_0,4743.72,1.001
q_ind_374_pop_0,5263.90,1.000
q_ind_375_pop_0,4597.06,1.000
q_ind_376_pop_0,8086.91,1.000
q_ind_377_pop_0,5531.47,1.000
q_ind_378_pop_0,3417.00,1.002
q_ind_379_pop_0,6570.53,1.000
q_ind_380_pop_0,5817.98,1.000
q_ind_381_pop_0,3005.17,1.000
q_ind_382_pop_0,5548.54,1.001
q_ind_383_pop_0,5173.14,1.000
q_ind_384_pop_0,6759.56,1.000
q_ind_385_pop_0,6958.73,1.000
q_ind_386_pop_0,5766.13,1.000
q_ind_387_pop_0,5155.56,1.000
q_ind_388_pop_0,8829.44,1.000
q_ind_389_pop_0,7256.11,1.000
q_ind_390_pop_0,4174.29,1.002
q_ind_391_pop_0,5181.23,1.001
q_ind_392_pop_0,6612.55,1.000
q_ind_393_pop_0,5999.86,1.000
q_ind_394_pop_0,5574.61,1.000
q_ind_395_pop_0,9147.50,1.000
q_ind_396_pop_0,7318.17,1.000
q_ind_397_pop_0,4684.52,1.000
q_ind_398_pop_0,4958.09,1.000
q_ind_399_pop_0,10889.90,1.000
q_ind_400_pop_0,7916.46,1.000
q_ind_401_pop_0,7743.74,1.000
q_ind_402_pop_0,7143.78,1.000
q_ind_403_pop_0,6026.38,1.000
q_ind_404_pop_0,7009.70,1.000
q_ind_405_pop_0,6344.36,1.000
q_ind_406_pop_0,49.07,1.009
q_ind_407_pop_0,6255.90,1.000
q_ind_408_pop_0,3949.69,1.000
q_ind_409_pop_0,9622.15,1.001
q_ind_410_pop_0,5781.69,1.000
q_ind_411_pop_0,4740.51,1.000
q_ind_412_pop_0,3215.35,1.000
q_ind_413_pop_0,3256.33,1.000
q_ind_414_pop_0,4194.70,1.001
q_ind_415_pop_0,4302.02,1.000
q_ind_416_pop_0,7135.51,1.000
q_ind_417_pop_0,6921.02,1.000
q_ind_418_pop_0,7336.84,1.000
q_ind_419_pop_0,7358.50,1.000
q_ind_420_pop_0,7214.95,1.000
q_ind_421_pop_0,6064.86,1.001
q_ind_422_pop_0,8989.21,1.000
q_ind_423_pop_0,8319.85,1.000
q_ind_424_pop_0,5581.58,1.000
q_ind_425_pop_0,7086.52,1.000
q_ind_426_pop_0,3546.98,1.000
q_ind_427_pop_0,8487.19,1.000
q_ind_428_pop_0,6088.26,1.000
q_ind_429_pop_0,3514.18,1.000
q_ind_430_pop_0,3069.10,1.001
q_ind_431_pop_0,9285.04,1.000
q_ind_432_pop_0,5231.17,1.000
q_ind_433_pop_0,836.16,1.000
q_ind_434_pop_0,4914.14,1.000
q_ind_435_pop_0,8319.51,1.000
q_ind_436_pop_0,5050.64,1.000
q_ind_437_pop_0,7236.37,1.000
q_ind_438_pop_0,8913.63,1.000
q_ind_439_pop_0,1544.11,1.002
q_ind_440_pop_0,7142.00,1.000
q_ind_441_pop_0,6195.40,1.000
q_ind_442_pop_0,1244.89,1.001
q_ind_443_pop_0,6295.20,1.000
q_ind_444_pop_0,2665.41,1.000
q_ind_445_pop_0,3966.50,1.000
q_ind_446_pop_0,3257.86,1.000
q_ind_447_pop_0,2910.67,1.001
q_ind_448_pop_0,4487.11,1.000
q_ind_449_pop_0,508.17,1.005
q_ind_450_pop_0,3572.25,1.001
q_ind_451_pop_0,1947.95,1.000
q_ind_452_pop_0,2963.56,1.000
q_ind_453_pop_0,2558.43,1.000
q_ind_454_pop_0,2056.23,1.000
q_ind_455_pop_0,2834.15,1.001
q_ind_456_pop_0,3628.47,1.001
q_ind_457_pop_0,3172.84,1.000
q_ind_458_pop_0,3322.37,1.000
q_ind_459_pop_0,4186.24,1.000
q_ind_460_pop_0,4324.30,1.001
q_ind_461_pop_0,9654.53,1.000
q_ind_462_pop_0,8626.71,1.000
q_ind_463_pop_0,7477.04,1.000
q_ind_464_pop_0,6217.25,1.000
q_ind_465_pop_0,8873.68,1.000
q_ind_466_pop_0,4607.97,1.000
q_ind_467_pop_0,5437.07,1.001
q_ind_468_pop_0,3141.03,1.000
q_ind_469_pop_0,2900.19,1.001
q_ind_470_pop_0,6617.70,1.000
q_ind_471_pop_0,5671.97,1.000
q_ind_472_pop_0,4127.26,1.000
q_ind_473_pop_0,3544.59,1.000
q_ind_474_pop_0,4706.71,1.000
q_ind_475_pop_0,6470.67,1.000
q_ind_476_pop_0,4277.70,1.000
q_ind_477_pop_0,3042.34,1.000
q_ind_478_pop_0,4696.36,1.002
q_ind_479_pop_0,2489.16,1.000
q_ind_480_pop_0,2888.90,1.001
q_ind_481_pop_0,3978.31,1.000
q_ind_482_pop_0,4367.19,1.000
q_ind_483_pop_0,4323.78,1.000
q_ind_484_pop_0,4444.48,1.000
q_ind_485_pop_0,5415.96,1.000
q_ind_486_pop_0,6665.14,1.000
q_ind_487_pop_0,5068.63,1.000
q_ind_488_pop_0,4429.46,1.000
q_ind_489_pop_0,33.35,1.092
q_ind_490_pop_0,6738.25,1.000
q_ind_491_pop_0,611.79,1.002
q_ind_492_pop_0,879.61,1.000
q_ind_493_pop_0,4887.13,1.000
q_ind_494_pop_0,510.01,1.001
q_ind_495_pop_0,6965.85,1.000
q_ind_496_pop_0,9298.25,1.000
q_ind_497_pop_0,5452.52,1.000
q_ind_498_pop_0,7114.39,1.000
q_ind_499_pop_0,9923.55,1.000
q_ind_500_pop_0,7236.18,1.000
q_ind_501_pop_0,9829.68,1.000
q_ind_502_pop_0,4654.56,1.000
q_ind_503_pop_0,10897.40,1.000
q_ind_504_pop_0,7404.12,1.000
q_ind_505_pop_0,5516.85,1.000
q_ind_506_pop_0,7292.56,1.000
q_ind_507_pop_0,3331.93,1.001
q_ind_508_pop_0,8765.74,1.000
q_ind_509_pop_0,7520.16,1.000
q_ind_510_pop_0,3000.59,1.000
q_ind_511_pop_0,5316.64,1.000
q_ind_512_pop_0,7534.38,1.000
q_ind_513_pop_0,8258.05,1.000
q_ind_514_pop_0,6980.85,1.000
q_ind_515_pop_0,3533.35,1.000
q_ind_516_pop_0,9302.80,1.000
q_ind_517_pop_0,9265.18,1.000
q_ind_518_pop_0,8256.32,1.000
q_ind_519_pop_0,509.08,1.015
q_ind_520_pop_0,1279.24,1.001
q_ind_521_pop_0,321.07,1.041
q_ind_522_pop_0,3599.14,1.001
q_ind_523_pop_0,5990.45,1.000
q_ind_524_pop_0,3748.86,1.000
q_ind_525_pop_0,7633.92,1.000
q_ind_526_pop_0,6609.07,1.000
q_ind_527_pop_0,6754.87,1.000
q_ind_528_pop_0,7951.77,1.000
q_ind_529_pop_0,9175.44,1.000
q_ind_530_pop_0,4807.58,1.001
q_ind_531_pop_0,6569.17,1.000
q_ind_532_pop_0,3243.07,1.001
q_ind_533_pop_0,6754.60,1.000
q_ind_534_pop_0,6743.80,1.000
q_ind_535_pop_0,6685.25,1.000
q_ind_536_pop_0,9358.10,1.000
q_ind_537_pop_0,8936.17,1.000
q_ind_538_pop_0,8928.90,1.000
q_ind_539_pop_0,9432.05,1.000
q_ind_540_pop_0,7599.64,1.000
q_ind_541_pop_0,8354.09,1.000
q_ind_542_pop_0,6768.34,1.000
q_ind_543_pop_0,4785.22,1.000
q_ind_544_pop_0,5776.78,1.000
q_ind_545_pop_0,6755.40,1.000
q_ind_546_pop_0,4899.29,1.000
q_ind_547_pop_0,1065.74,1.001
q_ind_548_pop_0,4249.20,1.001
q_ind_549_pop_0,2935.38,1.000
q_ind_550_pop_0,6222.72,1.001
q_ind_551_pop_0,5158.72,1.000
q_ind_552_pop_0,2264.94,1.001
q_ind_553_pop_0,4427.70,1.002
q_ind_554_pop_0,3035.38,1.001
q_ind_555_pop_0,4726.04,1.000
q_ind_556_pop_0,3820.55,1.000
q_ind_557_pop_0,6578.82,1.000
q_ind_558_pop_0,7647.90,1.000
q_ind_559_pop_0,6408.59,1.000
q_ind_560_pop_0,2001.34,1.000
q_ind_561_pop_0,6306.90,1.000
q_ind_562_pop_0,5135.34,1.001
q_ind_563_pop_0,4490.90,1.000
q_ind_564_pop_0,5354.17,1.000
q_ind_565_pop_0,3485.16,1.001
q_ind_566_pop_0,5532.50,1.001
q_ind_567_pop_0,7569.49,1.000
q_ind_568_pop_0,2963.96,1.000
q_ind_569_pop_0,2485.08,1.000
q_ind_570_pop_0,5302.10,1.000
q_ind_571_pop_0,6933.74,1.000
q_ind_572_pop_0,5016.29,1.001
q_ind_573_pop_0,5359.21,1.001
q_ind_574_pop_0,1.86,3.785
q_ind_575_pop_0,2046.07,1.000
q_ind_576_pop_0,1.89,3.470
q_ind_577_pop_0,1.89,3.361
q_ind_578_pop_0,2742.65,1.001
q_ind_579_pop_0,7535.42,1.000
q_ind_580_pop_0,5844.12,1.000
q_ind_581_pop_0,7178.11,1.000
q_ind_582_pop_0,4998.25,1.000
q_ind_583_pop_0,3893.54,1.001
q_ind_584_pop_0,6917.73,1.000
q_ind_585_pop_0,3482.05,1.001
q_ind_586_pop_0,7822.74,1.000
q_ind_587_pop_0,6221.46,1.000
q_ind_588_pop_0,2611.67,1.001
q_ind_589_pop_0,4031.27,1.000
q_ind_590_pop_0,2997.21,1.000
q_ind_591_pop_0,2306.51,1.001
q_ind_592_pop_0,3582.70,1.001
q_ind_593_pop_0,2894.06,1.000
q_ind_594_pop_0,4653.37,1.000
q_ind_595_pop_0,3322.59,1.000
q_ind_596_pop_0,3762.95,1.000
q_ind_597_pop_0,279.41,1.024
q_ind_598_pop_0,3012.24,1.002
q_ind_599_pop_0,7587.30,1.000
q_ind_600_pop_0,6769.42,1.000
q_ind_601_pop_0,2648.71,1.000
q_ind_602_pop_0,1391.23,1.002
q_ind_603_pop_0,1988.86,1.001
q_ind_604_pop_0,2954.08,1.000
q_ind_605_pop_0,4081.84,1.002
q_ind_606_pop_0,3597.62,1.000
q_ind_607_pop_0,1989.89,1.000
q_ind_608_pop_0,3580.72,1.000
q_ind_609_pop_0,4303.39,1.001
q_ind_610_pop_0,9102.58,1.000
q_ind_611_pop_0,3220.73,1.000
q_ind_612_pop_0,4545.24,1.000
q_ind_613_pop_0,6394.82,1.000
q_ind_614_pop_0,7151.20,1.000
q_ind_615_pop_0,8885.89,1.000
q_ind_616_pop_0,7968.69,1.000
q_ind_617_pop_0,9694.98,1.000
q_ind_618_pop_0,10820.87,1.001
q_ind_619_pop_0,4757.50,1.000
q_ind_620_pop_0,971.37,1.001
q_ind_621_pop_0,5507.99,1.000
q_ind_622_pop_0,3414.90,1.001
q_ind_623_pop_0,5695.19,1.000
q_ind_624_pop_0,1859.96,1.001
q_ind_625_pop_0,6094.28,1.000
q_ind_626_pop_0,4007.36,1.000
q_ind_627_pop_0,6001.68,1.000
q_ind_628_pop_0,2570.50,1.001
q_ind_629_pop_0,7380.07,1.000
q_ind_630_pop_0,4333.64,1.000
q_ind_631_pop_0,6362.74,1.000
q_ind_632_pop_0,7164.11,1.000
q_ind_633_pop_0,2122.96,1.001
q_ind_634_pop_0,6688.98,1.000
q_ind_635_pop_0,6813.21,1.000
q_ind_636_pop_0,7973.22,1.001
q_ind_637_pop_0,3671.07,1.000
q_ind_638_pop_0,4276.13,1.000
q_ind_639_pop_0,7799.49,1.000
q_ind_640_pop_0,5959.94,1.000
q_ind_641_pop_0,5886.75,1.000
q_ind_642_pop_0,6760.60,1.000
q_ind_643_pop_0,8082.09,1.000
q_ind_644_pop_0,6812.18,1.000
q_ind_645_pop_0,6128.49,1.000
q_ind_646_pop_0,7464.25,1.001
q_ind_647_pop_0,5505.38,1.000
q_ind_648_pop_0,125.34,1.019
q_ind_649_pop_0,3755.95,1.000
q_ind_650_pop_0,8697.92,1.000
q_ind_651_pop_0,11107.54,1.000
q_ind_652_pop_0,10304.32,1.000
q_ind_653_pop_0,3401.42,1.000
q_ind_654_pop_0,168.79,1.021
q_ind_655_pop_0,5765.24,1.000
q_ind_656_pop_0,4495.93,1.000
q_ind_657_pop_0,6796.58,1.001
q_ind_658_pop_0,6691.92,1.000
q_ind_659_pop_0,2157.22,1.001
q_ind_660_pop_0,3288.55,1.001
q_ind_661_pop_0,665.36,1.003
q_ind_662_pop_0,6051.20,1.000
q_ind_663_pop_0,6165.10,1.000
q_ind_664_pop_0,6808.51,1.000
q_ind_665_pop_0,3846.62,1.000
q_ind_666_pop_0,4120.49,1.001
q_ind_667_pop_0,2276.64,1.002
q_ind_668_pop_0,6441.80,1.000
q_ind_669_pop_0,4798.87,1.000
q_ind_670_pop_0,4614.49,1.000
q_ind_671_pop_0,598.33,1.015
