param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_126_pop_0,6.16,1.043
q_ind_127_pop_0,3498.78,1.000
q_ind_128_pop_0,978.19,1.001
q_ind_129_pop_0,4932.76,1.001
q_ind_130_pop_0,7467.66,1.000
q_ind_131_pop_0,4913.27,1.000
q_ind_132_pop_0,3629.61,1.000
q_ind_133_pop_0,1757.37,1.000
q_ind_134_pop_0,3733.93,1.000
q_ind_135_pop_0,830.83,1.003
q_ind_136_pop_0,1057.44,1.001
q_ind_137_pop_0,4190.26,1.001
q_ind_138_pop_0,1453.11,1.000
q_ind_139_pop_0,2227.20,1.001
q_ind_140_pop_0,431.66,1.007
q_ind_141_pop_0,3547.24,1.000
q_ind_142_pop_0,935.79,1.000
q_ind_143_pop_0,377.42,1.004
q_ind_144_pop_0,2392.81,1.000
q_ind_145_pop_0,1855.89,1.000
q_ind_146_pop_0,1203.88,1.001
q_ind_147_pop_0,1025.10,1.001
q_ind_148_pop_0,2316.61,1.004
q_ind_149_pop_0,64.55,1.001
q_ind_150_pop_0,2752.63,1.001
q_ind_151_pop_0,3331.15,1.002
q_ind_152_pop_0,3638.78,1.000
q_ind_153_pop_0,4921.60,1.000
q_ind_154_pop_0,2650.63,1.000
q_ind_155_pop_0,3116.41,1.001
q_ind_156_pop_0,129.76,1.008
q_ind_157_pop_0,7644.18,1.001
q_ind_158_pop_0,7942.06,1.000
q_ind_159_pop_0,320.16,1.028
q_ind_160_pop_0,3856.94,1.002
q_ind_161_pop_0,2840.79,1.001
q_ind_162_pop_0,3319.74,1.000
q_ind_163_pop_0,6003.44,1.000
q_ind_164_pop_0,2622.90,1.001
q_ind_165_pop_0,239.79,1.020
q_ind_166_pop_0,172.50,1.017
q_ind_167_pop_0,520.82,1.002
q_ind_168_pop_0,8641.66,1.000
q_ind_169_pop_0,43.07,1.015
q_ind_170_pop_0,1237.39,1.002
q_ind_171_pop_0,2634.16,1.000
q_ind_172_pop_0,229.95,1.005
q_ind_173_pop_0,5665.89,1.000
q_ind_174_pop_0,4110.42,1.001
q_ind_175_pop_0,2369.24,1.001
q_ind_176_pop_0,5948.96,1.000
q_ind_177_pop_0,212.08,1.009
q_ind_178_pop_0,241.45,1.002
q_ind_179_pop_0,790.01,1.001
q_ind_180_pop_0,6563.57,1.000
q_ind_181_pop_0,5985.29,1.000
q_ind_182_pop_0,7459.10,1.000
q_ind_183_pop_0,4037.27,1.001
q_ind_184_pop_0,4513.42,1.000
q_ind_185_pop_0,7528.31,1.000
q_ind_186_pop_0,5104.70,1.000
q_ind_187_pop_0,7749.47,1.000
q_ind_188_pop_0,5978.18,1.000
q_ind_189_pop_0,5274.59,1.000
q_ind_190_pop_0,7482.08,1.000
q_ind_191_pop_0,7342.77,1.000
q_ind_192_pop_0,9048.12,1.000
q_ind_193_pop_0,3199.22,1.001
q_ind_194_pop_0,5640.01,1.000
q_ind_195_pop_0,5428.83,1.000
q_ind_196_pop_0,5783.93,1.000
q_ind_197_pop_0,7389.11,1.000
q_ind_198_pop_0,8934.53,1.000
q_ind_199_pop_0,9466.34,1.000
q_ind_200_pop_0,8787.73,1.000
q_ind_201_pop_0,8446.75,1.000
q_ind_202_pop_0,5133.79,1.000
q_ind_203_pop_0,6258.25,1.000
q_ind_204_pop_0,7438.26,1.000
q_ind_205_pop_0,5736.60,1.000
q_ind_206_pop_0,5337.68,1.000
q_ind_207_pop_0,5971.88,1.000
q_ind_208_pop_0,7232.38,1.000
q_ind_209_pop_0,6098.72,1.000
q_ind_210_pop_0,6027.87,1.001
q_ind_211_pop_0,7370.51,1.000
q_ind_212_pop_0,6898.61,1.001
q_ind_213_pop_0,6951.07,1.000
q_ind_214_pop_0,5660.01,1.000
q_ind_215_pop_0,5157.24,1.000
q_ind_216_pop_0,1757.17,1.000
q_ind_217_pop_0,7612.19,1.000
q_ind_218_pop_0,5637.62,1.000
q_ind_219_pop_0,6501.77,1.000
q_ind_220_pop_0,6926.71,1.000
q_ind_221_pop_0,5941.81,1.000
q_ind_222_pop_0,625.08,1.000
q_ind_223_pop_0,392.66,1.008
q_ind_224_pop_0,274.19,1.002
q_ind_225_pop_0,988.35,1.000
q_ind_226_pop_0,196.35,1.007
q_ind_227_pop_0,1465.04,1.003
q_ind_228_pop_0,1081.58,1.002
q_ind_229_pop_0,3212.82,1.001
q_ind_230_pop_0,3135.95,1.000
q_ind_231_pop_0,2191.89,1.001
q_ind_232_pop_0,1244.45,1.001
q_ind_233_pop_0,1902.29,1.000
q_ind_234_pop_0,1062.44,1.002
q_ind_235_pop_0,1885.11,1.002
q_ind_236_pop_0,233.39,1.001
q_ind_237_pop_0,940.98,1.001
q_ind_238_pop_0,1921.21,1.001
q_ind_239_pop_0,1611.36,1.003
q_ind_240_pop_0,1300.72,1.001
q_ind_241_pop_0,1423.39,1.000
q_ind_242_pop_0,1579.71,1.000
q_ind_243_pop_0,4541.09,1.001
q_ind_244_pop_0,826.31,1.003
q_ind_245_pop_0,2026.07,1.004
q_ind_246_pop_0,612.27,1.002
q_ind_247_pop_0,5.97,1.080
q_ind_248_pop_0,166.79,1.008
q_ind_249_pop_0,108.24,1.012
q_ind_250_pop_0,2317.11,1.000
q_ind_251_pop_0,1352.88,1.001
q_ind_252_pop_0,133.03,1.019
q_ind_253_pop_0,1608.27,1.000
q_ind_254_pop_0,386.74,1.001
q_ind_255_pop_0,6.26,1.035
q_ind_256_pop_0,32.90,1.000
q_ind_257_pop_0,1049.95,1.002
q_ind_258_pop_0,100.82,1.001
q_ind_259_pop_0,1073.96,1.001
q_ind_260_pop_0,1063.36,1.000
q_ind_261_pop_0,2888.78,1.000
q_ind_262_pop_0,2198.55,1.001
q_ind_263_pop_0,275.87,1.001
q_ind_264_pop_0,387.19,1.002
q_ind_265_pop_0,1651.97,1.000
q_ind_266_pop_0,2523.85,1.000
q_ind_267_pop_0,2005.76,1.001
q_ind_268_pop_0,1643.31,1.000
q_ind_269_pop_0,457.50,1.004
q_ind_270_pop_0,869.61,1.001
q_ind_271_pop_0,2084.21,1.000
q_ind_272_pop_0,2537.64,1.000
q_ind_273_pop_0,250.54,1.002
q_ind_274_pop_0,1938.77,1.000
q_ind_275_pop_0,171.90,1.001
q_ind_276_pop_0,920.03,1.000
q_ind_277_pop_0,580.79,1.002
q_ind_278_pop_0,776.90,1.001
q_ind_279_pop_0,229.79,1.003
q_ind_280_pop_0,375.12,1.005
q_ind_281_pop_0,142.35,1.014
q_ind_282_pop_0,441.45,1.005
q_ind_283_pop_0,734.66,1.002
q_ind_284_pop_0,218.10,1.013
q_ind_285_pop_0,700.90,1.001
q_ind_286_pop_0,1296.10,1.001
q_ind_287_pop_0,26.16,1.112
q_ind_288_pop_0,139.86,1.007
q_ind_289_pop_0,112.46,1.025
q_ind_290_pop_0,996.74,1.002
q_ind_291_pop_0,952.21,1.008
q_ind_292_pop_0,7.02,1.031
q_ind_293_pop_0,6.28,1.036
q_ind_294_pop_0,1779.88,1.000
q_ind_295_pop_0,497.58,1.010
q_ind_296_pop_0,1347.78,1.001
q_ind_297_pop_0,43.32,1.029
q_ind_298_pop_0,445.89,1.017
q_ind_299_pop_0,2557.08,1.000
q_ind_300_pop_0,13.94,1.076
q_ind_301_pop_0,1854.17,1.000
q_ind_302_pop_0,1432.60,1.000
q_ind_303_pop_0,1135.08,1.001
q_ind_304_pop_0,1358.37,1.000
q_ind_305_pop_0,1279.75,1.004
q_ind_306_pop_0,353.82,1.003
q_ind_307_pop_0,14.52,1.022
q_ind_308_pop_0,989.32,1.002
q_ind_309_pop_0,196.03,1.005
q_ind_310_pop_0,1255.42,1.002
q_ind_311_pop_0,323.49,1.003
q_ind_312_pop_0,1148.51,1.001
q_ind_313_pop_0,863.91,1.000
q_ind_314_pop_0,3862.18,1.002
q_ind_315_pop_0,1048.97,1.001
q_ind_316_pop_0,1906.34,1.002
q_ind_317_pop_0,637.67,1.001
q_ind_318_pop_0,1347.11,1.000
q_ind_319_pop_0,5840.85,1.001
q_ind_320_pop_0,550.40,1.005
q_ind_321_pop_0,6699.28,1.000
q_ind_322_pop_0,4718.76,1.000
q_ind_323_pop_0,8272.43,1.000
q_ind_324_pop_0,8917.11,1.000
q_ind_325_pop_0,7131.05,1.000
q_ind_326_pop_0,8955.27,1.000
q_ind_327_pop_0,7334.79,1.000
q_ind_328_pop_0,38.20,1.011
q_ind_329_pop_0,157.54,1.001
q_ind_330_pop_0,5.41,1.058
q_ind_331_pop_0,5.40,1.059
q_ind_332_pop_0,5.41,1.057
q_ind_333_pop_0,1025.66,1.001
q_ind_334_pop_0,5.40,1.059
q_ind_335_pop_0,336.03,1.002
q_ind_336_pop_0,5.40,1.057
q_ind_337_pop_0,5.43,1.058
q_ind_338_pop_0,2689.58,1.000
q_ind_339_pop_0,1625.57,1.001
q_ind_340_pop_0,3243.47,1.000
q_ind_341_pop_0,1832.25,1.000
q_ind_342_pop_0,2014.51,1.002
q_ind_343_pop_0,2427.12,1.002
q_ind_344_pop_0,2349.74,1.000
q_ind_345_pop_0,54.72,1.015
q_ind_346_pop_0,1237.21,1.000
q_ind_347_pop_0,1465.55,1.001
q_ind_348_pop_0,1089.16,1.002
q_ind_349_pop_0,1475.74,1.000
q_ind_350_pop_0,4512.49,1.000
q_ind_351_pop_0,2931.14,1.001
q_ind_352_pop_0,3218.50,1.001
q_ind_353_pop_0,3941.11,1.000
q_ind_354_pop_0,5928.05,1.000
q_ind_355_pop_0,2133.37,1.001
q_ind_356_pop_0,2065.27,1.000
q_ind_357_pop_0,5790.56,1.000
q_ind_358_pop_0,3794.56,1.000
q_ind_359_pop_0,335.84,1.000
q_ind_360_pop_0,6489.17,1.000
q_ind_361_pop_0,4553.37,1.000
q_ind_362_pop_0,7062.87,1.000
q_ind_363_pop_0,7754.85,1.000
q_ind_364_pop_0,5353.88,1.000
q_ind_365_pop_0,6421.38,1.002
q_ind_366_pop_0,5315.66,1.000
q_ind_367_pop_0,4612.92,1.000
q_ind_368_pop_0,5294.15,1.001
q_ind_369_pop_0,9113.37,1.000
q_ind_370_pop_0,3716.14,1.000
q_ind_371_pop_0,5292.16,1.000
q_ind_372_pop_0,5379.47,1.000
q_ind_373_pop_0,2307.96,1.000
q_ind_374_pop_0,3367.07,1.000
q_ind_375_pop_0,1360.62,1.001
q_ind_376_pop_0,3061.11,1.000
q_ind_377_pop_0,3559.47,1.001
q_ind_378_pop_0,6804.23,1.000
q_ind_379_pop_0,3673.08,1.000
q_ind_380_pop_0,7278.79,1.000
q_ind_381_pop_0,6313.86,1.000
q_ind_382_pop_0,4192.45,1.000
q_ind_383_pop_0,5044.05,1.000
q_ind_384_pop_0,4302.53,1.000
q_ind_385_pop_0,5035.07,1.000
q_ind_386_pop_0,6788.28,1.001
q_ind_387_pop_0,3232.27,1.000
q_ind_388_pop_0,6168.49,1.000
q_ind_389_pop_0,4456.98,1.000
q_ind_390_pop_0,5153.28,1.000
q_ind_391_pop_0,4132.41,1.001
q_ind_392_pop_0,5014.19,1.000
q_ind_393_pop_0,3233.51,1.001
q_ind_394_pop_0,4903.95,1.000
q_ind_395_pop_0,6396.51,1.000
q_ind_396_pop_0,6374.33,1.000
q_ind_397_pop_0,3338.87,1.001
q_ind_398_pop_0,3999.76,1.000
q_ind_399_pop_0,8601.75,1.000
q_ind_400_pop_0,6892.37,1.000
q_ind_401_pop_0,6919.63,1.000
q_ind_402_pop_0,6269.70,1.000
q_ind_403_pop_0,6117.47,1.000
q_ind_404_pop_0,5277.33,1.000
q_ind_405_pop_0,4966.36,1.000
q_ind_406_pop_0,44.31,1.017
q_ind_407_pop_0,2586.45,1.001
q_ind_408_pop_0,6078.65,1.000
q_ind_409_pop_0,6296.66,1.000
q_ind_410_pop_0,7452.47,1.000
q_ind_411_pop_0,2489.34,1.000
q_ind_412_pop_0,5911.56,1.001
q_ind_413_pop_0,4653.96,1.000
q_ind_414_pop_0,1473.28,1.003
q_ind_415_pop_0,3613.43,1.000
q_ind_416_pop_0,5346.82,1.000
q_ind_417_pop_0,6849.10,1.001
q_ind_418_pop_0,8000.39,1.000
q_ind_419_pop_0,8216.63,1.000
q_ind_420_pop_0,7683.03,1.000
q_ind_421_pop_0,4310.11,1.000
q_ind_422_pop_0,8780.06,1.000
q_ind_423_pop_0,8966.68,1.000
q_ind_424_pop_0,7762.29,1.000
q_ind_425_pop_0,8651.19,1.001
q_ind_426_pop_0,4910.68,1.001
q_ind_427_pop_0,4716.60,1.000
q_ind_428_pop_0,2591.32,1.001
q_ind_429_pop_0,4525.28,1.000
q_ind_430_pop_0,2000.00,1.002
q_ind_431_pop_0,8170.68,1.000
q_ind_432_pop_0,4459.76,1.000
q_ind_433_pop_0,1201.74,1.001
q_ind_434_pop_0,1460.59,1.000
q_ind_435_pop_0,8032.06,1.000
q_ind_436_pop_0,4407.74,1.000
q_ind_437_pop_0,9302.51,1.000
q_ind_438_pop_0,6660.38,1.001
q_ind_439_pop_0,740.16,1.000
q_ind_440_pop_0,5368.87,1.000
q_ind_441_pop_0,5767.21,1.000
q_ind_442_pop_0,546.55,1.002
q_ind_443_pop_0,5548.44,1.000
q_ind_444_pop_0,2241.43,1.002
q_ind_445_pop_0,3006.57,1.001
q_ind_446_pop_0,711.14,1.002
q_ind_447_pop_0,186.06,1.003
q_ind_448_pop_0,1985.36,1.000
q_ind_449_pop_0,650.00,1.001
q_ind_450_pop_0,2526.47,1.000
q_ind_451_pop_0,2820.02,1.001
q_ind_452_pop_0,2048.32,1.000
q_ind_453_pop_0,3541.07,1.000
q_ind_454_pop_0,2557.07,1.000
q_ind_455_pop_0,998.87,1.002
q_ind_456_pop_0,3798.21,1.000
q_ind_457_pop_0,2089.20,1.001
q_ind_458_pop_0,2184.76,1.000
q_ind_459_pop_0,4419.11,1.000
q_ind_460_pop_0,3965.00,1.000
q_ind_461_pop_0,10638.14,1.001
q_ind_462_pop_0,7043.12,1.000
q_ind_463_pop_0,4366.78,1.000
q_ind_464_pop_0,8629.72,1.000
q_ind_465_pop_0,3259.69,1.001
q_ind_466_pop_0,1866.74,1.000
q_ind_467_pop_0,1735.49,1.000
q_ind_468_pop_0,168.41,1.025
q_ind_469_pop_0,3085.07,1.000
q_ind_470_pop_0,2671.59,1.000
q_ind_471_pop_0,4007.05,1.000
q_ind_472_pop_0,2442.06,1.000
q_ind_473_pop_0,1494.18,1.002
q_ind_474_pop_0,2831.54,1.000
q_ind_475_pop_0,3003.08,1.000
q_ind_476_pop_0,2904.43,1.001
q_ind_477_pop_0,4400.50,1.000
q_ind_478_pop_0,3038.56,1.001
q_ind_479_pop_0,1405.82,1.001
q_ind_480_pop_0,2397.25,1.000
q_ind_481_pop_0,4131.30,1.000
q_ind_482_pop_0,5121.21,1.000
q_ind_483_pop_0,5193.43,1.000
q_ind_484_pop_0,4643.04,1.000
q_ind_485_pop_0,5677.28,1.000
q_ind_486_pop_0,6464.07,1.000
q_ind_487_pop_0,6215.31,1.000
q_ind_488_pop_0,2776.55,1.001
q_ind_489_pop_0,85.13,1.022
q_ind_490_pop_0,5898.00,1.000
q_ind_491_pop_0,2218.05,1.001
q_ind_492_pop_0,214.45,1.005
q_ind_493_pop_0,3033.31,1.000
q_ind_494_pop_0,11.23,1.093
q_ind_495_pop_0,7455.98,1.000
q_ind_496_pop_0,8336.82,1.000
q_ind_497_pop_0,2326.13,1.000
q_ind_498_pop_0,8412.23,1.000
q_ind_499_pop_0,7534.08,1.000
q_ind_500_pop_0,9192.20,1.000
q_ind_501_pop_0,9028.60,1.000
q_ind_502_pop_0,2683.98,1.001
q_ind_503_pop_0,7507.60,1.000
q_ind_504_pop_0,7271.18,1.000
q_ind_505_pop_0,5013.69,1.000
q_ind_506_pop_0,3630.55,1.000
q_ind_507_pop_0,4697.30,1.001
q_ind_508_pop_0,7502.51,1.000
q_ind_509_pop_0,4819.92,1.000
q_ind_510_pop_0,5409.39,1.000
q_ind_511_pop_0,6579.42,1.001
q_ind_512_pop_0,8290.89,1.000
q_ind_513_pop_0,8252.53,1.000
q_ind_514_pop_0,5831.93,1.000
q_ind_515_pop_0,5011.34,1.000
q_ind_516_pop_0,7490.95,1.000
q_ind_517_pop_0,7409.42,1.000
q_ind_518_pop_0,7837.58,1.000
q_ind_519_pop_0,1636.31,1.000
q_ind_520_pop_0,7607.52,1.000
q_ind_521_pop_0,1364.52,1.001
q_ind_522_pop_0,6337.29,1.000
q_ind_523_pop_0,5943.32,1.000
q_ind_524_pop_0,9184.66,1.000
q_ind_525_pop_0,6548.13,1.000
q_ind_526_pop_0,4452.33,1.000
q_ind_527_pop_0,5392.91,1.001
q_ind_528_pop_0,7878.76,1.000
q_ind_529_pop_0,4453.34,1.000
q_ind_530_pop_0,4856.61,1.000
q_ind_531_pop_0,6173.99,1.000
q_ind_532_pop_0,7022.92,1.000
q_ind_533_pop_0,8308.35,1.000
q_ind_534_pop_0,9178.11,1.000
q_ind_535_pop_0,9289.71,1.000
q_ind_536_pop_0,6064.18,1.000
q_ind_537_pop_0,6648.93,1.000
q_ind_538_pop_0,10435.65,1.000
q_ind_539_pop_0,10223.27,1.000
q_ind_540_pop_0,8090.82,1.000
q_ind_541_pop_0,9420.45,1.000
q_ind_542_pop_0,3100.40,1.001
q_ind_543_pop_0,7006.83,1.000
q_ind_544_pop_0,5642.59,1.000
q_ind_545_pop_0,6436.61,1.000
q_ind_546_pop_0,5709.02,1.002
q_ind_547_pop_0,682.59,1.000
q_ind_548_pop_0,2392.69,1.000
q_ind_549_pop_0,3828.37,1.000
q_ind_550_pop_0,5717.84,1.000
q_ind_551_pop_0,4764.58,1.001
q_ind_552_pop_0,3875.21,1.000
q_ind_553_pop_0,4348.31,1.000
q_ind_554_pop_0,2323.95,1.000
q_ind_555_pop_0,6573.55,1.000
q_ind_556_pop_0,3176.27,1.001
q_ind_557_pop_0,6616.90,1.000
q_ind_558_pop_0,5431.06,1.000
q_ind_559_pop_0,3492.79,1.000
q_ind_560_pop_0,3273.88,1.000
q_ind_561_pop_0,6228.46,1.000
q_ind_562_pop_0,3617.96,1.000
q_ind_563_pop_0,6267.58,1.001
q_ind_564_pop_0,3019.21,1.000
q_ind_565_pop_0,7035.90,1.000
q_ind_566_pop_0,2866.71,1.000
q_ind_567_pop_0,5346.49,1.000
q_ind_568_pop_0,4449.09,1.000
q_ind_569_pop_0,2754.59,1.000
q_ind_570_pop_0,5130.80,1.000
q_ind_571_pop_0,4065.00,1.001
q_ind_572_pop_0,4288.69,1.000
q_ind_573_pop_0,4923.01,1.000
q_ind_574_pop_0,475.52,1.002
q_ind_575_pop_0,2072.74,1.003
q_ind_576_pop_0,169.27,1.003
q_ind_577_pop_0,741.99,1.008
q_ind_578_pop_0,1489.18,1.003
q_ind_579_pop_0,2865.35,1.000
q_ind_580_pop_0,4870.17,1.000
q_ind_581_pop_0,6823.10,1.000
q_ind_582_pop_0,2057.89,1.001
q_ind_583_pop_0,408.74,1.004
q_ind_584_pop_0,6437.75,1.000
q_ind_585_pop_0,3202.74,1.000
q_ind_586_pop_0,6321.52,1.001
q_ind_587_pop_0,5501.34,1.000
q_ind_588_pop_0,2624.14,1.000
q_ind_589_pop_0,5409.02,1.000
q_ind_590_pop_0,3917.02,1.000
q_ind_591_pop_0,1511.66,1.000
q_ind_592_pop_0,4410.21,1.000
q_ind_593_pop_0,3385.90,1.000
q_ind_594_pop_0,4648.52,1.002
q_ind_595_pop_0,2030.02,1.000
q_ind_596_pop_0,5195.03,1.000
q_ind_597_pop_0,636.70,1.002
q_ind_598_pop_0,339.47,1.005
q_ind_599_pop_0,7972.46,1.000
q_ind_600_pop_0,1533.62,1.001
q_ind_601_pop_0,5.43,1.059
q_ind_602_pop_0,1761.96,1.001
q_ind_603_pop_0,3255.62,1.000
q_ind_604_pop_0,5.40,1.059
q_ind_605_pop_0,5.42,1.058
q_ind_606_pop_0,4515.74,1.002
q_ind_607_pop_0,20.63,1.020
q_ind_608_pop_0,5.44,1.059
q_ind_609_pop_0,5889.45,1.000
q_ind_610_pop_0,4516.87,1.000
q_ind_611_pop_0,1971.16,1.002
q_ind_612_pop_0,2251.56,1.000
q_ind_613_pop_0,7005.81,1.000
q_ind_614_pop_0,8979.46,1.000
q_ind_615_pop_0,8134.44,1.000
q_ind_616_pop_0,8899.49,1.000
q_ind_617_pop_0,6027.36,1.000
q_ind_618_pop_0,6465.97,1.000
q_ind_619_pop_0,4777.67,1.000
q_ind_620_pop_0,1630.53,1.001
q_ind_621_pop_0,4718.40,1.000
q_ind_622_pop_0,2961.39,1.000
q_ind_623_pop_0,2897.81,1.001
q_ind_624_pop_0,2517.99,1.001
q_ind_625_pop_0,3964.33,1.001
q_ind_626_pop_0,277.17,1.009
q_ind_627_pop_0,5836.06,1.000
q_ind_628_pop_0,5826.44,1.000
q_ind_629_pop_0,5717.14,1.000
q_ind_630_pop_0,2397.36,1.000
q_ind_631_pop_0,5437.93,1.000
q_ind_632_pop_0,8174.39,1.000
q_ind_633_pop_0,2646.64,1.001
q_ind_634_pop_0,4465.85,1.000
q_ind_635_pop_0,4328.71,1.001
q_ind_636_pop_0,5465.60,1.000
q_ind_637_pop_0,3293.14,1.000
q_ind_638_pop_0,5965.58,1.000
q_ind_639_pop_0,3368.53,1.001
q_ind_640_pop_0,7250.56,1.000
q_ind_641_pop_0,4537.74,1.000
q_ind_642_pop_0,4685.23,1.000
q_ind_643_pop_0,6521.66,1.000
q_ind_644_pop_0,6056.93,1.000
q_ind_645_pop_0,4794.77,1.001
q_ind_646_pop_0,4419.30,1.000
q_ind_647_pop_0,8141.75,1.000
q_ind_648_pop_0,96.40,1.016
q_ind_649_pop_0,4754.58,1.000
q_ind_650_pop_0,7041.46,1.000
q_ind_651_pop_0,9595.39,1.000
q_ind_652_pop_0,10222.78,1.000
q_ind_653_pop_0,2419.16,1.000
q_ind_654_pop_0,6.62,1.046
q_ind_655_pop_0,4462.36,1.001
q_ind_656_pop_0,2773.12,1.000
q_ind_657_pop_0,7131.39,1.000
q_ind_658_pop_0,3994.52,1.001
q_ind_659_pop_0,1786.66,1.001
q_ind_660_pop_0,938.19,1.000
q_ind_661_pop_0,996.25,1.000
q_ind_662_pop_0,7325.13,1.000
q_ind_663_pop_0,8716.26,1.000
q_ind_664_pop_0,4947.26,1.001
q_ind_665_pop_0,935.88,1.001
q_ind_666_pop_0,2158.67,1.001
q_ind_667_pop_0,1065.75,1.000
q_ind_668_pop_0,5451.34,1.000
q_ind_669_pop_0,4645.52,1.000
q_ind_670_pop_0,4570.42,1.000
